---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.671911933572664e+00
  2.020202020202020e-02,  1.667621702683094e+00
  4.040404040404041e-02,  1.663341883374285e+00
  6.060606060606061e-02,  1.659072196291120e+00
  8.080808080808081e-02,  1.654812555793721e+00
  1.010101010101010e-01,  1.650562877421425e+00
  1.212121212121212e-01,  1.646323077871045e+00
  1.414141414141414e-01,  1.642093074975624e+00
  1.616161616161616e-01,  1.637872787683726e+00
  1.818181818181818e-01,  1.633662136039207e+00
  2.020202020202020e-01,  1.629461041161470e+00
  2.222222222222222e-01,  1.625269425226191e+00
  2.424242424242424e-01,  1.621087211446496e+00
  2.626262626262627e-01,  1.616914324054583e+00
  2.828282828282828e-01,  1.612750688283764e+00
  3.030303030303030e-01,  1.608596230350942e+00
  3.232323232323233e-01,  1.604450877439471e+00
  3.434343434343434e-01,  1.600314557682427e+00
  3.636363636363636e-01,  1.596187200146256e+00
  3.838383838383838e-01,  1.592068734814798e+00
  4.040404040404040e-01,  1.587959092573668e+00
  4.242424242424243e-01,  1.583858205194997e+00
  4.444444444444444e-01,  1.579766005322516e+00
  4.646464646464646e-01,  1.575682426456969e+00
  4.848484848484849e-01,  1.571607402941853e+00
  5.050505050505051e-01,  1.567540869949482e+00
  5.252525252525253e-01,  1.563482763467355e+00
  5.454545454545454e-01,  1.559433020284813e+00
  5.656565656565656e-01,  1.555391577980017e+00
  5.858585858585859e-01,  1.551358374907180e+00
  6.060606060606061e-01,  1.547333350184095e+00
  6.262626262626263e-01,  1.543316443679932e+00
  6.464646464646465e-01,  1.539307596003295e+00
  6.666666666666666e-01,  1.535306748490534e+00
  6.868686868686869e-01,  1.531313843194313e+00
  7.070707070707071e-01,  1.527328822872420e+00
  7.272727272727273e-01,  1.523351630976819e+00
  7.474747474747475e-01,  1.519382211642924e+00
  7.676767676767676e-01,  1.515420509679110e+00
  7.878787878787878e-01,  1.511466470556442e+00
  8.080808080808081e-01,  1.507520040398617e+00
  8.282828282828283e-01,  1.503581165972114e+00
  8.484848484848485e-01,  1.499649794676567e+00
  8.686868686868687e-01,  1.495725874535307e+00
  8.888888888888888e-01,  1.491809354186127e+00
  9.090909090909091e-01,  1.487900182872230e+00
  9.292929292929293e-01,  1.483998310433356e+00
  9.494949494949495e-01,  1.480103687297097e+00
  9.696969696969697e-01,  1.476216264470390e+00
  9.898989898989899e-01,  1.472335993531184e+00
  1.010101010101010e+00,  1.468462826620272e+00
  1.030303030303030e+00,  1.464596716433292e+00
  1.050505050505051e+00,  1.460737616212891e+00
  1.070707070707071e+00,  1.456885479741045e+00
  1.090909090909091e+00,  1.453040261331534e+00
  1.111111111111111e+00,  1.449201915822563e+00
  1.131313131313131e+00,  1.445370398569548e+00
  1.151515151515152e+00,  1.441545665438015e+00
  1.171717171717172e+00,  1.437727672796682e+00
  1.191919191919192e+00,  1.433916377510633e+00
  1.212121212121212e+00,  1.430111736934668e+00
  1.232323232323232e+00,  1.426313708906758e+00
  1.252525252525253e+00,  1.422522251741640e+00
  1.272727272727273e+00,  1.418737324224538e+00
  1.292929292929293e+00,  1.414958885605005e+00
  1.313131313131313e+00,  1.411186895590886e+00
  1.333333333333333e+00,  1.407421314342407e+00
  1.353535353535354e+00,  1.403662102466365e+00
  1.373737373737374e+00,  1.399909221010448e+00
  1.393939393939394e+00,  1.396162631457654e+00
  1.414141414141414e+00,  1.392422295720828e+00
  1.434343434343434e+00,  1.388688176137293e+00
  1.454545454545455e+00,  1.384960235463606e+00
  1.474747474747475e+00,  1.381238436870390e+00
  1.494949494949495e+00,  1.377522743937294e+00
  1.515151515151515e+00,  1.373813120648025e+00
  1.535353535353535e+00,  1.370109531385498e+00
  1.555555555555556e+00,  1.366411940927069e+00
  1.575757575757576e+00,  1.362720314439861e+00
  1.595959595959596e+00,  1.359034617476181e+00
  1.616161616161616e+00,  1.355354815969038e+00
  1.636363636363636e+00,  1.351680876227723e+00
  1.656565656565657e+00,  1.348012764933505e+00
  1.676767676767677e+00,  1.344350449135380e+00
  1.696969696969697e+00,  1.340693896245934e+00
  1.717171717171717e+00,  1.337043074037259e+00
  1.737373737373737e+00,  1.333397950636966e+00
  1.757575757575758e+00,  1.329758494524270e+00
  1.777777777777778e+00,  1.326124674526152e+00
  1.797979797979798e+00,  1.322496459813595e+00
  1.818181818181818e+00,  1.318873819897897e+00
  1.838383838383838e+00,  1.315256724627051e+00
  1.858585858585859e+00,  1.311645144182205e+00
  1.878787878787879e+00,  1.308039049074181e+00
  1.898989898989899e+00,  1.304438410140073e+00
  1.919191919191919e+00,  1.300843198539906e+00
  1.939393939393939e+00,  1.297253385753364e+00
  1.959595959595960e+00,  1.293668943576584e+00
  1.979797979797980e+00,  1.290089844119009e+00
  2.000000000000000e+00,  1.286516059800316e+00
