---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_2.UpdData = 2
Main.Study.Output_tricps_LA_2.FileName = "triceps_LA_2_data.txt"
Main.Study.Output_tricps_LA_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_2.Values = 
Main.Study.Output_tricps_LA_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm"}
Main.Study.Output_tricps_LA_2.Format = 0
Main.Study.Output_tricps_LA_2.SepSign = ","
Main.Study.Output_tricps_LA_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_2.LineSepSign = ""
Main.Study.Output_tricps_LA_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
  0.000000000000000e+00,  2.608028620287314e+01
  2.020202020202020e-02,  2.593900938223610e+01
  4.040404040404041e-02,  2.579899028380670e+01
  6.060606060606061e-02,  2.565725581296116e+01
  8.080808080808081e-02,  2.551853292705106e+01
  1.010101010101010e-01,  2.537821720005037e+01
  1.212121212121212e-01,  2.523982717262836e+01
  1.414141414141414e-01,  2.510317869704901e+01
  1.616161616161616e-01,  2.496776021100057e+01
  1.818181818181818e-01,  2.483323865382018e+01
  2.020202020202020e-01,  2.469104429846687e+01
  2.222222222222222e-01,  2.454844950934618e+01
  2.424242424242424e-01,  2.439869302129449e+01
  2.626262626262627e-01,  2.424595196793617e+01
  2.828282828282828e-01,  2.409264585944562e+01
  3.030303030303030e-01,  2.393944857389459e+01
  3.232323232323233e-01,  2.378954600142945e+01
  3.434343434343434e-01,  2.363455077048810e+01
  3.636363636363636e-01,  2.347927212934560e+01
  3.838383838383838e-01,  2.332470371518898e+01
  4.040404040404040e-01,  2.316841390381628e+01
  4.242424242424243e-01,  2.301112710388596e+01
