---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_ME_2.UpdData = 2
Main.Study.Output_tricps_ME_2.FileName = "triceps_ME_2_data.txt"
Main.Study.Output_tricps_ME_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_ME_2.NumberFormat.Width = 23
Main.Study.Output_tricps_ME_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_ME_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_ME_2.Values = 
Main.Study.Output_tricps_ME_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm"}
Main.Study.Output_tricps_ME_2.Format = 0
Main.Study.Output_tricps_ME_2.SepSign = ","
Main.Study.Output_tricps_ME_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_ME_2.LineSepSign = ""
Main.Study.Output_tricps_ME_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_ME_2.Header.LinePrefix = ""
Main.Study.Output_tricps_ME_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_ME_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_ME_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm
  0.000000000000000e+00,  6.691455094260955e+01
  2.020202020202020e-02,  6.655030493864216e+01
  4.040404040404041e-02,  6.618939336407141e+01
  6.060606060606061e-02,  6.582419000655024e+01
  8.080808080808081e-02,  6.546682075940598e+01
  1.010101010101010e-01,  6.510918998031109e+01
  1.212121212121212e-01,  6.475279918913074e+01
  1.414141414141414e-01,  6.440095879589748e+01
  1.616161616161616e-01,  6.405235885875108e+01
  1.818181818181818e-01,  6.370614356302219e+01
  2.020202020202020e-01,  6.334032752235619e+01
  2.222222222222222e-01,  6.297356606586243e+01
  2.424242424242424e-01,  6.258852047856634e+01
  2.626262626262627e-01,  6.219589198648019e+01
  2.828282828282828e-01,  6.180189259003468e+01
  3.030303030303030e-01,  6.140624096229557e+01
  3.232323232323233e-01,  6.102139316787662e+01
  3.434343434343434e-01,  6.062357867492625e+01
  3.636363636363636e-01,  6.022512886815925e+01
  3.838383838383838e-01,  5.982501556491150e+01
  4.040404040404040e-01,  5.942469055264826e+01
  4.242424242424243e-01,  5.902109619135456e+01
  4.444444444444444e-01,  5.859904124990025e+01
  4.646464646464646e-01,  5.818358501484927e+01
  4.848484848484849e-01,  5.776625731840727e+01
  5.050505050505051e-01,  5.735122219807838e+01
  5.252525252525253e-01,  5.693298509296347e+01
  5.454545454545454e-01,  5.651564303932358e+01
  5.656565656565656e-01,  5.609582068505149e+01
  5.858585858585859e-01,  5.567716426046749e+01
  6.060606060606061e-01,  5.525553978321987e+01
  6.262626262626263e-01,  5.483085832436738e+01
  6.464646464646465e-01,  5.440514604074053e+01
  6.666666666666666e-01,  5.397908936424565e+01
  6.868686868686869e-01,  5.355353398208663e+01
  7.070707070707071e-01,  5.312425762342318e+01
  7.272727272727273e-01,  5.269497210027970e+01
  7.474747474747475e-01,  5.226680627737660e+01
  7.676767676767676e-01,  5.184004853425832e+01
  7.878787878787878e-01,  5.141541005246697e+01
  8.080808080808081e-01,  5.099468557047618e+01
  8.282828282828283e-01,  5.057676361490693e+01
  8.484848484848485e-01,  5.016236687707703e+01
  8.686868686868687e-01,  4.975255909902371e+01
  8.888888888888888e-01,  4.932152874656043e+01
  9.090909090909091e-01,  4.889328553611968e+01
  9.292929292929293e-01,  4.847179097252246e+01
  9.494949494949495e-01,  4.803099039266838e+01
  9.696969696969697e-01,  4.754103393758891e+01
  9.898989898989899e-01,  4.704178494131061e+01
  1.010101010101010e+00,  4.657388729822647e+01
  1.030303030303030e+00,  4.602031952805052e+01
  1.050505050505051e+00,  4.540318752956853e+01
  1.070707070707071e+00,  4.479112112653113e+01
  1.090909090909091e+00,  4.418074553962759e+01
  1.111111111111111e+00,  4.356725295150606e+01
  1.131313131313131e+00,  4.291786392539100e+01
  1.151515151515152e+00,  4.226402985587124e+01
