---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_1.UpdData = 2
Main.Study.Output_tricps_LH_1.FileName = "triceps_LH_1_data.txt"
Main.Study.Output_tricps_LH_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_1.Values = 
Main.Study.Output_tricps_LH_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm"}
Main.Study.Output_tricps_LH_1.Format = 0
Main.Study.Output_tricps_LH_1.SepSign = ","
Main.Study.Output_tricps_LH_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_1.LineSepSign = ""
Main.Study.Output_tricps_LH_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
  0.000000000000000e+00,  2.995775785529348e+01
  2.020202020202020e-02,  2.979330926018887e+01
  4.040404040404041e-02,  2.962816228044935e+01
  6.060606060606061e-02,  2.946259103125766e+01
  8.080808080808081e-02,  2.930026574636696e+01
  1.010101010101010e-01,  2.913764441200783e+01
  1.212121212121212e-01,  2.897474261557838e+01
  1.414141414141414e-01,  2.881185856836822e+01
  1.616161616161616e-01,  2.864944324441134e+01
  1.818181818181818e-01,  2.848812294827862e+01
  2.020202020202020e-01,  2.831626661986203e+01
  2.222222222222222e-01,  2.814373765034776e+01
  2.424242424242424e-01,  2.796340614470044e+01
  2.626262626262627e-01,  2.777957938465201e+01
  2.828282828282828e-01,  2.759469679402508e+01
  3.030303030303030e-01,  2.740862127041554e+01
  3.232323232323233e-01,  2.720563051735710e+01
  3.434343434343434e-01,  2.701914525938707e+01
  3.636363636363636e-01,  2.683209865062214e+01
  3.838383838383838e-01,  2.664578814104643e+01
  4.040404040404040e-01,  2.645755525268308e+01
  4.242424242424243e-01,  2.626826658742826e+01
  4.444444444444444e-01,  2.608228750946817e+01
  4.646464646464646e-01,  2.588510309967266e+01
  4.848484848484849e-01,  2.568649740109738e+01
  5.050505050505051e-01,  2.548858192188977e+01
  5.252525252525253e-01,  2.528850852728523e+01
  5.454545454545454e-01,  2.508659843706721e+01
  5.656565656565656e-01,  2.488716231471927e+01
  5.858585858585859e-01,  2.468517856457349e+01
  6.060606060606061e-01,  2.448690072804676e+01
  6.262626262626263e-01,  2.429188008598840e+01
  6.464646464646465e-01,  2.410050589677296e+01
  6.666666666666666e-01,  2.390852818565549e+01
  6.868686868686869e-01,  2.371645312572557e+01
  7.070707070707071e-01,  2.352233355101880e+01
  7.272727272727273e-01,  2.332726962848689e+01
  7.474747474747475e-01,  2.313233076815407e+01
  7.676767676767676e-01,  2.293770586253524e+01
  7.878787878787878e-01,  2.274326177232721e+01
  8.080808080808081e-01,  2.254821231211922e+01
