---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
  5.252525252525253e-01,  1.185115190882374e+01
  5.454545454545454e-01,  1.182750964727499e+01
  5.656565656565656e-01,  1.180445834390391e+01
  5.858585858585859e-01,  1.178078866650432e+01
  6.060606060606061e-01,  1.175791290744193e+01
  6.262626262626263e-01,  1.173643475420123e+01
  6.464646464646465e-01,  1.171449040215086e+01
  6.666666666666666e-01,  1.169252869984284e+01
  6.868686868686869e-01,  1.167026900456672e+01
  7.070707070707071e-01,  1.165070629379963e+01
  7.272727272727273e-01,  1.163276278678319e+01
  7.474747474747475e-01,  1.161475489983627e+01
  7.676767676767676e-01,  1.159664462816750e+01
  7.878787878787878e-01,  1.157857974556221e+01
  8.080808080808081e-01,  1.156110665774884e+01
  8.282828282828283e-01,  1.154351473269151e+01
  8.484848484848485e-01,  1.152578269680767e+01
  8.686868686868687e-01,  1.150788837769415e+01
  8.888888888888888e-01,  1.149065036481360e+01
  9.090909090909091e-01,  1.147310585958996e+01
  9.292929292929293e-01,  1.145439807859634e+01
  9.494949494949495e-01,  1.142600620809287e+01
  9.696969696969697e-01,  1.140258493619117e+01
  9.898989898989899e-01,  1.138680859564544e+01
  1.010101010101010e+00,  1.136635212847913e+01
  1.030303030303030e+00,  1.134017512590490e+01
  1.050505050505051e+00,  1.131635195511318e+01
  1.070707070707071e+00,  1.129910581310122e+01
  1.090909090909091e+00,  1.128613948385276e+01
  1.111111111111111e+00,  1.126360364929056e+01
  1.131313131313131e+00,  1.121123569630616e+01
  1.151515151515152e+00,  1.115835648997209e+01
  1.171717171717172e+00,  1.110832236703311e+01
  1.191919191919192e+00,  1.106033334065701e+01
  1.212121212121212e+00,  1.101395496982046e+01
  1.232323232323232e+00,  1.096869952292070e+01
  1.252525252525253e+00,  1.092471754699719e+01
  1.272727272727273e+00,  1.089568559043058e+01
  1.292929292929293e+00,  1.086058586041124e+01
  1.313131313131313e+00,  1.082088976894839e+01
  1.333333333333333e+00,  1.078159956827368e+01
  1.353535353535354e+00,  1.074111936079579e+01
  1.373737373737374e+00,  1.070080897928456e+01
  1.393939393939394e+00,  1.064991064109694e+01
  1.414141414141414e+00,  1.059643379342598e+01
  1.434343434343434e+00,  1.054258353329393e+01
  1.454545454545455e+00,  1.049192002907423e+01
  1.474747474747475e+00,  1.044039212943885e+01
  1.494949494949495e+00,  1.038766351182295e+01
  1.515151515151515e+00,  1.033767969499658e+01
  1.535353535353535e+00,  1.028752998998689e+01
  1.555555555555556e+00,  1.023629859695055e+01
  1.575757575757576e+00,  1.018399436197771e+01
  1.595959595959596e+00,  1.012903875894675e+01
  1.616161616161616e+00,  1.007260834168155e+01
  1.636363636363636e+00,  1.004094608342526e+01
  1.656565656565657e+00,  1.004029625388700e+01
  1.676767676767677e+00,  1.002899040779471e+01
  1.696969696969697e+00,  1.001124325478936e+01
  1.717171717171717e+00,  1.006392865222914e+01
  1.737373737373737e+00,  1.011269321470640e+01
  1.757575757575758e+00,  1.015793612061223e+01
  1.777777777777778e+00,  1.019829509002317e+01
  1.797979797979798e+00,  1.024139960592468e+01
  1.818181818181818e+00,  1.028877087024380e+01
  1.838383838383838e+00,  1.032415772641162e+01
  1.858585858585859e+00,  1.035896783473157e+01
  1.878787878787879e+00,  1.039126809426169e+01
  1.898989898989899e+00,  1.041846688571086e+01
  1.919191919191919e+00,  1.043461959270366e+01
  1.939393939393939e+00,  1.044650261599669e+01
  1.959595959595960e+00,  1.045295440686889e+01
  1.979797979797980e+00,  1.047062572270709e+01
  2.000000000000000e+00,  1.050684081845418e+01
