---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  1.401348487801394e-14
  2.020202020202020e-02,  1.484698804896730e-14
  4.040404040404041e-02,  1.662838923475976e-14
  6.060606060606061e-02,  1.781791280138980e-14
  8.080808080808081e-02,  1.721501219449160e-14
  1.010101010101010e-01,  4.998873001269535e-14
  1.212121212121212e-01,  1.785519615287376e-14
  1.414141414141414e-01,  1.714930441420942e-14
  1.616161616161616e-01,  1.470503413347827e-14
  1.818181818181818e-01,  1.331943230436584e-14
  2.020202020202020e-01,  1.175898837907966e-14
  2.222222222222222e-01,  1.111381140454213e-14
  2.424242424242424e-01,  1.016361978285978e-14
  2.626262626262627e-01,  9.548559558316157e-15
  2.828282828282828e-01,  3.658133691841820e-14
  3.030303030303030e-01,  3.573706313334994e-14
  3.232323232323233e-01,  4.122757162605023e-14
  3.434343434343434e-01,  8.119872205870569e-15
  3.636363636363636e-01,  7.850828655070282e-15
  3.838383838383838e-01,  7.172472654352582e-15
  4.040404040404040e-01,  7.729966970531420e-15
  4.242424242424243e-01,  1.147970319648349e-14
  4.444444444444444e-01,  1.389310420186638e-14
  4.646464646464646e-01,  3.258528141087789e-14
  4.848484848484849e-01,  1.556591287892153e-14
  5.050505050505051e-01,  1.357174210684038e-14
