---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 2
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  2.616581719048423e+01
  2.020202020202020e-02,  2.601879361056128e+01
  4.040404040404041e-02,  2.587293794779353e+01
  6.060606060606061e-02,  2.572526631486492e+01
  8.080808080808081e-02,  2.558051762361820e+01
  1.010101010101010e-01,  2.543424399583084e+01
  1.212121212121212e-01,  2.529074103282822e+01
  1.414141414141414e-01,  2.514787313078656e+01
  1.616161616161616e-01,  2.500827466270526e+01
  1.818181818181818e-01,  2.487003417296952e+01
  2.020202020202020e-01,  2.473133388922931e+01
  2.222222222222222e-01,  2.459220286703194e+01
  2.424242424242424e-01,  2.444587054290735e+01
  2.626262626262627e-01,  2.429651250432352e+01
  2.828282828282828e-01,  2.414655563163280e+01
  3.030303030303030e-01,  2.399588973593364e+01
  3.232323232323233e-01,  2.384938295329792e+01
  3.434343434343434e-01,  2.369774562766025e+01
  3.636363636363636e-01,  2.354579659654945e+01
  3.838383838383838e-01,  2.339453203725616e+01
  4.040404040404040e-01,  2.324169661692498e+01
  4.242424242424243e-01,  2.308750865587056e+01
  4.444444444444444e-01,  2.292602985989601e+01
  4.646464646464646e-01,  2.276706262687016e+01
  4.848484848484849e-01,  2.260729347093319e+01
  5.050505050505051e-01,  2.244835210041322e+01
  5.252525252525253e-01,  2.228808808413226e+01
  5.454545454545454e-01,  2.212810515594981e+01
  5.656565656565656e-01,  2.196708184536352e+01
  5.858585858585859e-01,  2.180644594330079e+01
  6.060606060606061e-01,  2.164457843066197e+01
  6.262626262626263e-01,  2.148077114770164e+01
  6.464646464646465e-01,  2.131725308426160e+01
  6.666666666666666e-01,  2.115354023452166e+01
  6.868686868686869e-01,  2.098995985268185e+01
  7.070707070707071e-01,  2.082512498778055e+01
  7.272727272727273e-01,  2.065984647338814e+01
  7.474747474747475e-01,  2.049493140403417e+01
  7.676767676767676e-01,  2.033050154258233e+01
  7.878787878787878e-01,  2.016652093408991e+01
  8.080808080808081e-01,  2.000245834482724e+01
  8.282828282828283e-01,  1.983941489650859e+01
  8.484848484848485e-01,  1.967769150474112e+01
  8.686868686868687e-01,  1.951771064441159e+01
  8.888888888888888e-01,  1.934934564789894e+01
  9.090909090909091e-01,  1.918201923147086e+01
  9.292929292929293e-01,  1.901728361833114e+01
  9.494949494949495e-01,  1.884491724398398e+01
  9.696969696969697e-01,  1.865320811732911e+01
