---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 3
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  9.972606110960066e-01
  2.020202020202020e-02,  9.998947274567045e-01
  4.040404040404041e-02,  1.002534955748899e+00
  6.060606060606061e-02,  1.005181279985983e+00
  8.080808080808081e-02,  1.007833685838013e+00
  1.010101010101010e-01,  1.010492159291168e+00
  1.212121212121212e-01,  1.013156686646603e+00
  1.414141414141414e-01,  1.015827254519337e+00
  1.616161616161616e-01,  1.018503849837142e+00
  1.818181818181818e-01,  1.021186459839452e+00
  2.020202020202020e-01,  1.023875072076289e+00
  2.222222222222222e-01,  1.026569674407194e+00
  2.424242424242424e-01,  1.029270255000196e+00
  2.626262626262627e-01,  1.031976802330777e+00
  2.828282828282828e-01,  1.034689305180862e+00
  3.030303030303030e-01,  1.037407752637825e+00
  3.232323232323233e-01,  1.040132134093523e+00
  3.434343434343434e-01,  1.042862439243323e+00
  3.636363636363636e-01,  1.045598658085179e+00
  3.838383838383838e-01,  1.048340780918704e+00
  4.040404040404040e-01,  1.051088798344264e+00
  4.242424242424243e-01,  1.053842701262111e+00
  4.444444444444444e-01,  1.056602480871506e+00
  4.646464646464646e-01,  1.059368128669884e+00
  4.848484848484849e-01,  1.062139636452029e+00
  5.050505050505051e-01,  1.064916996309277e+00
  5.252525252525253e-01,  1.067700200628726e+00
  5.454545454545454e-01,  1.070489242092487e+00
  5.656565656565656e-01,  1.073284113676937e+00
  5.858585858585859e-01,  1.076084808652003e+00
  6.060606060606061e-01,  1.078891320580472e+00
  6.262626262626263e-01,  1.081703643317312e+00
  6.464646464646465e-01,  1.084521771009024e+00
  6.666666666666666e-01,  1.087345698093013e+00
  6.868686868686869e-01,  1.090175419296983e+00
  7.070707070707071e-01,  1.093010929638354e+00
  7.272727272727273e-01,  1.095852224423703e+00
  7.474747474747475e-01,  1.098699299248232e+00
  7.676767676767676e-01,  1.101552149995251e+00
  7.878787878787878e-01,  1.104410772835695e+00
  8.080808080808081e-01,  1.107275164227661e+00
  8.282828282828283e-01,  1.110145320915968e+00
  8.484848484848485e-01,  1.113021239931744e+00
  8.686868686868687e-01,  1.115902918592038e+00
  8.888888888888888e-01,  1.118790354499460e+00
  9.090909090909091e-01,  1.121683545541835e+00
  9.292929292929293e-01,  1.124582489891905e+00
  9.494949494949495e-01,  1.127487186007032e+00
  9.696969696969697e-01,  1.130397632628944e+00
  9.898989898989899e-01,  1.133313828783502e+00
  1.010101010101010e+00,  1.136235773780495e+00
  1.030303030303030e+00,  1.139163467213459e+00
  1.050505050505051e+00,  1.142096908959529e+00
  1.070707070707071e+00,  1.145036099179316e+00
  1.090909090909091e+00,  1.147981038316810e+00
  1.111111111111111e+00,  1.150931727099309e+00
  1.131313131313131e+00,  1.153888166537385e+00
  1.151515151515152e+00,  1.156850357924874e+00
  1.171717171717172e+00,  1.159818302838888e+00
  1.191919191919192e+00,  1.162792003139871e+00
  1.212121212121212e+00,  1.165771460971672e+00
  1.232323232323232e+00,  1.168756678761649e+00
  1.252525252525253e+00,  1.171747659220812e+00
  1.272727272727273e+00,  1.174744405343985e+00
  1.292929292929293e+00,  1.177746920410010e+00
  1.313131313131313e+00,  1.180755207981967e+00
  1.333333333333333e+00,  1.183769271907440e+00
  1.353535353535354e+00,  1.186789116318812e+00
  1.373737373737374e+00,  1.189814745633577e+00
  1.393939393939394e+00,  1.192846164554708e+00
  1.414141414141414e+00,  1.195883378071033e+00
  1.434343434343434e+00,  1.198926391457667e+00
  1.454545454545455e+00,  1.201975210276457e+00
  1.474747474747475e+00,  1.205029840376471e+00
  1.494949494949495e+00,  1.208090287894523e+00
  1.515151515151515e+00,  1.211156559255727e+00
  1.535353535353535e+00,  1.214228661174080e+00
  1.555555555555556e+00,  1.217306600653097e+00
  1.575757575757576e+00,  1.220390384986459e+00
  1.595959595959596e+00,  1.223480021758721e+00
  1.616161616161616e+00,  1.226575518846033e+00
  1.636363636363636e+00,  1.229676884416913e+00
  1.656565656565657e+00,  1.232784126933050e+00
  1.676767676767677e+00,  1.235897255150147e+00
  1.696969696969697e+00,  1.239016278118795e+00
  1.717171717171717e+00,  1.242141205185402e+00
  1.737373737373737e+00,  1.245272045993140e+00
  1.757575757575758e+00,  1.248408810482937e+00
  1.777777777777778e+00,  1.251551508894522e+00
  1.797979797979798e+00,  1.254700151767493e+00
  1.818181818181818e+00,  1.257854749942434e+00
  1.838383838383838e+00,  1.261015314562065e+00
  1.858585858585859e+00,  1.264181857072449e+00
  1.878787878787879e+00,  1.267354389224222e+00
  1.898989898989899e+00,  1.270532923073879e+00
  1.919191919191919e+00,  1.273717470985099e+00
  1.939393939393939e+00,  1.276908045630111e+00
  1.959595959595960e+00,  1.280104659991106e+00
  1.979797979797980e+00,  1.283307327361695e+00
  2.000000000000000e+00,  1.286516061348411e+00
