---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_ME_1.UpdData = 3
Main.Study.Output_tricps_ME_1.FileName = "triceps_ME_1_data.txt"
Main.Study.Output_tricps_ME_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_ME_1.NumberFormat.Width = 23
Main.Study.Output_tricps_ME_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_ME_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_ME_1.Values = 
Main.Study.Output_tricps_ME_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm"}
Main.Study.Output_tricps_ME_1.Format = 0
Main.Study.Output_tricps_ME_1.SepSign = ","
Main.Study.Output_tricps_ME_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_ME_1.LineSepSign = ""
Main.Study.Output_tricps_ME_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_ME_1.Header.LinePrefix = ""
Main.Study.Output_tricps_ME_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_ME_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_ME_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm
  0.000000000000000e+00,  1.063467784468553e-14
  2.020202020202020e-02,  1.284483441744144e-14
  4.040404040404041e-02,  5.239864779007924e-15
  6.060606060606061e-02,  5.804348505026479e-15
  8.080808080808081e-02,  1.348186241999838e-14
  1.010101010101010e-01,  5.998757543967672e-15
  1.212121212121212e-01,  6.078259141221632e-15
  1.414141414141414e-01,  6.542750465996418e-15
  1.616161616161616e-01,  1.085642019574662e-14
  1.818181818181818e-01,  7.570430167098029e-15
  2.020202020202020e-01,  7.080286203905259e-15
  2.222222222222222e-01,  1.596167366907231e-14
  2.424242424242424e-01,  1.653120726600176e-14
  2.626262626262627e-01,  1.625737016699202e-14
  2.828282828282828e-01,  1.555502889027605e-14
  3.030303030303030e-01,  7.976168512976276e-15
  3.232323232323233e-01,  1.594538386313056e-14
  3.434343434343434e-01,  8.188352173757753e-15
  3.636363636363636e-01,  9.302216364380533e-15
  3.838383838383838e-01,  1.468192330689484e-14
  4.040404040404040e-01,  1.148434416750758e-14
  4.242424242424243e-01,  1.099446728223012e-14
  4.444444444444444e-01,  2.157173786253218e-14
  4.646464646464646e-01,  2.261516608005955e-14
  4.848484848484849e-01,  2.417180692717258e-14
  5.050505050505051e-01,  2.484105634471999e-14
  5.252525252525253e-01,  2.559151911383433e-14
  5.454545454545454e-01,  2.650124614837166e-14
  5.656565656565656e-01,  2.738346469212146e-14
  5.858585858585859e-01,  2.830588640358938e-14
  6.060606060606061e-01,  2.913306749673531e-14
  6.262626262626263e-01,  2.826863750301742e-14
  6.464646464646465e-01,  3.051761937208029e-14
  6.666666666666666e-01,  3.184716048358579e-14
  6.868686868686869e-01,  3.306658905431592e-14
  7.070707070707071e-01,  3.413523702779183e-14
  7.272727272727273e-01,  3.521371545110856e-14
  7.474747474747475e-01,  3.463706200867075e-14
  7.676767676767676e-01,  3.727241732079136e-14
  7.878787878787878e-01,  3.878862694839842e-14
  8.080808080808081e-01,  3.977301309579237e-14
  8.282828282828283e-01,  4.133326488353992e-14
  8.484848484848485e-01,  4.286386413111772e-14
  8.686868686868687e-01,  4.451801981145728e-14
  8.888888888888888e-01,  4.596498667430357e-14
  9.090909090909091e-01,  4.775655144466120e-14
  9.292929292929293e-01,  4.991929856726486e-14
  9.494949494949495e-01,  5.167318449980587e-14
  9.696969696969697e-01,  5.348263456233192e-14
  9.898989898989899e-01,  1.160038051957765e-13
  1.010101010101010e+00,  5.626928434397816e-14
  1.030303030303030e+00,  5.792868246908942e-14
  1.050505050505051e+00,  5.225775100103160e-14
  1.070707070707071e+00,  4.695077092376534e-14
  1.090909090909091e+00,  4.589248574092263e-14
  1.111111111111111e+00,  6.532979948091228e-14
  1.131313131313131e+00,  6.403297985375141e-14
  1.151515151515152e+00,  5.834330570091459e-14
  1.171717171717172e+00,  7.476065190917568e-14
  1.191919191919192e+00,  8.365823353039043e-14
  1.212121212121212e+00,  9.681815617578664e-14
  1.232323232323232e+00,  1.162466076023357e-13
  1.252525252525253e+00,  1.278587799066123e-13
  1.272727272727273e+00,  1.375326898005262e-13
  1.292929292929293e+00,  1.463598329800297e-13
  1.313131313131313e+00,  1.477008687099940e-13
  1.333333333333333e+00,  1.582431494564644e-13
  1.353535353535354e+00,  1.801832920223677e-13
  1.373737373737374e+00,  2.056712408725621e-13
  1.393939393939394e+00,  2.344864607373108e-13
  1.414141414141414e+00,  2.620065373286938e-13
  1.434343434343434e+00,  4.446080832578419e-13
  1.454545454545455e+00,  3.063029149182490e-13
  1.474747474747475e+00,  3.490973855054269e-13
  1.494949494949495e+00,  3.848271054793120e-13
  1.515151515151515e+00,  4.880864496372445e-13
  1.535353535353535e+00,  5.552065265680004e-13
  1.555555555555556e+00,  6.841981973746039e-13
  1.575757575757576e+00,  8.034387068998415e-13
  1.595959595959596e+00,  1.234351890337256e-12
  1.616161616161616e+00,  1.818800272006480e-12
  1.636363636363636e+00,  2.596643069576077e-12
  1.656565656565657e+00,  3.805481522674257e-12
  1.676767676767677e+00,  5.984959329010122e-12
  1.696969696969697e+00,  1.418878241596666e-11
  1.717171717171717e+00,  1.058478572232780e-09
  1.737373737373737e+00,  8.634913802387109e-01
  1.757575757575758e+00,  1.649891864111860e+00
  1.777777777777778e+00,  2.431011005675717e+00
  1.797979797979798e+00,  3.229190364690841e+00
  1.818181818181818e+00,  4.036228309131676e+00
  1.838383838383838e+00,  4.843448706149520e+00
  1.858585858585859e+00,  5.668505809376666e+00
  1.878787878787879e+00,  6.512917557183217e+00
  1.898989898989899e+00,  7.355723529247051e+00
  1.919191919191919e+00,  8.194148995683181e+00
  1.939393939393939e+00,  9.027789860265555e+00
  1.959595959595960e+00,  9.828082056105318e+00
  1.979797979797980e+00,  1.050741578805270e+01
  2.000000000000000e+00,  1.121079719062882e+01
