---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 3
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  1.051119043615639e-14
  2.020202020202020e-02,  1.269436767488730e-14
  4.040404040404041e-02,  5.177962397464020e-15
  6.060606060606061e-02,  5.735213484824821e-15
  8.080808080808081e-02,  1.332000253935570e-14
  1.010101010101010e-01,  5.926182561178871e-15
  1.212121212121212e-01,  6.004173100631787e-15
  1.414141414141414e-01,  6.462425981744875e-15
  1.616161616161616e-01,  1.072220343189311e-14
  1.818181818181818e-01,  7.476202336878002e-15
  2.020202020202020e-01,  6.991579502477553e-15
  2.222222222222222e-01,  1.576042053238216e-14
  2.424242424242424e-01,  1.632148627584207e-14
  2.626262626262627e-01,  1.604988940077703e-14
  2.828282828282828e-01,  1.535536097845162e-14
  3.030303030303030e-01,  7.873209576299738e-15
  3.232323232323233e-01,  1.573843581028585e-14
  3.434343434343434e-01,  8.081518920448720e-15
  3.636363636363636e-01,  9.180230698213013e-15
  3.838383838383838e-01,  1.448843768099218e-14
  4.040404040404040e-01,  1.133227247902293e-14
  4.242424242424243e-01,  1.084820659177244e-14
  4.444444444444444e-01,  2.128347647502013e-14
  4.646464646464646e-01,  2.231164598095174e-14
  4.848484848484849e-01,  2.384602784468934e-14
  5.050505050505051e-01,  2.450489156818312e-14
  5.252525252525253e-01,  2.524383125335695e-14
  5.454545454545454e-01,  2.613982316796297e-14
  5.656565656565656e-01,  2.700862981133881e-14
  5.858585858585859e-01,  2.791704008342812e-14
  6.060606060606061e-01,  2.873147473038535e-14
  6.262626262626263e-01,  2.787765888122063e-14
  6.464646464646465e-01,  3.009417288480394e-14
  6.666666666666666e-01,  3.140388791170246e-14
  6.868686868686869e-01,  3.260495765212343e-14
  7.070707070707071e-01,  3.365730148167350e-14
  7.272727272727273e-01,  3.471929727920339e-14
  7.474747474747475e-01,  3.414942521120249e-14
  7.676767676767676e-01,  3.674631112380145e-14
  7.878787878787878e-01,  3.823974488005615e-14
  8.080808080808081e-01,  3.920884212634832e-14
  8.282828282828283e-01,  4.074560202010182e-14
  8.484848484848485e-01,  4.225306837210561e-14
  8.686868686868687e-01,  4.388228973104411e-14
  8.888888888888888e-01,  4.530724374201902e-14
  9.090909090909091e-01,  4.707181639267082e-14
  9.292929292929293e-01,  4.920904213317635e-14
  9.494949494949495e-01,  5.095023946111918e-14
  9.696969696969697e-01,  5.274692473493567e-14
