---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.286516055823244e+00
  2.020202020202020e-02,  1.287491614266834e+00
  4.040404040404041e-02,  1.288476293436023e+00
  6.060606060606061e-02,  1.289470085539882e+00
  8.080808080808081e-02,  1.290472982802322e+00
  1.010101010101010e-01,  1.291484977431968e+00
  1.212121212121212e-01,  1.292506061623601e+00
  1.414141414141414e-01,  1.293536227559610e+00
  1.616161616161616e-01,  1.294575467411458e+00
  1.818181818181818e-01,  1.295623773341134e+00
  2.020202020202020e-01,  1.296681137502638e+00
  2.222222222222222e-01,  1.297747552043434e+00
  2.424242424242424e-01,  1.298823009105945e+00
  2.626262626262627e-01,  1.299907500829025e+00
  2.828282828282828e-01,  1.301001019349455e+00
  3.030303030303030e-01,  1.302103556803424e+00
  3.232323232323233e-01,  1.303215105328038e+00
  3.434343434343434e-01,  1.304335657062805e+00
  3.636363636363636e-01,  1.305465204151152e+00
  3.838383838383838e-01,  1.306603738741928e+00
  4.040404040404040e-01,  1.307751252990915e+00
  4.242424242424243e-01,  1.308907739062344e+00
  4.444444444444444e-01,  1.310073189130417e+00
  4.646464646464646e-01,  1.311247595380826e+00
  4.848484848484849e-01,  1.312430950012283e+00
  5.050505050505051e-01,  1.313623245238046e+00
  5.252525252525253e-01,  1.314824473287456e+00
  5.454545454545454e-01,  1.316034626407472e+00
  5.656565656565656e-01,  1.317253696864206e+00
  5.858585858585859e-01,  1.318481676944470e+00
  6.060606060606061e-01,  1.319718558957324e+00
  6.262626262626263e-01,  1.320964335235615e+00
  6.464646464646465e-01,  1.322218998137539e+00
  6.666666666666666e-01,  1.323482540048183e+00
  6.868686868686869e-01,  1.324754953381094e+00
  7.070707070707071e-01,  1.326036230579828e+00
  7.272727272727273e-01,  1.327326364119518e+00
  7.474747474747475e-01,  1.328625346508434e+00
  7.676767676767676e-01,  1.329933170289554e+00
  7.878787878787878e-01,  1.331249828042131e+00
  8.080808080808081e-01,  1.332575312383262e+00
  8.282828282828283e-01,  1.333909615969469e+00
  8.484848484848485e-01,  1.335252731498269e+00
  8.686868686868687e-01,  1.336604651709755e+00
  8.888888888888888e-01,  1.337965369388177e+00
  9.090909090909091e-01,  1.339334877363528e+00
  9.292929292929293e-01,  1.340713168513122e+00
  9.494949494949495e-01,  1.342100235763189e+00
  9.696969696969697e-01,  1.343496072090466e+00
  9.898989898989899e-01,  1.344900670523779e+00
  1.010101010101010e+00,  1.346314024145650e+00
  1.030303030303030e+00,  1.347736126093885e+00
  1.050505050505051e+00,  1.349166969563178e+00
  1.070707070707071e+00,  1.350606547806704e+00
  1.090909090909091e+00,  1.352054854137737e+00
  1.111111111111111e+00,  1.353511881931241e+00
  1.131313131313131e+00,  1.354977624625484e+00
  1.151515151515152e+00,  1.356452075723652e+00
  1.171717171717172e+00,  1.357935228795452e+00
  1.191919191919192e+00,  1.359427077478737e+00
  1.212121212121212e+00,  1.360927615481117e+00
  1.232323232323232e+00,  1.362436836581580e+00
  1.252525252525253e+00,  1.363954734632116e+00
  1.272727272727273e+00,  1.365481303559341e+00
  1.292929292929293e+00,  1.367016537366125e+00
  1.313131313131313e+00,  1.368560430133218e+00
  1.333333333333333e+00,  1.370112976020892e+00
  1.353535353535354e+00,  1.371674169270565e+00
  1.373737373737374e+00,  1.373244004206450e+00
  1.393939393939394e+00,  1.374822475237187e+00
  1.414141414141414e+00,  1.376409576857498e+00
  1.434343434343434e+00,  1.378005303649825e+00
  1.454545454545455e+00,  1.379609650285988e+00
  1.474747474747475e+00,  1.381222611528831e+00
  1.494949494949495e+00,  1.382844182233889e+00
  1.515151515151515e+00,  1.384474357351042e+00
  1.535353535353535e+00,  1.386113131926181e+00
  1.555555555555556e+00,  1.387760501102879e+00
  1.575757575757576e+00,  1.389416460124061e+00
  1.595959595959596e+00,  1.391081004333679e+00
  1.616161616161616e+00,  1.392754129178392e+00
  1.636363636363636e+00,  1.394435830209254e+00
  1.656565656565657e+00,  1.396126103083400e+00
  1.676767676767677e+00,  1.397824943565739e+00
  1.696969696969697e+00,  1.399532347530650e+00
  1.717171717171717e+00,  1.401248310963691e+00
  1.737373737373737e+00,  1.402972829963299e+00
  1.757575757575758e+00,  1.404705900742506e+00
  1.777777777777778e+00,  1.406447519630656e+00
  1.797979797979798e+00,  1.408197683075133e+00
  1.818181818181818e+00,  1.409956387643083e+00
  1.838383838383838e+00,  1.411723630023150e+00
  1.858585858585859e+00,  1.413499407027220e+00
  1.878787878787879e+00,  1.415283715592166e+00
  1.898989898989899e+00,  1.417076552781601e+00
  1.919191919191919e+00,  1.418877915787639e+00
  1.939393939393939e+00,  1.420687801932656e+00
  1.959595959595960e+00,  1.422506208671074e+00
  1.979797979797980e+00,  1.424333133591132e+00
  2.000000000000000e+00,  1.426168574416681e+00
