---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_1.UpdData = 2
Main.Study.Output_tricps_LH_1.FileName = "triceps_LH_1_data.txt"
Main.Study.Output_tricps_LH_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_1.Values = 
Main.Study.Output_tricps_LH_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm"}
Main.Study.Output_tricps_LH_1.Format = 0
Main.Study.Output_tricps_LH_1.SepSign = ","
Main.Study.Output_tricps_LH_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_1.LineSepSign = ""
Main.Study.Output_tricps_LH_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
  0.000000000000000e+00,  9.545902283057659e-13
  2.020202020202020e-02,  1.181742986796275e-12
  4.040404040404041e-02,  5.539391113761083e-12
  6.060606060606061e-02,  2.662400749403957e-12
  8.080808080808081e-02,  9.837010049623972e-12
  1.010101010101010e-01,  1.344007363039785e+00
  1.212121212121212e-01,  2.726635456299653e+00
  1.414141414141414e-01,  3.807098124589677e+00
  1.616161616161616e-01,  4.712004145604960e+00
  1.818181818181818e-01,  5.532459560563726e+00
  2.020202020202020e-01,  6.297057807102604e+00
  2.222222222222222e-01,  6.961859723950031e+00
  2.424242424242424e-01,  7.600312172707822e+00
  2.626262626262627e-01,  8.215915116914761e+00
  2.828282828282828e-01,  8.812016828224847e+00
  3.030303030303030e-01,  9.390081023570119e+00
  3.232323232323233e-01,  9.953103521293528e+00
  3.434343434343434e-01,  1.050207790195597e+01
  3.636363636363636e-01,  1.103814246747979e+01
  3.838383838383838e-01,  1.156211876589500e+01
  4.040404040404040e-01,  1.208551271468065e+01
  4.242424242424243e-01,  1.246387226281958e+01
  4.444444444444444e-01,  1.264802993422939e+01
  4.646464646464646e-01,  1.290069522090182e+01
  4.848484848484849e-01,  1.318710224051145e+01
  5.050505050505051e-01,  1.348381734193700e+01
  5.252525252525253e-01,  1.378207943400920e+01
  5.454545454545454e-01,  1.410706349575928e+01
  5.656565656565656e-01,  1.448883254487579e+01
  5.858585858585859e-01,  1.490008635164675e+01
  6.060606060606061e-01,  1.531239338238152e+01
  6.262626262626263e-01,  1.572476842644264e+01
  6.464646464646465e-01,  1.613569388917945e+01
  6.666666666666666e-01,  1.654397805745762e+01
  6.868686868686869e-01,  1.694448446554527e+01
  7.070707070707071e-01,  1.732594654556267e+01
  7.272727272727273e-01,  1.776306234963808e+01
  7.474747474747475e-01,  1.821194227562985e+01
  7.676767676767676e-01,  1.865900282774968e+01
  7.878787878787878e-01,  1.910387362859723e+01
  8.080808080808081e-01,  1.954596994210132e+01
