---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 2
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  1.173391974966187e+00
  2.020202020202020e-02,  1.642839889043740e+00
  4.040404040404041e-02,  2.105883275370859e+00
  6.060606060606061e-02,  2.562008692123467e+00
  8.080808080808081e-02,  3.016376550750505e+00
  1.010101010101010e-01,  3.291136773580430e+00
  1.212121212121212e-01,  3.558218491409322e+00
  1.414141414141414e-01,  3.861854676343563e+00
  1.616161616161616e-01,  4.143992931323096e+00
  1.818181818181818e-01,  4.432503514218840e+00
  2.020202020202020e-01,  4.735650268425165e+00
  2.222222222222222e-01,  5.068090243622622e+00
  2.424242424242424e-01,  5.405933550677555e+00
  2.626262626262627e-01,  5.747617172071432e+00
  2.828282828282828e-01,  6.092316445838708e+00
  3.030303030303030e-01,  6.439987513925677e+00
  3.232323232323233e-01,  6.788614290519135e+00
  3.434343434343434e-01,  7.138479030719005e+00
  3.636363636363636e-01,  7.489260661236019e+00
  3.838383838383838e-01,  7.840677440243002e+00
  4.040404040404040e-01,  8.190255636303355e+00
  4.242424242424243e-01,  8.493014055285339e+00
  4.444444444444444e-01,  8.732010724297236e+00
  4.646464646464646e-01,  9.000268851639946e+00
  4.848484848484849e-01,  9.279151187604725e+00
  5.050505050505051e-01,  9.567516549407596e+00
  5.252525252525253e-01,  9.863665996891852e+00
  5.454545454545454e-01,  1.015258395867705e+01
  5.656565656565656e-01,  1.042894774783205e+01
  5.858585858585859e-01,  1.069566809527596e+01
  6.060606060606061e-01,  1.096329287572448e+01
  6.262626262626263e-01,  1.123285649286459e+01
  6.464646464646465e-01,  1.150449641242347e+01
  6.666666666666666e-01,  1.178381708127417e+01
  6.868686868686869e-01,  1.208786143093604e+01
  7.070707070707071e-01,  1.239983950552806e+01
  7.272727272727273e-01,  1.269814018679958e+01
  7.474747474747475e-01,  1.299441542736527e+01
  7.676767676767676e-01,  1.329203237619314e+01
  7.878787878787878e-01,  1.359081579497081e+01
  8.080808080808081e-01,  1.389033782112396e+01
  8.282828282828283e-01,  1.419088925360562e+01
  8.484848484848485e-01,  1.449252681500504e+01
  8.686868686868687e-01,  1.479523200967778e+01
  8.888888888888888e-01,  1.509902160756023e+01
  9.090909090909091e-01,  1.540395490742864e+01
  9.292929292929293e-01,  1.569860773713641e+01
  9.494949494949495e-01,  1.597570658254484e+01
  9.696969696969697e-01,  1.625697994725499e+01
