---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_2.UpdData = 2
Main.Study.Output_tricps_LA_2.FileName = "triceps_LA_2_data.txt"
Main.Study.Output_tricps_LA_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_2.Values = 
Main.Study.Output_tricps_LA_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm"}
Main.Study.Output_tricps_LA_2.Format = 0
Main.Study.Output_tricps_LA_2.SepSign = ","
Main.Study.Output_tricps_LA_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_2.LineSepSign = ""
Main.Study.Output_tricps_LA_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
  0.000000000000000e+00,  1.173893423790524e+00
  2.020202020202020e-02,  1.643442507715603e+00
  4.040404040404041e-02,  2.106607326085365e+00
  6.060606060606061e-02,  2.562687866543343e+00
  8.080808080808081e-02,  3.016939203548410e+00
  1.010101010101010e-01,  3.291491902720154e+00
  1.212121212121212e-01,  3.558439196864625e+00
  1.414141414141414e-01,  3.861856251564408e+00
  1.616161616161616e-01,  4.143739419757593e+00
  1.818181818181818e-01,  4.431958812444723e+00
  2.020202020202020e-01,  4.734775487928845e+00
  2.222222222222222e-01,  5.066840099903894e+00
  2.424242424242424e-01,  5.404264625381451e+00
  2.626262626262627e-01,  5.745485563328475e+00
  2.828282828282828e-01,  6.089677844855777e+00
  3.030303030303030e-01,  6.435612325622844e+00
  3.232323232323233e-01,  6.783467222953028e+00
  3.434343434343434e-01,  7.132506043703601e+00
  3.636363636363636e-01,  7.482406637908087e+00
  3.838383838383838e-01,  7.832887460261297e+00
  4.040404040404040e-01,  8.181477469830172e+00
  4.242424242424243e-01,  8.483247833038913e+00
