---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_2.UpdData = 2
Main.Study.Output_tricps_LH_2.FileName = "triceps_LH_2_data.txt"
Main.Study.Output_tricps_LH_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_2.Values = 
Main.Study.Output_tricps_LH_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm"}
Main.Study.Output_tricps_LH_2.Format = 0
Main.Study.Output_tricps_LH_2.SepSign = ","
Main.Study.Output_tricps_LH_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_2.LineSepSign = ""
Main.Study.Output_tricps_LH_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
  0.000000000000000e+00,  1.202250381484484e-13
  2.020202020202020e-02,  1.220007251059799e-13
  4.040404040404041e-02,  4.275807184444620e-13
  6.060606060606061e-02,  1.269989399017940e-13
  8.080808080808081e-02,  1.445083869459677e-13
  1.010101010101010e-01,  1.152746816561086e-13
  1.212121212121212e-01,  1.354967476081060e-13
  1.414141414141414e-01,  9.202723634504673e-14
  1.616161616161616e-01,  9.740283530743734e-14
  1.818181818181818e-01,  1.017744899410951e-13
  2.020202020202020e-01,  1.590637789497428e-13
  2.222222222222222e-01,  1.488844289249570e-13
  2.424242424242424e-01,  1.506145549699037e-13
  2.626262626262627e-01,  1.610206228008278e-13
  2.828282828282828e-01,  2.276144018683336e-13
  3.030303030303030e-01,  2.585077965217153e-13
  3.232323232323233e-01,  2.433909584716761e-13
  3.434343434343434e-01,  3.092160783020624e-13
  3.636363636363636e-01,  5.008934729589798e-13
  3.838383838383838e-01,  7.115587846442251e-13
  4.040404040404040e-01,  1.542220032251620e-12
  4.242424242424243e-01,  5.561163620508337e-01
