---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_brachialis_1.UpdData = 2
Main.Study.Output_brachialis_1.FileName = "brachialis_1_data.txt"
Main.Study.Output_brachialis_1.NumberFormat.Digits = 15
Main.Study.Output_brachialis_1.NumberFormat.Width = 23
Main.Study.Output_brachialis_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_brachialis_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_brachialis_1.Values = 
Main.Study.Output_brachialis_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Brachialis_1.Fm"}
Main.Study.Output_brachialis_1.Format = 0
Main.Study.Output_brachialis_1.SepSign = ","
Main.Study.Output_brachialis_1.SepSpaceAutoOnOff = On
Main.Study.Output_brachialis_1.LineSepSign = ""
Main.Study.Output_brachialis_1.Header.TitleSectionOnOff = On
Main.Study.Output_brachialis_1.Header.ConstSectionOnOff = On
Main.Study.Output_brachialis_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_brachialis_1.Header.VarSectionOnOff = On
Main.Study.Output_brachialis_1.Header.ColumnNamesOnOff = On
Main.Study.Output_brachialis_1.Header.LinePrefix = ""
Main.Study.Output_brachialis_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_brachialis_1.Header.ColumnIDString = "col"
Main.Study.Output_brachialis_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_brachialis_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Brachialis_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Brachialis_1.Fm
  0.000000000000000e+00,  5.478217957310115e+01
  2.020202020202020e-02,  5.442142321723787e+01
  4.040404040404041e-02,  5.405759041288935e+01
  6.060606060606061e-02,  5.369163401125026e+01
  8.080808080808081e-02,  5.332325920815357e+01
  1.010101010101010e-01,  5.295288464989648e+01
  1.212121212121212e-01,  5.258144359309571e+01
  1.414141414141414e-01,  5.221165483359085e+01
  1.616161616161616e-01,  5.184272913702845e+01
  1.818181818181818e-01,  5.147523465563233e+01
  2.020202020202020e-01,  5.109908347599175e+01
  2.222222222222222e-01,  5.071005690771801e+01
  2.424242424242424e-01,  5.031957230437446e+01
  2.626262626262627e-01,  4.992715823384666e+01
  2.828282828282828e-01,  4.953434598030459e+01
  3.030303030303030e-01,  4.914046760496058e+01
  3.232323232323233e-01,  4.874572592690231e+01
  3.434343434343434e-01,  4.835037499416363e+01
  3.636363636363636e-01,  4.795470433348164e+01
  3.838383838383838e-01,  4.755957883210510e+01
  4.040404040404040e-01,  4.716688747792621e+01
  4.242424242424243e-01,  4.675461301834305e+01
  4.444444444444444e-01,  4.633940649006237e+01
  4.646464646464646e-01,  4.592561520957961e+01
  4.848484848484849e-01,  4.551229005981298e+01
  5.050505050505051e-01,  4.509895533234752e+01
  5.252525252525253e-01,  4.470135590772633e+01
  5.454545454545454e-01,  4.429813819292233e+01
  5.656565656565656e-01,  4.385056191547867e+01
  5.858585858585859e-01,  4.340455648274515e+01
  6.060606060606061e-01,  4.295947288490760e+01
  6.262626262626263e-01,  4.251883656519673e+01
  6.464646464646465e-01,  4.208252542166547e+01
  6.666666666666666e-01,  4.166687705833949e+01
  6.868686868686869e-01,  4.126321021382072e+01
  7.070707070707071e-01,  4.081841522317050e+01
  7.272727272727273e-01,  4.033762871286986e+01
  7.474747474747475e-01,  3.985533850555820e+01
  7.676767676767676e-01,  3.937968139635863e+01
  7.878787878787878e-01,  3.890167289918956e+01
  8.080808080808081e-01,  3.842226616172881e+01
  8.282828282828283e-01,  3.794093997054004e+01
  8.484848484848485e-01,  3.745907185032171e+01
  8.686868686868687e-01,  3.697716690849503e+01
  8.888888888888888e-01,  3.649572011530332e+01
  9.090909090909091e-01,  3.601523378760771e+01
  9.292929292929293e-01,  3.553491254209948e+01
  9.494949494949495e-01,  3.505541515577986e+01
  9.696969696969697e-01,  3.457768209774422e+01
  9.898989898989899e-01,  3.410506819378664e+01
  1.010101010101010e+00,  3.364616246774762e+01
  1.030303030303030e+00,  3.319428624183804e+01
  1.050505050505051e+00,  3.275126810405281e+01
  1.070707070707071e+00,  3.231378221495957e+01
  1.090909090909091e+00,  3.188034928976778e+01
  1.111111111111111e+00,  3.145376376578849e+01
  1.131313131313131e+00,  3.104260407864228e+01
  1.151515151515152e+00,  3.065267933074402e+01
  1.171717171717172e+00,  3.009841323943344e+01
  1.191919191919192e+00,  2.940404131050130e+01
  1.212121212121212e+00,  2.871051033674594e+01
  1.232323232323232e+00,  2.801877505310076e+01
  1.252525252525253e+00,  2.734958630970569e+01
  1.272727272727273e+00,  2.671970074421441e+01
  1.292929292929293e+00,  2.608241603623037e+01
  1.313131313131313e+00,  2.544715063702710e+01
  1.333333333333333e+00,  2.481557386491833e+01
  1.353535353535354e+00,  2.418665947393704e+01
  1.373737373737374e+00,  2.357167283411674e+01
  1.393939393939394e+00,  2.298073912406679e+01
  1.414141414141414e+00,  2.241155282038941e+01
  1.434343434343434e+00,  2.188744932285309e+01
  1.454545454545455e+00,  2.142245287258865e+01
  1.474747474747475e+00,  2.078368787783858e+01
  1.494949494949495e+00,  1.995688927133425e+01
  1.515151515151515e+00,  1.912321892138261e+01
  1.535353535353535e+00,  1.828326425038577e+01
  1.555555555555556e+00,  1.744350338187449e+01
  1.575757575757576e+00,  1.659815802683579e+01
  1.595959595959596e+00,  1.574624403292819e+01
  1.616161616161616e+00,  1.488659568311106e+01
  1.636363636363636e+00,  1.402930438958052e+01
  1.656565656565657e+00,  1.317591874453501e+01
  1.676767676767677e+00,  1.231485879946948e+01
  1.696969696969697e+00,  1.145089300884805e+01
  1.717171717171717e+00,  1.058468912917644e+01
  1.737373737373737e+00,  9.710812548530926e+00
  1.757575757575758e+00,  8.828638300484739e+00
  1.777777777777778e+00,  7.937136818159551e+00
  1.797979797979798e+00,  7.034376277974376e+00
  1.818181818181818e+00,  6.114951415165853e+00
  1.838383838383838e+00,  5.202715301843666e+00
  1.858585858585859e+00,  4.315278953676362e+00
  1.878787878787879e+00,  3.434339908460140e+00
  1.898989898989899e+00,  2.614523759853603e+00
  1.919191919191919e+00,  1.903499099796026e+00
  1.939393939393939e+00,  7.971359112963261e-01
  1.959595959595960e+00,  1.453496113448273e-10
  1.979797979797980e+00,  2.088838544413515e-11
  2.000000000000000e+00,  7.535377680183945e-12
