---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 2
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  1.089100697887120e-14
  2.020202020202020e-02,  1.112792520942981e-14
  4.040404040404041e-02,  1.150891434615830e-14
  6.060606060606061e-02,  1.153184971402762e-14
  8.080808080808081e-02,  1.183677995722478e-14
  1.010101010101010e-01,  1.870874211693909e-14
  1.212121212121212e-01,  2.887125069484425e-14
  1.414141414141414e-01,  1.474884436225705e-14
  1.616161616161616e-01,  1.010646043619323e-14
  1.818181818181818e-01,  9.099607284835172e-15
  2.020202020202020e-01,  1.312786939519376e-14
  2.222222222222222e-01,  7.632768135811387e-15
  2.424242424242424e-01,  1.012893518590638e-14
  2.626262626262627e-01,  5.865484045261111e-14
  2.828282828282828e-01,  9.469525142497748e-15
  3.030303030303030e-01,  2.713465613995698e-14
  3.232323232323233e-01,  1.911671012596589e-14
  3.434343434343434e-01,  1.135989514420172e-14
  3.636363636363636e-01,  1.136961372550328e-14
  3.838383838383838e-01,  1.308692761347637e-14
  4.040404040404040e-01,  1.354279089287045e-14
  4.242424242424243e-01,  2.322593033580635e-14
  4.444444444444444e-01,  2.385833308013097e-14
  4.646464646464646e-01,  1.250480372523739e-14
  4.848484848484849e-01,  1.544924697105203e-14
  5.050505050505051e-01,  1.093979535370158e-14
  5.252525252525253e-01,  1.262977801958459e-14
  5.454545454545454e-01,  1.086688778392304e-14
  5.656565656565656e-01,  6.580662569196612e-14
  5.858585858585859e-01,  1.769753191071702e-14
  6.060606060606061e-01,  1.727252466443740e-14
  6.262626262626263e-01,  6.604503411199306e-14
  6.464646464646465e-01,  1.798109515794502e-14
  6.666666666666666e-01,  1.877566253538102e-14
  6.868686868686869e-01,  1.936300941903314e-14
  7.070707070707071e-01,  1.992569874707195e-14
  7.272727272727273e-01,  6.311997516250870e-14
  7.474747474747475e-01,  2.085600969797290e-14
  7.676767676767676e-01,  2.130922760404025e-14
  7.878787878787878e-01,  2.122192006050135e-14
  8.080808080808081e-01,  2.249243095124380e-14
  8.282828282828283e-01,  2.318930739136451e-14
  8.484848484848485e-01,  2.371847012339221e-14
  8.686868686868687e-01,  2.367446816469131e-14
  8.888888888888888e-01,  2.481622403752664e-14
  9.090909090909091e-01,  2.548174613952796e-14
  9.292929292929293e-01,  2.617091508798226e-14
  9.494949494949495e-01,  2.691262279845174e-14
  9.696969696969697e-01,  2.758385905273426e-14
