---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  2.448406221789971e+01
  2.020202020202020e-02,  2.429647429837064e+01
  4.040404040404041e-02,  2.411138861113272e+01
  6.060606060606061e-02,  2.392264377852035e+01
  8.080808080808081e-02,  2.372242126557600e+01
  1.010101010101010e-01,  2.352312197518801e+01
  1.212121212121212e-01,  2.332514853044001e+01
  1.414141414141414e-01,  2.313181500916836e+01
  1.616161616161616e-01,  2.293809863510993e+01
  1.818181818181818e-01,  2.274563351799819e+01
  2.020202020202020e-01,  2.254959039296142e+01
  2.222222222222222e-01,  2.234933986763598e+01
  2.424242424242424e-01,  2.214235082021989e+01
  2.626262626262627e-01,  2.193043597595713e+01
  2.828282828282828e-01,  2.171926927010578e+01
  3.030303030303030e-01,  2.150307830460263e+01
  3.232323232323233e-01,  2.128588967403332e+01
  3.434343434343434e-01,  2.106803338802769e+01
  3.636363636363636e-01,  2.084985136759092e+01
  3.838383838383838e-01,  2.063206235496812e+01
  4.040404040404040e-01,  2.041632770047850e+01
  4.242424242424243e-01,  2.018961776847335e+01
  4.444444444444444e-01,  1.995813783827617e+01
  4.646464646464646e-01,  1.972607468024315e+01
  4.848484848484849e-01,  1.949371799682505e+01
  5.050505050505051e-01,  1.928138281446007e+01
