---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_1.UpdData = 2
Main.Study.Output_tricps_LH_1.FileName = "triceps_LH_1_data.txt"
Main.Study.Output_tricps_LH_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_1.Values = 
Main.Study.Output_tricps_LH_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm"}
Main.Study.Output_tricps_LH_1.Format = 0
Main.Study.Output_tricps_LH_1.SepSign = ","
Main.Study.Output_tricps_LH_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_1.LineSepSign = ""
Main.Study.Output_tricps_LH_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
  0.000000000000000e+00,  1.080103890251082e-13
  2.020202020202020e-02,  9.776091901242496e-14
  4.040404040404041e-02,  8.571663289118715e-14
  6.060606060606061e-02,  7.490579861204358e-14
  8.080808080808081e-02,  7.327425827828794e-14
  1.010101010101010e-01,  9.943229398187961e-14
  1.212121212121212e-01,  7.784142414664911e-14
  1.414141414141414e-01,  1.000345745431695e-13
  1.616161616161616e-01,  8.637502206095414e-14
  1.818181818181818e-01,  1.049544489128141e-13
  2.020202020202020e-01,  7.495252792526175e-14
  2.222222222222222e-01,  5.712194841861953e-14
  2.424242424242424e-01,  5.230776469462834e-14
  2.626262626262627e-01,  5.053432278029671e-14
  2.828282828282828e-01,  4.787204572024431e-14
  3.030303030303030e-01,  4.372300935029727e-14
  3.232323232323233e-01,  4.033874539338608e-14
  3.434343434343434e-01,  5.927944061757117e-14
  3.636363636363636e-01,  3.352007610153357e-14
  3.838383838383838e-01,  3.748767547064844e-14
  4.040404040404040e-01,  2.794077963219815e-14
  4.242424242424243e-01,  3.415273057145659e-14
  4.444444444444444e-01,  2.226965965370509e-14
  4.646464646464646e-01,  2.366907680236010e-14
  4.848484848484849e-01,  3.318679367186130e-14
  5.050505050505051e-01,  2.545415897943114e-14
  5.252525252525253e-01,  3.185403634902145e-14
  5.454545454545454e-01,  3.057236300529589e-14
  5.656565656565656e-01,  3.034123775912453e-14
  5.858585858585859e-01,  2.469094545806739e-14
  6.060606060606061e-01,  2.808173014090053e-14
  6.262626262626263e-01,  2.677777015570438e-14
  6.464646464646465e-01,  2.280669624192883e-14
  6.666666666666666e-01,  5.320997120014144e-14
  6.868686868686869e-01,  7.386835944102511e-14
  7.070707070707071e-01,  2.499220243420371e-14
  7.272727272727273e-01,  2.484995107587697e-14
  7.474747474747475e-01,  3.307257732502299e-14
  7.676767676767676e-01,  2.210520180710610e-14
  7.878787878787878e-01,  4.363448176414609e-14
  8.080808080808081e-01,  2.223019610129495e-14
