---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 2
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  1.674459791483161e-13
  2.020202020202020e-02,  1.471242802667505e-13
  4.040404040404041e-02,  1.257789540597294e-13
  6.060606060606061e-02,  1.075090939509557e-13
  8.080808080808081e-02,  1.032170272142022e-13
  1.010101010101010e-01,  1.376415756555012e-13
  1.212121212121212e-01,  1.060791031367360e-13
  1.414141414141414e-01,  1.344385383165133e-13
  1.616161616161616e-01,  1.146399367612364e-13
  1.818181818181818e-01,  1.377346184118445e-13
  2.020202020202020e-01,  9.727293881163774e-14
  2.222222222222222e-01,  7.338653250897409e-14
  2.424242424242424e-01,  6.632812855716957e-14
  2.626262626262627e-01,  6.306653234145571e-14
  2.828282828282828e-01,  5.924296400400734e-14
  3.030303030303030e-01,  5.373197300922589e-14
  3.232323232323233e-01,  4.919092827916732e-14
  3.434343434343434e-01,  7.171408003275450e-14
  3.636363636363636e-01,  4.023432598000210e-14
  3.838383838383838e-01,  4.466176922650692e-14
  4.040404040404040e-01,  3.308510093514289e-14
  4.242424242424243e-01,  4.018683621766273e-14
  4.444444444444444e-01,  2.604586494113746e-14
  4.646464646464646e-01,  2.752353456466658e-14
  4.848484848484849e-01,  3.838264342021772e-14
  5.050505050505051e-01,  2.928963154986708e-14
  5.252525252525253e-01,  3.649732176882522e-14
  5.454545454545454e-01,  3.488077092673124e-14
  5.656565656565656e-01,  3.446758351849459e-14
  5.858585858585859e-01,  2.793321043645838e-14
  6.060606060606061e-01,  3.166241550818401e-14
  6.262626262626263e-01,  3.014623896991453e-14
  6.464646464646465e-01,  2.563665586592822e-14
  6.666666666666666e-01,  5.970725274901041e-14
  6.868686868686869e-01,  8.274166768122884e-14
  7.070707070707071e-01,  2.794290527691190e-14
  7.272727272727273e-01,  2.773120058047481e-14
  7.474747474747475e-01,  3.682954617044097e-14
  7.676767676767676e-01,  2.457196273604894e-14
  7.878787878787878e-01,  4.843586628412925e-14
  8.080808080808081e-01,  2.464238342145447e-14
  8.282828282828283e-01,  2.391859806664622e-14
  8.484848484848485e-01,  5.763450860793494e-14
  8.686868686868687e-01,  2.281855874286749e-14
  8.888888888888888e-01,  2.193476781702328e-14
  9.090909090909091e-01,  2.110747115283088e-14
  9.292929292929293e-01,  2.059498784831846e-14
  9.494949494949495e-01,  6.106881949001909e-14
  9.696969696969697e-01,  1.993168438577397e-14
