---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_ME_1.UpdData = 2
Main.Study.Output_tricps_ME_1.FileName = "triceps_ME_1_data.txt"
Main.Study.Output_tricps_ME_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_ME_1.NumberFormat.Width = 23
Main.Study.Output_tricps_ME_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_ME_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_ME_1.Values = 
Main.Study.Output_tricps_ME_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm"}
Main.Study.Output_tricps_ME_1.Format = 0
Main.Study.Output_tricps_ME_1.SepSign = ","
Main.Study.Output_tricps_ME_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_ME_1.LineSepSign = ""
Main.Study.Output_tricps_ME_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_ME_1.Header.LinePrefix = ""
Main.Study.Output_tricps_ME_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_ME_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_ME_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm
  0.000000000000000e+00,  1.682564836744829e-13
  2.020202020202020e-02,  1.478185820020930e-13
  4.040404040404041e-02,  1.263574128136933e-13
  6.060606060606061e-02,  1.079906044608152e-13
  8.080808080808081e-02,  1.036670258158538e-13
  1.010101010101010e-01,  1.382426608554844e-13
  1.212121212121212e-01,  1.065464981206443e-13
  1.414141414141414e-01,  1.350361298220685e-13
  1.616161616161616e-01,  1.151539226236334e-13
  1.818181818181818e-01,  1.383574182595641e-13
  2.020202020202020e-01,  9.771648196074435e-14
  2.222222222222222e-01,  7.372393329572587e-14
  2.424242424242424e-01,  6.663556891074073e-14
  2.626262626262627e-01,  6.336120740048375e-14
  2.828282828282828e-01,  5.952196847452760e-14
  3.030303030303030e-01,  5.398700858466749e-14
  3.232323232323233e-01,  4.942620418815976e-14
  3.434343434343434e-01,  7.205967955222027e-14
  3.636363636363636e-01,  4.042966703712757e-14
  3.838383838383838e-01,  4.488019918999537e-14
  4.040404040404040e-01,  3.324808346120384e-14
  4.242424242424243e-01,  4.038621378312091e-14
  4.444444444444444e-01,  2.617599254749481e-14
  4.646464646464646e-01,  2.766199490562081e-14
  4.848484848484849e-01,  3.857704095189620e-14
  5.050505050505051e-01,  2.943897193013789e-14
  5.252525252525253e-01,  3.668463810248180e-14
  5.454545454545454e-01,  3.506095329739276e-14
  5.656565656565656e-01,  3.464676931666491e-14
  5.858585858585859e-01,  2.807933630815479e-14
  6.060606060606061e-01,  3.182907649912553e-14
  6.262626262626263e-01,  3.030588428577446e-14
  6.464646464646465e-01,  2.577323162669729e-14
  6.666666666666666e-01,  6.002720691920807e-14
  6.868686868686869e-01,  8.318762135890604e-14
  7.070707070707071e-01,  2.809436613194583e-14
  7.272727272727273e-01,  2.788235431603093e-14
  7.474747474747475e-01,  3.703139509365103e-14
  7.676767676767676e-01,  2.470735964181759e-14
  7.878787878787878e-01,  4.870417453430193e-14
  8.080808080808081e-01,  2.477960020727093e-14
  8.282828282828283e-01,  2.405246630853164e-14
  8.484848484848485e-01,  5.795869989879400e-14
  8.686868686868687e-01,  2.294754539383107e-14
  8.888888888888888e-01,  2.205935905842724e-14
  9.090909090909091e-01,  2.122793297504036e-14
  9.292929292929293e-01,  2.071307279076204e-14
  9.494949494949495e-01,  6.142056842855904e-14
  9.696969696969697e-01,  2.004700329128177e-14
  9.898989898989899e-01,  1.989793469515402e-14
  1.010101010101010e+00,  1.939800511335492e-14
  1.030303030303030e+00,  1.881412341100511e-14
  1.050505050505051e+00,  1.815125122398868e-14
  1.070707070707071e+00,  1.723472084452534e-14
  1.090909090909091e+00,  1.572120725402956e-14
  1.111111111111111e+00,  1.533276790242720e-14
  1.131313131313131e+00,  1.541385960241673e-14
  1.151515151515152e+00,  1.467207988785657e-14
  1.171717171717172e+00,  1.438855878342715e-14
  1.191919191919192e+00,  1.568485688128263e-14
  1.212121212121212e+00,  5.070964635608320e-14
  1.232323232323232e+00,  1.506206571340829e-14
  1.252525252525253e+00,  1.494135699695941e-14
  1.272727272727273e+00,  1.493831535720708e-14
  1.292929292929293e+00,  1.391991565999385e-14
  1.313131313131313e+00,  1.252896901596471e-14
  1.333333333333333e+00,  9.101905530159897e-15
  1.353535353535354e+00,  1.037569161790720e-14
  1.373737373737374e+00,  9.038535473031983e-15
  1.393939393939394e+00,  1.797212348261150e-14
  1.414141414141414e+00,  1.920550628685287e-14
  1.434343434343434e+00,  2.781629718205817e-14
  1.454545454545455e+00,  1.241800258035761e-14
  1.474747474747475e+00,  9.177878540449899e-15
  1.494949494949495e+00,  8.024233108107403e-15
  1.515151515151515e+00,  8.555529659533668e-15
  1.535353535353535e+00,  1.027358994161494e-14
  1.555555555555556e+00,  2.280898801114774e-14
  1.575757575757576e+00,  9.535292479253061e-15
  1.595959595959596e+00,  5.716410611286807e-14
  1.616161616161616e+00,  9.568035268787859e-15
  1.636363636363636e+00,  9.370422732593185e-15
  1.656565656565657e+00,  1.047437803132185e-14
  1.676767676767677e+00,  9.673038567556111e-15
  1.696969696969697e+00,  6.241030892948035e-14
  1.717171717171717e+00,  9.081041236841424e-15
  1.737373737373737e+00,  1.171099314194626e-13
  1.757575757575758e+00,  1.013599907242692e-14
  1.777777777777778e+00,  1.022536990335532e-14
  1.797979797979798e+00,  2.924714333784899e-14
  1.818181818181818e+00,  9.683773878758735e-15
  1.838383838383838e+00,  5.819209651678182e-14
  1.858585858585859e+00,  7.543253506363446e-15
  1.878787878787879e+00,  6.890970520343218e-15
  1.898989898989899e+00,  1.923120288971051e-14
  1.919191919191919e+00,  7.817431358899446e-15
  1.939393939393939e+00,  6.026932813601917e-15
  1.959595959595960e+00,  4.298659490436577e-14
  1.979797979797980e+00,  9.097358158702847e-15
  2.000000000000000e+00,  9.717002711058036e-15
