---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.286516055823244e+00
  2.020202020202020e-02,  1.285549625751921e+00
  4.040404040404041e-02,  1.284592331868778e+00
  6.060606060606061e-02,  1.283644181843007e+00
  8.080808080808081e-02,  1.282705183352733e+00
  1.010101010101010e-01,  1.281775344052228e+00
  1.212121212121212e-01,  1.280854671570504e+00
  1.414141414141414e-01,  1.279943173509918e+00
  1.616161616161616e-01,  1.279040857444772e+00
  1.818181818181818e-01,  1.278147730919934e+00
  2.020202020202020e-01,  1.277263801449457e+00
  2.222222222222222e-01,  1.276389076515207e+00
  2.424242424242424e-01,  1.275523563565503e+00
  2.626262626262627e-01,  1.274667270013755e+00
  2.828282828282828e-01,  1.273820203237117e+00
  3.030303030303030e-01,  1.272982370575149e+00
  3.232323232323233e-01,  1.272153779328483e+00
  3.434343434343434e-01,  1.271334436757493e+00
  3.636363636363636e-01,  1.270524350080990e+00
  3.838383838383838e-01,  1.269723526474899e+00
  4.040404040404040e-01,  1.268931973070974e+00
  4.242424242424243e-01,  1.268149696955499e+00
  4.444444444444444e-01,  1.267376705168009e+00
  4.646464646464646e-01,  1.266613004700020e+00
  4.848484848484849e-01,  1.265858602493760e+00
  5.050505050505051e-01,  1.265113505440927e+00
  5.252525252525253e-01,  1.264377720381431e+00
  5.454545454545454e-01,  1.263651254102174e+00
  5.656565656565656e-01,  1.262934113335816e+00
  5.858585858585859e-01,  1.262226304759568e+00
  6.060606060606061e-01,  1.261527834993986e+00
  6.262626262626263e-01,  1.260838710601783e+00
  6.464646464646465e-01,  1.260158938086637e+00
  6.666666666666666e-01,  1.259488523892036e+00
  6.868686868686869e-01,  1.258827474400102e+00
  7.070707070707071e-01,  1.258175795930457e+00
  7.272727272727273e-01,  1.257533494739077e+00
  7.474747474747475e-01,  1.256900577017169e+00
  7.676767676767676e-01,  1.256277048890059e+00
  7.878787878787878e-01,  1.255662916416090e+00
  8.080808080808081e-01,  1.255058185585535e+00
  8.282828282828283e-01,  1.254462862319514e+00
  8.484848484848485e-01,  1.253876952468936e+00
  8.686868686868687e-01,  1.253300461813444e+00
  8.888888888888888e-01,  1.252733396060379e+00
  9.090909090909091e-01,  1.252175760843752e+00
  9.292929292929293e-01,  1.251627561723228e+00
  9.494949494949495e-01,  1.251088804183134e+00
  9.696969696969697e-01,  1.250559493631470e+00
  9.898989898989899e-01,  1.250039635398934e+00
  1.010101010101010e+00,  1.249529234737967e+00
  1.030303030303030e+00,  1.249028296821813e+00
  1.050505050505051e+00,  1.248536826743578e+00
  1.070707070707071e+00,  1.248054829515324e+00
  1.090909090909091e+00,  1.247582310067162e+00
  1.111111111111111e+00,  1.247119273246371e+00
  1.131313131313131e+00,  1.246665723816521e+00
  1.151515151515152e+00,  1.246221666456621e+00
  1.171717171717172e+00,  1.245787105760272e+00
  1.191919191919192e+00,  1.245362046234845e+00
  1.212121212121212e+00,  1.244946492300669e+00
  1.232323232323232e+00,  1.244540448290235e+00
  1.252525252525253e+00,  1.244143918447416e+00
  1.272727272727273e+00,  1.243756906926703e+00
  1.292929292929293e+00,  1.243379417792461e+00
  1.313131313131313e+00,  1.243011455018191e+00
  1.333333333333333e+00,  1.242653022485818e+00
  1.353535353535354e+00,  1.242304123984994e+00
  1.373737373737374e+00,  1.241964763212410e+00
  1.393939393939394e+00,  1.241634943771136e+00
  1.414141414141414e+00,  1.241314669169968e+00
  1.434343434343434e+00,  1.241003942822794e+00
  1.454545454545455e+00,  1.240702768047985e+00
  1.474747474747475e+00,  1.240411148067792e+00
  1.494949494949495e+00,  1.240129086007767e+00
  1.515151515151515e+00,  1.239856584896198e+00
  1.535353535353535e+00,  1.239593647663563e+00
  1.555555555555556e+00,  1.239340277142007e+00
  1.575757575757576e+00,  1.239096476064818e+00
  1.595959595959596e+00,  1.238862247065953e+00
  1.616161616161616e+00,  1.238637592679543e+00
  1.636363636363636e+00,  1.238422515339449e+00
  1.656565656565657e+00,  1.238217017378818e+00
  1.676767676767677e+00,  1.238021101029664e+00
  1.696969696969697e+00,  1.237834768422461e+00
  1.717171717171717e+00,  1.237658021585762e+00
  1.737373737373737e+00,  1.237490862445832e+00
  1.757575757575758e+00,  1.237333292826299e+00
  1.777777777777778e+00,  1.237185314447828e+00
  1.797979797979798e+00,  1.237046928927804e+00
  1.818181818181818e+00,  1.236918137780047e+00
  1.838383838383838e+00,  1.236798942414532e+00
  1.858585858585859e+00,  1.236689344137139e+00
  1.878787878787879e+00,  1.236589344149416e+00
  1.898989898989899e+00,  1.236498943548361e+00
  1.919191919191919e+00,  1.236418143326222e+00
  1.939393939393939e+00,  1.236346944370324e+00
  1.959595959595960e+00,  1.236285347462900e+00
  1.979797979797980e+00,  1.236233353280956e+00
  2.000000000000000e+00,  1.236190962396147e+00
