---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 3
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  2.333144036336199e+01
  2.020202020202020e-02,  2.315673966579989e+01
  4.040404040404041e-02,  2.298701548543962e+01
  6.060606060606061e-02,  2.281662959612240e+01
  8.080808080808081e-02,  2.263991632612549e+01
  1.010101010101010e-01,  2.245786453514036e+01
  1.212121212121212e-01,  2.227620638387293e+01
  1.414141414141414e-01,  2.209450319697171e+01
  1.616161616161616e-01,  2.190939364566779e+01
  1.818181818181818e-01,  2.172775902056604e+01
  2.020202020202020e-01,  2.154504816682362e+01
  2.222222222222222e-01,  2.136670993570517e+01
  2.424242424242424e-01,  2.118374421009113e+01
  2.626262626262627e-01,  2.099932731821711e+01
  2.828282828282828e-01,  2.081426322292075e+01
  3.030303030303030e-01,  2.062864132113075e+01
  3.232323232323233e-01,  2.044247316404643e+01
  3.434343434343434e-01,  2.025529481545821e+01
  3.636363636363636e-01,  2.006517218908443e+01
  3.838383838383838e-01,  1.985397531561500e+01
  4.040404040404040e-01,  1.964640596587349e+01
  4.242424242424243e-01,  1.944156353944102e+01
  4.444444444444444e-01,  1.924078504847903e+01
  4.646464646464646e-01,  1.904060520991260e+01
  4.848484848484849e-01,  1.883945082377351e+01
  5.050505050505051e-01,  1.863925437807798e+01
  5.252525252525253e-01,  1.843853052663765e+01
  5.454545454545454e-01,  1.823663738954606e+01
  5.656565656565656e-01,  1.802482096202452e+01
  5.858585858585859e-01,  1.780596816105959e+01
  6.060606060606061e-01,  1.758820926710531e+01
  6.262626262626263e-01,  1.737133274894229e+01
  6.464646464646465e-01,  1.715486555603639e+01
  6.666666666666666e-01,  1.693995214051420e+01
  6.868686868686869e-01,  1.672373812812266e+01
  7.070707070707071e-01,  1.649939792418295e+01
  7.272727272727273e-01,  1.627419631887905e+01
  7.474747474747475e-01,  1.604822206914780e+01
  7.676767676767676e-01,  1.582185472764045e+01
  7.878787878787878e-01,  1.559513735925240e+01
  8.080808080808081e-01,  1.536810811855915e+01
  8.282828282828283e-01,  1.514120948507699e+01
  8.484848484848485e-01,  1.491418125142788e+01
  8.686868686868687e-01,  1.468681973598225e+01
  8.888888888888888e-01,  1.445921599010335e+01
  9.090909090909091e-01,  1.423143550234865e+01
  9.292929292929293e-01,  1.400353717649987e+01
  9.494949494949495e-01,  1.377653693500340e+01
  9.696969696969697e-01,  1.354006787545499e+01
