---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 3
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
  5.252525252525253e-01,  1.143963297809877e+01
  5.454545454545454e-01,  1.142504581000347e+01
  5.656565656565656e-01,  1.139863371761315e+01
  5.858585858585859e-01,  1.135781848988099e+01
  6.060606060606061e-01,  1.132135478972901e+01
  6.262626262626263e-01,  1.128998196453170e+01
  6.464646464646465e-01,  1.126405933647479e+01
  6.666666666666666e-01,  1.124283441405716e+01
  6.868686868686869e-01,  1.122078795860217e+01
  7.070707070707071e-01,  1.117371185578090e+01
  7.272727272727273e-01,  1.112795400708008e+01
  7.474747474747475e-01,  1.108366356588035e+01
  7.676767676767676e-01,  1.104062357376515e+01
  7.878787878787878e-01,  1.099880812236651e+01
  8.080808080808081e-01,  1.095819307319496e+01
  8.282828282828283e-01,  1.091857113572349e+01
  8.484848484848485e-01,  1.088000278937462e+01
  8.686868686868687e-01,  1.084258631281332e+01
  8.888888888888888e-01,  1.080629094929038e+01
  9.090909090909091e-01,  1.077109301059167e+01
  9.292929292929293e-01,  1.073696934439166e+01
  9.494949494949495e-01,  1.069835984988645e+01
  9.696969696969697e-01,  1.064871033622882e+01
  9.898989898989899e-01,  1.059632089078409e+01
  1.010101010101010e+00,  1.054806839785263e+01
  1.030303030303030e+00,  1.050255302069605e+01
  1.050505050505051e+00,  1.045913531148204e+01
  1.070707070707071e+00,  1.041744444372852e+01
  1.090909090909091e+00,  1.037401400446737e+01
  1.111111111111111e+00,  1.033501319800871e+01
  1.131313131313131e+00,  1.029660346201443e+01
  1.151515151515152e+00,  1.025845596498365e+01
  1.171717171717172e+00,  1.022025804064185e+01
  1.191919191919192e+00,  1.018408640225507e+01
  1.212121212121212e+00,  1.015731708065735e+01
  1.232323232323232e+00,  1.018620822700274e+01
  1.252525252525253e+00,  1.020491957495104e+01
  1.272727272727273e+00,  1.021229560967241e+01
  1.292929292929293e+00,  1.021558439038916e+01
  1.313131313131313e+00,  1.021006826614409e+01
  1.333333333333333e+00,  1.018793348908209e+01
  1.353535353535354e+00,  1.022320639996439e+01
  1.373737373737374e+00,  1.028275112158210e+01
  1.393939393939394e+00,  1.033728083701389e+01
  1.414141414141414e+00,  1.040535574594719e+01
  1.434343434343434e+00,  1.047167200668157e+01
  1.454545454545455e+00,  1.053638583224278e+01
  1.474747474747475e+00,  1.060045098640235e+01
  1.494949494949495e+00,  1.066248052967723e+01
  1.515151515151515e+00,  1.072319321690617e+01
  1.535353535353535e+00,  1.078203274767945e+01
  1.555555555555556e+00,  1.083883295908787e+01
  1.575757575757576e+00,  1.089341580134544e+01
  1.595959595959596e+00,  1.094637564190142e+01
  1.616161616161616e+00,  1.099721840759651e+01
  1.636363636363636e+00,  1.104586074489128e+01
  1.656565656565657e+00,  1.109222083397741e+01
  1.676767676767677e+00,  1.113628051382240e+01
  1.696969696969697e+00,  1.117752644001382e+01
  1.717171717171717e+00,  1.121581739793468e+01
  1.737373737373737e+00,  1.125060026663177e+01
  1.757575757575758e+00,  1.128039378569371e+01
  1.777777777777778e+00,  1.133016894965682e+01
  1.797979797979798e+00,  1.137870580218123e+01
  1.818181818181818e+00,  1.142281745161379e+01
  1.838383838383838e+00,  1.146227888399837e+01
  1.858585858585859e+00,  1.149578654819412e+01
  1.878787878787879e+00,  1.152641028190869e+01
  1.898989898989899e+00,  1.155267711244981e+01
  1.919191919191919e+00,  1.157750407323276e+01
  1.939393939393939e+00,  1.160261408164528e+01
  1.959595959595960e+00,  1.163768717029418e+01
  1.979797979797980e+00,  1.166730963977915e+01
  2.000000000000000e+00,  1.167634602608771e+01
