---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_2.UpdData = 3
Main.Study.Output_tricps_LA_2.FileName = "triceps_LA_2_data.txt"
Main.Study.Output_tricps_LA_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_2.Values = 
Main.Study.Output_tricps_LA_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm"}
Main.Study.Output_tricps_LA_2.Format = 0
Main.Study.Output_tricps_LA_2.SepSign = ","
Main.Study.Output_tricps_LA_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_2.LineSepSign = ""
Main.Study.Output_tricps_LA_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
  0.000000000000000e+00,  2.329347111209739e+01
  2.020202020202020e-02,  2.312279050851478e+01
  4.040404040404041e-02,  2.295013823307922e+01
  6.060606060606061e-02,  2.277682602960019e+01
  8.080808080808081e-02,  2.259723579636605e+01
  1.010101010101010e-01,  2.241235942480792e+01
  1.212121212121212e-01,  2.222791769678953e+01
  1.414141414141414e-01,  2.204347336771751e+01
  1.616161616161616e-01,  2.185634614538850e+01
  1.818181818181818e-01,  2.167196254587037e+01
  2.020202020202020e-01,  2.148654304670416e+01
  2.222222222222222e-01,  2.130552233545040e+01
  2.424242424242424e-01,  2.111992578273901e+01
  2.626262626262627e-01,  2.093276923702808e+01
  2.828282828282828e-01,  2.074527910281101e+01
  3.030303030303030e-01,  2.055728330589425e+01
  3.232323232323233e-01,  2.036880096029379e+01
  3.434343434343434e-01,  2.018105441872248e+01
  3.636363636363636e-01,  1.999091961229667e+01
  3.838383838383838e-01,  1.977981409050813e+01
  4.040404040404040e-01,  1.957235178820473e+01
  4.242424242424243e-01,  1.936763606710731e+01
