---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 2
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  5.954581584612332e+00
  2.020202020202020e-02,  5.612506810868511e+00
  4.040404040404041e-02,  5.269370110886691e+00
  6.060606060606061e-02,  4.924295871762065e+00
  8.080808080808081e-02,  4.577651415812428e+00
  1.010101010101010e-01,  4.230554657607123e+00
  1.212121212121212e-01,  3.885283631849107e+00
  1.414141414141414e-01,  3.544584438196689e+00
  1.616161616161616e-01,  3.165536234035031e+00
  1.818181818181818e-01,  2.771208188395652e+00
  2.020202020202020e-01,  2.365795816977641e+00
  2.222222222222222e-01,  1.950287302025745e+00
  2.424242424242424e-01,  1.525480497447178e+00
  2.626262626262627e-01,  1.101869722672943e+00
  2.828282828282828e-01,  6.681470755155023e-01
  3.030303030303030e-01,  2.184402948217407e-01
  3.232323232323233e-01,  4.858240502609465e-11
  3.434343434343434e-01,  7.640664941886979e-12
  3.636363636363636e-01,  2.899809149227099e-12
  3.838383838383838e-01,  4.488086634665623e-12
  4.040404040404040e-01,  1.155603979520773e-12
  4.242424242424243e-01,  1.202587433315149e-12
  4.444444444444444e-01,  9.536230265707338e-13
  4.646464646464646e-01,  7.303195133283498e-13
  4.848484848484849e-01,  6.553428976984656e-13
  5.050505050505051e-01,  6.435889863681824e-13
  5.252525252525253e-01,  3.501999816233983e-13
  5.454545454545454e-01,  4.454244792171507e-13
  5.656565656565656e-01,  3.652076060365247e-13
  5.858585858585859e-01,  2.069134952641045e-13
  6.060606060606061e-01,  1.790944358715725e-13
  6.262626262626263e-01,  1.955137212287935e-13
  6.464646464646465e-01,  8.779359470273707e-13
  6.666666666666666e-01,  1.891845455157362e-13
  6.868686868686869e-01,  1.920260087784343e-13
  7.070707070707071e-01,  1.549590200007285e-13
  7.272727272727273e-01,  9.485913291048190e-14
  7.474747474747475e-01,  9.167511025138001e-14
  7.676767676767676e-01,  1.121277075459325e-13
  7.878787878787878e-01,  1.227166774923627e-13
  8.080808080808081e-01,  1.257651768764147e-13
  8.282828282828283e-01,  1.243615767207316e-13
  8.484848484848485e-01,  6.820542586005763e-14
  8.686868686868687e-01,  1.323998733687721e-13
  8.888888888888888e-01,  7.256695278196522e-14
  9.090909090909091e-01,  1.619219705593491e-13
  9.292929292929293e-01,  6.892194806218184e-14
  9.494949494949495e-01,  6.461664146050908e-14
  9.696969696969697e-01,  6.038808669380877e-14
