---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
  5.252525252525253e-01,  1.170760364320918e+01
  5.454545454545454e-01,  1.181472690368644e+01
  5.656565656565656e-01,  1.192693095841419e+01
  5.858585858585859e-01,  1.203160520028690e+01
  6.060606060606061e-01,  1.212399542263004e+01
  6.262626262626263e-01,  1.220601538105424e+01
  6.464646464646465e-01,  1.239760756135842e+01
  6.666666666666666e-01,  1.259495038869098e+01
  6.868686868686869e-01,  1.279770115491965e+01
  7.070707070707071e-01,  1.300557322972345e+01
  7.272727272727273e-01,  1.321825717450084e+01
  7.474747474747475e-01,  1.344031524077318e+01
  7.676767676767676e-01,  1.366571626834087e+01
  7.878787878787878e-01,  1.388695476569335e+01
  8.080808080808081e-01,  1.410608791776217e+01
  8.282828282828283e-01,  1.433174292480592e+01
  8.484848484848485e-01,  1.456254102090499e+01
  8.686868686868687e-01,  1.479742314600846e+01
  8.888888888888888e-01,  1.503260022418468e+01
  9.090909090909091e-01,  1.525601446096258e+01
  9.292929292929293e-01,  1.548503019723524e+01
  9.494949494949495e-01,  1.571850907310513e+01
  9.696969696969697e-01,  1.595579735356632e+01
  9.898989898989899e-01,  1.619646309794192e+01
  1.010101010101010e+00,  1.644047828752287e+01
  1.030303030303030e+00,  1.668541829815085e+01
  1.050505050505051e+00,  1.693226730054325e+01
  1.070707070707071e+00,  1.718063546972395e+01
  1.090909090909091e+00,  1.742991864829178e+01
  1.111111111111111e+00,  1.767942009658089e+01
  1.131313131313131e+00,  1.793103334675421e+01
  1.151515151515152e+00,  1.818505461184370e+01
  1.171717171717172e+00,  1.844119789554706e+01
  1.191919191919192e+00,  1.869289647139139e+01
  1.212121212121212e+00,  1.894306023073720e+01
  1.232323232323232e+00,  1.919529284014166e+01
  1.252525252525253e+00,  1.944640771887192e+01
  1.272727272727273e+00,  1.969949885903509e+01
  1.292929292929293e+00,  1.995391839384769e+01
  1.313131313131313e+00,  2.020997606731029e+01
  1.333333333333333e+00,  2.046742641734132e+01
  1.353535353535354e+00,  2.072617735988340e+01
  1.373737373737374e+00,  2.098611785012537e+01
  1.393939393939394e+00,  2.124716498963805e+01
  1.414141414141414e+00,  2.150923692387969e+01
  1.434343434343434e+00,  2.177224548665374e+01
  1.454545454545455e+00,  2.203615625648553e+01
  1.474747474747475e+00,  2.230088025784110e+01
  1.494949494949495e+00,  2.256633459520990e+01
  1.515151515151515e+00,  2.278777467480463e+01
  1.535353535353535e+00,  2.295668415013043e+01
  1.555555555555556e+00,  2.313606073320930e+01
  1.575757575757576e+00,  2.332291285082665e+01
  1.595959595959596e+00,  2.351434242198522e+01
  1.616161616161616e+00,  2.369950668752777e+01
  1.636363636363636e+00,  2.387314188085239e+01
  1.656565656565657e+00,  2.404962906945716e+01
  1.676767676767677e+00,  2.423318132422079e+01
  1.696969696969697e+00,  2.441503188339363e+01
  1.717171717171717e+00,  2.458828285179440e+01
  1.737373737373737e+00,  2.476295434945201e+01
  1.757575757575758e+00,  2.493892217492751e+01
  1.777777777777778e+00,  2.511609843207910e+01
  1.797979797979798e+00,  2.529432175431987e+01
  1.818181818181818e+00,  2.547337442285598e+01
  1.838383838383838e+00,  2.565326802634082e+01
  1.858585858585859e+00,  2.583390056711076e+01
  1.878787878787879e+00,  2.601516385645969e+01
  1.898989898989899e+00,  2.619694187093399e+01
  1.919191919191919e+00,  2.638107922492434e+01
  1.939393939393939e+00,  2.656696432601915e+01
  1.959595959595960e+00,  2.675346488917592e+01
  1.979797979797980e+00,  2.694692913705801e+01
  2.000000000000000e+00,  2.714071737310025e+01
