---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_2.UpdData = 2
Main.Study.Output_tricps_LH_2.FileName = "triceps_LH_2_data.txt"
Main.Study.Output_tricps_LH_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_2.Values = 
Main.Study.Output_tricps_LH_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm"}
Main.Study.Output_tricps_LH_2.Format = 0
Main.Study.Output_tricps_LH_2.SepSign = ","
Main.Study.Output_tricps_LH_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_2.LineSepSign = ""
Main.Study.Output_tricps_LH_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
  0.000000000000000e+00,  1.847723885899400e-13
  2.020202020202020e-02,  2.349294266589635e-13
  4.040404040404041e-02,  2.332653973043465e-13
  6.060606060606061e-02,  4.624584812555869e-13
  8.080808080808081e-02,  6.578271495535582e-13
  1.010101010101010e-01,  2.073814111070906e-13
  1.212121212121212e-01,  1.858251363509225e-13
  1.414141414141414e-01,  1.868993584081893e-13
  1.616161616161616e-01,  4.074607549840030e-13
  1.818181818181818e-01,  3.328875176037846e-13
  2.020202020202020e-01,  1.870119308109052e-13
  2.222222222222222e-01,  2.083580910645172e-13
  2.424242424242424e-01,  1.144536721492544e-13
  2.626262626262627e-01,  1.138064026569863e-13
  2.828282828282828e-01,  1.466271175488172e-13
  3.030303030303030e-01,  1.530718908436244e-13
  3.232323232323233e-01,  1.428362448996486e-13
  3.434343434343434e-01,  1.751387428119693e-13
  3.636363636363636e-01,  1.522476746268204e-13
  3.838383838383838e-01,  3.382802002246601e-13
  4.040404040404040e-01,  1.189697135366122e-13
  4.242424242424243e-01,  1.614540662736387e-13
