---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  1.371052910177462e-14
  2.020202020202020e-02,  1.826501732503094e-14
  4.040404040404041e-02,  1.891050778223206e-14
  6.060606060606061e-02,  3.891712677677569e-14
  8.080808080808081e-02,  5.722920592216541e-14
  1.010101010101010e-01,  1.858274151646773e-14
  1.212121212121212e-01,  1.710026470596224e-14
  1.414141414141414e-01,  1.759723942439952e-14
  1.616161616161616e-01,  3.921003761280707e-14
  1.818181818181818e-01,  3.262566048207255e-14
  2.020202020202020e-01,  1.861754330812009e-14
  2.222222222222222e-01,  2.101278982590350e-14
  2.424242424242424e-01,  1.165948594268676e-14
  2.626262626262627e-01,  1.169900350846922e-14
  2.828282828282828e-01,  1.516121710606122e-14
  3.030303030303030e-01,  1.587887738747152e-14
  3.232323232323233e-01,  1.484655604179832e-14
  3.434343434343434e-01,  1.844491861921800e-14
  3.636363636363636e-01,  1.635764816860102e-14
  3.838383838383838e-01,  3.704850016171117e-14
  4.040404040404040e-01,  1.332212925421732e-14
  4.242424242424243e-01,  1.854066449585667e-14
  4.444444444444444e-01,  1.907029589388783e-14
  4.646464646464646e-01,  1.840577214808061e-14
  4.848484848484849e-01,  2.035252180390338e-14
  5.050505050505051e-01,  2.424842907385109e-14
