---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_1.UpdData = 2
Main.Study.Output_tricps_LH_1.FileName = "triceps_LH_1_data.txt"
Main.Study.Output_tricps_LH_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_1.Values = 
Main.Study.Output_tricps_LH_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm"}
Main.Study.Output_tricps_LH_1.Format = 0
Main.Study.Output_tricps_LH_1.SepSign = ","
Main.Study.Output_tricps_LH_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_1.LineSepSign = ""
Main.Study.Output_tricps_LH_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
  0.000000000000000e+00,  9.011672671054935e+00
  2.020202020202020e-02,  8.787489534463250e+00
  4.040404040404041e-02,  8.569160477988158e+00
  6.060606060606061e-02,  8.358282766782024e+00
  8.080808080808081e-02,  8.155878797819716e+00
  1.010101010101010e-01,  7.962681593108541e+00
  1.212121212121212e-01,  7.777091739197571e+00
  1.414141414141414e-01,  7.604606603996750e+00
  1.616161616161616e-01,  7.437681769422573e+00
  1.818181818181818e-01,  7.290176496542693e+00
  2.020202020202020e-01,  7.156453363137368e+00
  2.222222222222222e-01,  7.039001629075702e+00
  2.424242424242424e-01,  6.940399513057801e+00
  2.626262626262627e-01,  6.851784554590981e+00
  2.828282828282828e-01,  6.792423546420986e+00
  3.030303030303030e-01,  6.753906678538361e+00
  3.232323232323233e-01,  6.725127764725522e+00
  3.434343434343434e-01,  6.602605893819248e+00
  3.636363636363636e-01,  6.422395792273250e+00
  3.838383838383838e-01,  6.272222056645497e+00
  4.040404040404040e-01,  6.087693402046372e+00
  4.242424242424243e-01,  5.865134596905376e+00
  4.444444444444444e-01,  5.594444067055034e+00
  4.646464646464646e-01,  5.281676888859718e+00
  4.848484848484849e-01,  4.926190066275262e+00
  5.050505050505051e-01,  4.488854115779255e+00
  5.252525252525253e-01,  3.985259954911335e+00
  5.454545454545454e-01,  3.422020971780016e+00
  5.656565656565656e-01,  2.788626514253948e+00
  5.858585858585859e-01,  2.029143627219874e+00
  6.060606060606061e-01,  1.093025475594367e+00
  6.262626262626263e-01,  1.459345470757500e-11
  6.464646464646465e-01,  7.509375110969452e-12
  6.666666666666666e-01,  9.310321204717475e-13
  6.868686868686869e-01,  6.971960451704381e-13
  7.070707070707071e-01,  4.604185788722642e-13
  7.272727272727273e-01,  2.439879381219394e-13
  7.474747474747475e-01,  2.107602692220869e-13
  7.676767676767676e-01,  2.361662394384869e-13
  7.878787878787878e-01,  2.415790259562480e-13
  8.080808080808081e-01,  2.345436563668300e-13
