---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.286516055823244e+00
  2.020202020202020e-02,  1.282947559364217e+00
  4.040404040404041e-02,  1.279384323818657e+00
  6.060606060606061e-02,  1.275826322502494e+00
  8.080808080808081e-02,  1.272273529046753e+00
  1.010101010101010e-01,  1.268725917378206e+00
  1.212121212121212e-01,  1.265183461716647e+00
  1.414141414141414e-01,  1.261646136572232e+00
  1.616161616161616e-01,  1.258113916742866e+00
  1.818181818181818e-01,  1.254586777311650e+00
  2.020202020202020e-01,  1.251064693644383e+00
  2.222222222222222e-01,  1.247547641387113e+00
  2.424242424242424e-01,  1.244035596463748e+00
  2.626262626262627e-01,  1.240528535073708e+00
  2.828282828282828e-01,  1.237026433689637e+00
  3.030303030303030e-01,  1.233529269055162e+00
  3.232323232323233e-01,  1.230037018182704e+00
  3.434343434343434e-01,  1.226549658351332e+00
  3.636363636363636e-01,  1.223067167104673e+00
  3.838383838383838e-01,  1.219589522248867e+00
  4.040404040404040e-01,  1.216116701850566e+00
  4.242424242424243e-01,  1.212648684234985e+00
  4.444444444444444e-01,  1.209185447983993e+00
  4.646464646464646e-01,  1.205726971934258e+00
  4.848484848484849e-01,  1.202273235175427e+00
  5.050505050505051e-01,  1.198824217048359e+00
  5.252525252525253e-01,  1.195379897143398e+00
  5.454545454545454e-01,  1.191940255298686e+00
  5.656565656565656e-01,  1.188505271598528e+00
  5.858585858585859e-01,  1.185074926371796e+00
  6.060606060606061e-01,  1.181649200190362e+00
  6.262626262626263e-01,  1.178228073867605e+00
  6.464646464646465e-01,  1.174811528456919e+00
  6.666666666666666e-01,  1.171399545250294e+00
  6.868686868686869e-01,  1.167992105776919e+00
  7.070707070707071e-01,  1.164589191801839e+00
  7.272727272727273e-01,  1.161190785324637e+00
  7.474747474747475e-01,  1.157796868578168e+00
  7.676767676767676e-01,  1.154407424027330e+00
  7.878787878787878e-01,  1.151022434367859e+00
  8.080808080808081e-01,  1.147641882525196e+00
  8.282828282828283e-01,  1.144265751653351e+00
  8.484848484848485e-01,  1.140894025133838e+00
  8.686868686868687e-01,  1.137526686574634e+00
  8.888888888888888e-01,  1.134163719809172e+00
  9.090909090909091e-01,  1.130805108895385e+00
  9.292929292929293e-01,  1.127450838114770e+00
  9.494949494949495e-01,  1.124100891971507e+00
  9.696969696969697e-01,  1.120755255191598e+00
  9.898989898989899e-01,  1.117413912722054e+00
  1.010101010101010e+00,  1.114076849730117e+00
  1.030303030303030e+00,  1.110744051602514e+00
  1.050505050505051e+00,  1.107415503944748e+00
  1.070707070707071e+00,  1.104091192580430e+00
  1.090909090909091e+00,  1.100771103550642e+00
  1.111111111111111e+00,  1.097455223113339e+00
  1.131313131313131e+00,  1.094143537742782e+00
  1.151515151515152e+00,  1.090836034129011e+00
  1.171717171717172e+00,  1.087532699177358e+00
  1.191919191919192e+00,  1.084233520007982e+00
  1.212121212121212e+00,  1.080938483955455e+00
  1.232323232323232e+00,  1.077647578568369e+00
  1.252525252525253e+00,  1.074360791608994e+00
  1.272727272727273e+00,  1.071078111052955e+00
  1.292929292929293e+00,  1.067799525088960e+00
  1.313131313131313e+00,  1.064525022118552e+00
  1.333333333333333e+00,  1.061254590755899e+00
  1.353535353535354e+00,  1.057988219827629e+00
  1.373737373737374e+00,  1.054725898372684e+00
  1.393939393939394e+00,  1.051467615642222e+00
  1.414141414141414e+00,  1.048213361099554e+00
  1.434343434343434e+00,  1.044963124420110e+00
  1.454545454545455e+00,  1.041716895491446e+00
  1.474747474747475e+00,  1.038474664413287e+00
  1.494949494949495e+00,  1.035236421497605e+00
  1.515151515151515e+00,  1.032002157268732e+00
  1.535353535353535e+00,  1.028771862463513e+00
  1.555555555555556e+00,  1.025545528031490e+00
  1.575757575757576e+00,  1.022323145135126e+00
  1.595959595959596e+00,  1.019104705150073e+00
  1.616161616161616e+00,  1.015890199665459e+00
  1.636363636363636e+00,  1.012679620484230e+00
  1.656565656565657e+00,  1.009472959623522e+00
  1.676767676767677e+00,  1.006270209315072e+00
  1.696969696969697e+00,  1.003071362005659e+00
  1.717171717171717e+00,  9.998764103576018e-01
  1.737373737373737e+00,  9.966853472492750e-01
  1.757575757575758e+00,  9.934981657756751e-01
  1.777777777777778e+00,  9.903148592490247e-01
  1.797979797979798e+00,  9.871354211994133e-01
  1.818181818181818e+00,  9.839598453754775e-01
  1.838383838383838e+00,  9.807881257451253e-01
  1.858585858585859e+00,  9.776202564962936e-01
  1.878787878787879e+00,  9.744562320377512e-01
  1.898989898989899e+00,  9.712960469999472e-01
  1.919191919191919e+00,  9.681396962358899e-01
  1.939393939393939e+00,  9.649871748220729e-01
  1.959595959595960e+00,  9.618384780594497e-01
  1.979797979797980e+00,  9.586936014744375e-01
  2.000000000000000e+00,  9.555525408199731e-01
