---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_longum.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
  0.000000000000000e+00,  1.042846718914993e+01
  2.020202020202020e-02,  1.044467788121786e+01
  4.040404040404041e-02,  1.045962786804523e+01
  6.060606060606061e-02,  1.047315155452317e+01
  8.080808080808081e-02,  1.049970671990804e+01
  1.010101010101010e-01,  1.054079504948309e+01
  1.212121212121212e-01,  1.058267303665518e+01
  1.414141414141414e-01,  1.062496782301292e+01
  1.616161616161616e-01,  1.066763614158955e+01
  1.818181818181818e-01,  1.071102162591036e+01
  2.020202020202020e-01,  1.075445985687323e+01
  2.222222222222222e-01,  1.079810414872694e+01
  2.424242424242424e-01,  1.083305729060100e+01
  2.626262626262627e-01,  1.086608215939795e+01
  2.828282828282828e-01,  1.090112047683891e+01
  3.030303030303030e-01,  1.093657786097157e+01
  3.232323232323233e-01,  1.096576906755785e+01
  3.434343434343434e-01,  1.099686747343879e+01
  3.636363636363636e-01,  1.103274055783249e+01
  3.838383838383838e-01,  1.106002733974409e+01
  4.040404040404040e-01,  1.108520562326791e+01
  4.242424242424243e-01,  1.110891426829504e+01
  4.444444444444444e-01,  1.113619022911126e+01
  4.646464646464646e-01,  1.115798970447024e+01
  4.848484848484849e-01,  1.115319987240081e+01
  5.050505050505051e-01,  1.114510275982780e+01
