---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.286516055823244e+00
  2.020202020202020e-02,  1.288358799079039e+00
  4.040404040404041e-02,  1.290209869459953e+00
  6.060606060606061e-02,  1.292069258398795e+00
  8.080808080808081e-02,  1.293936957478927e+00
  1.010101010101010e-01,  1.295812958414481e+00
  1.212121212121212e-01,  1.297697253051974e+00
  1.414141414141414e-01,  1.299589833371928e+00
  1.616161616161616e-01,  1.301490691490490e+00
  1.818181818181818e-01,  1.303399819661047e+00
  2.020202020202020e-01,  1.305317210275843e+00
  2.222222222222222e-01,  1.307242855867593e+00
  2.424242424242424e-01,  1.309176749111094e+00
  2.626262626262627e-01,  1.311118882824843e+00
  2.828282828282828e-01,  1.313069249972645e+00
  3.030303030303030e-01,  1.315027843665229e+00
  3.232323232323233e-01,  1.316994657161863e+00
  3.434343434343434e-01,  1.318969683871960e+00
  3.636363636363636e-01,  1.320952917356704e+00
  3.838383838383838e-01,  1.322944351330652e+00
  4.040404040404040e-01,  1.324943979663360e+00
  4.242424242424243e-01,  1.326951796380999e+00
  4.444444444444444e-01,  1.328967795667971e+00
  4.646464646464646e-01,  1.330991971868535e+00
  4.848484848484849e-01,  1.333024319488429e+00
  5.050505050505051e-01,  1.335064833196496e+00
  5.252525252525253e-01,  1.337113507826313e+00
  5.454545454545454e-01,  1.339170338377828e+00
  5.656565656565656e-01,  1.341235320018986e+00
  5.858585858585859e-01,  1.343308448087381e+00
  6.060606060606061e-01,  1.345389718091893e+00
  6.262626262626263e-01,  1.347479125714334e+00
  6.464646464646465e-01,  1.349576666811104e+00
  6.666666666666666e-01,  1.351682337414850e+00
  6.868686868686869e-01,  1.353796133736126e+00
  7.070707070707071e-01,  1.355918052165065e+00
  7.272727272727273e-01,  1.358048089273048e+00
  7.474747474747475e-01,  1.360186241814393e+00
  7.676767676767676e-01,  1.362332506728033e+00
  7.878787878787878e-01,  1.364486881139223e+00
  8.080808080808081e-01,  1.366649362361231e+00
  8.282828282828283e-01,  1.368819947897052e+00
  8.484848484848485e-01,  1.370998635441129e+00
  8.686868686868687e-01,  1.373185422881075e+00
  8.888888888888888e-01,  1.375380308299412e+00
  9.090909090909091e-01,  1.377583289975313e+00
  9.292929292929293e-01,  1.379794366386356e+00
  9.494949494949495e-01,  1.382013536210295e+00
  9.696969696969697e-01,  1.384240798326827e+00
  9.898989898989899e-01,  1.386476151819381e+00
  1.010101010101010e+00,  1.388719595976916e+00
  1.030303030303030e+00,  1.390971130295730e+00
  1.050505050505051e+00,  1.393230754481281e+00
  1.070707070707071e+00,  1.395498468450020e+00
  1.090909090909091e+00,  1.397774272331237e+00
  1.111111111111111e+00,  1.400058166468928e+00
  1.131313131313131e+00,  1.402350151423660e+00
  1.151515151515152e+00,  1.404650227974465e+00
  1.171717171717172e+00,  1.406958397120747e+00
  1.191919191919192e+00,  1.409274660084194e+00
  1.212121212121212e+00,  1.411599018310720e+00
  1.232323232323232e+00,  1.413931473472416e+00
  1.252525252525253e+00,  1.416272027469511e+00
  1.272727272727273e+00,  1.418620682432371e+00
  1.292929292929293e+00,  1.420977440723489e+00
  1.313131313131313e+00,  1.423342304939524e+00
  1.333333333333333e+00,  1.425715277913328e+00
  1.353535353535354e+00,  1.428096362716015e+00
  1.373737373737374e+00,  1.430485562659044e+00
  1.393939393939394e+00,  1.432882881296316e+00
  1.414141414141414e+00,  1.435288322426301e+00
  1.434343434343434e+00,  1.437701890094187e+00
  1.454545454545455e+00,  1.440123588594043e+00
  1.474747474747475e+00,  1.442553422471012e+00
  1.494949494949495e+00,  1.444991396523530e+00
  1.515151515151515e+00,  1.447437515805564e+00
  1.535353535353535e+00,  1.449891785628872e+00
  1.555555555555556e+00,  1.452354211565302e+00
  1.575757575757576e+00,  1.454824799449106e+00
  1.595959595959596e+00,  1.457303555379283e+00
  1.616161616161616e+00,  1.459790485721952e+00
  1.636363636363636e+00,  1.462285597112752e+00
  1.656565656565657e+00,  1.464788896459277e+00
  1.676767676767677e+00,  1.467300390943528e+00
  1.696969696969697e+00,  1.469820088024409e+00
  1.717171717171717e+00,  1.472347995440250e+00
  1.737373737373737e+00,  1.474884121211359e+00
  1.757575757575758e+00,  1.477428473642608e+00
  1.777777777777778e+00,  1.479981061326064e+00
  1.797979797979798e+00,  1.482541893143632e+00
  1.818181818181818e+00,  1.485110978269755e+00
  1.838383838383838e+00,  1.487688326174142e+00
  1.858585858585859e+00,  1.490273946624535e+00
  1.878787878787879e+00,  1.492867849689507e+00
  1.898989898989899e+00,  1.495470045741309e+00
  1.919191919191919e+00,  1.498080545458756e+00
  1.939393939393939e+00,  1.500699359830142e+00
  1.959595959595960e+00,  1.503326500156219e+00
  1.979797979797980e+00,  1.505961978053194e+00
  2.000000000000000e+00,  1.508605805455788e+00
