---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 2
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  1.212053875420722e+01
  2.020202020202020e-02,  1.225580973510197e+01
  4.040404040404041e-02,  1.239554325862512e+01
  6.060606060606061e-02,  1.253878554456318e+01
  8.080808080808081e-02,  1.267722278050828e+01
  1.010101010101010e-01,  1.281220848875368e+01
  1.212121212121212e-01,  1.295131476746679e+01
  1.414141414141414e-01,  1.309319142332231e+01
  1.616161616161616e-01,  1.323778498331989e+01
  1.818181818181818e-01,  1.338725173655411e+01
  2.020202020202020e-01,  1.353739445394674e+01
  2.222222222222222e-01,  1.368980213708403e+01
  2.424242424242424e-01,  1.382719256708239e+01
  2.626262626262627e-01,  1.396282469132873e+01
  2.828282828282828e-01,  1.410525507406472e+01
  3.030303030303030e-01,  1.425086275357058e+01
  3.232323232323233e-01,  1.438665185428207e+01
  3.434343434343434e-01,  1.453912971618134e+01
  3.636363636363636e-01,  1.469681644606717e+01
  3.838383838383838e-01,  1.486988803472509e+01
  4.040404040404040e-01,  1.504253545137667e+01
  4.242424242424243e-01,  1.521443372586743e+01
  4.444444444444444e-01,  1.539356874235327e+01
  4.646464646464646e-01,  1.556159391323968e+01
  4.848484848484849e-01,  1.568471414784691e+01
  5.050505050505051e-01,  1.580525065048904e+01
  5.252525252525253e-01,  1.591793087290172e+01
  5.454545454545454e-01,  1.603367237446814e+01
  5.656565656565656e-01,  1.614697167241769e+01
  5.858585858585859e-01,  1.627517252460078e+01
  6.060606060606061e-01,  1.641955680961763e+01
  6.262626262626263e-01,  1.655838962040717e+01
  6.464646464646465e-01,  1.669957031909560e+01
  6.666666666666666e-01,  1.684200061285082e+01
  6.868686868686869e-01,  1.698711333912726e+01
  7.070707070707071e-01,  1.713005055991083e+01
  7.272727272727273e-01,  1.727926972698484e+01
  7.474747474747475e-01,  1.742410204992847e+01
  7.676767676767676e-01,  1.757341013100399e+01
  7.878787878787878e-01,  1.772559956700337e+01
  8.080808080808081e-01,  1.786794899211308e+01
  8.282828282828283e-01,  1.801475292908479e+01
  8.484848484848485e-01,  1.816543326133762e+01
  8.686868686868687e-01,  1.832196726838991e+01
  8.888888888888888e-01,  1.848243048382234e+01
  9.090909090909091e-01,  1.865026922963681e+01
  9.292929292929293e-01,  1.882953157168635e+01
  9.494949494949495e-01,  1.900377788295360e+01
  9.696969696969697e-01,  1.915913165380658e+01
