---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_2.UpdData = 2
Main.Study.Output_tricps_LH_2.FileName = "triceps_LH_2_data.txt"
Main.Study.Output_tricps_LH_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_2.Values = 
Main.Study.Output_tricps_LH_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm"}
Main.Study.Output_tricps_LH_2.Format = 0
Main.Study.Output_tricps_LH_2.SepSign = ","
Main.Study.Output_tricps_LH_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_2.LineSepSign = ""
Main.Study.Output_tricps_LH_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
  0.000000000000000e+00,  6.567045585958686e+00
  2.020202020202020e-02,  6.728312035652650e+00
  4.040404040404041e-02,  6.899116116202390e+00
  6.060606060606061e-02,  7.079928704838470e+00
  8.080808080808081e-02,  7.251061763288415e+00
  1.010101010101010e-01,  7.420750452195433e+00
  1.212121212121212e-01,  7.604443568938639e+00
  1.414141414141414e-01,  7.795526483253289e+00
  1.616161616161616e-01,  7.993944343176921e+00
  1.818181818181818e-01,  8.198171189753392e+00
  2.020202020202020e-01,  8.409130371201917e+00
  2.222222222222222e-01,  8.624092973222835e+00
  2.424242424242424e-01,  8.898475104680001e+00
  2.626262626262627e-01,  9.211396730832897e+00
  2.828282828282828e-01,  9.522991715451974e+00
  3.030303030303030e-01,  9.799962944716523e+00
  3.232323232323233e-01,  1.006868336376527e+01
  3.434343434343434e-01,  1.037334853243536e+01
  3.636363636363636e-01,  1.067819763415306e+01
  3.838383838383838e-01,  1.102675675902145e+01
  4.040404040404040e-01,  1.136364034441204e+01
  4.242424242424243e-01,  1.169124939101882e+01
