---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 3
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_longum.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
  0.000000000000000e+00,  1.109223142686652e+01
  2.020202020202020e-02,  1.105345073167179e+01
  4.040404040404041e-02,  1.101143413251298e+01
  6.060606060606061e-02,  1.096648912910400e+01
  8.080808080808081e-02,  1.091885381204552e+01
  1.010101010101010e-01,  1.086876187241487e+01
  1.212121212121212e-01,  1.081620282718386e+01
  1.414141414141414e-01,  1.076132420333895e+01
  1.616161616161616e-01,  1.070414046234804e+01
  1.818181818181818e-01,  1.064484547919297e+01
  2.020202020202020e-01,  1.058345092299425e+01
  2.222222222222222e-01,  1.052002505950183e+01
  2.424242424242424e-01,  1.045488059814955e+01
  2.626262626262627e-01,  1.038788570243716e+01
  2.828282828282828e-01,  1.032033952972259e+01
  3.030303030303030e-01,  1.025124269973814e+01
  3.232323232323233e-01,  1.018054461238772e+01
  3.434343434343434e-01,  1.012124283238761e+01
  3.636363636363636e-01,  1.006024263185824e+01
  3.838383838383838e-01,  1.006075102565849e+01
  4.040404040404040e-01,  1.007958448934316e+01
  4.242424242424243e-01,  1.007709169436809e+01
  4.444444444444444e-01,  1.006200416559757e+01
  4.646464646464646e-01,  1.003979412499801e+01
  4.848484848484849e-01,  1.001231107995447e+01
  5.050505050505051e-01,  1.002850472253358e+01
