---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 3
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  4.335334930943643e+00
  2.020202020202020e-02,  4.613388750615243e+00
  4.040404040404041e-02,  4.894684369061361e+00
  6.060606060606061e-02,  5.178119006202503e+00
  8.080808080808081e-02,  5.462944996156122e+00
  1.010101010101010e-01,  5.749395153788447e+00
  1.212121212121212e-01,  6.035921812499283e+00
  1.414141414141414e-01,  6.322769193898784e+00
  1.616161616161616e-01,  6.610039195850142e+00
  1.818181818181818e-01,  6.897052177160553e+00
  2.020202020202020e-01,  7.183947768958015e+00
  2.222222222222222e-01,  7.470638479709232e+00
  2.424242424242424e-01,  7.756949841973921e+00
  2.626262626262627e-01,  8.042945172146533e+00
  2.828282828282828e-01,  8.327921440061273e+00
  3.030303030303030e-01,  8.611790030270393e+00
  3.232323232323233e-01,  8.895375375923186e+00
  3.434343434343434e-01,  9.183370039851994e+00
  3.636363636363636e-01,  9.473864371535463e+00
  3.838383838383838e-01,  9.699297455957279e+00
  4.040404040404040e-01,  9.908623006661132e+00
  4.242424242424243e-01,  1.012005574009060e+01
  4.444444444444444e-01,  1.033968174285738e+01
  4.646464646464646e-01,  1.055845882083401e+01
  4.848484848484849e-01,  1.078129160616979e+01
  5.050505050505051e-01,  1.100477721545649e+01
  5.252525252525253e-01,  1.122639883067359e+01
  5.454545454545454e-01,  1.144911003765375e+01
  5.656565656565656e-01,  1.167321133977152e+01
  5.858585858585859e-01,  1.189838994308300e+01
  6.060606060606061e-01,  1.212551567008127e+01
  6.262626262626263e-01,  1.235911314913933e+01
  6.464646464646465e-01,  1.260441508109911e+01
  6.666666666666666e-01,  1.285231191925799e+01
  6.868686868686869e-01,  1.309813689462837e+01
  7.070707070707071e-01,  1.333347207036073e+01
  7.272727272727273e-01,  1.356886608631961e+01
  7.474747474747475e-01,  1.380422253243696e+01
  7.676767676767676e-01,  1.403942427071668e+01
  7.878787878787878e-01,  1.427441947975371e+01
  8.080808080808081e-01,  1.450718558181842e+01
  8.282828282828283e-01,  1.474224229186670e+01
  8.484848484848485e-01,  1.497690133999361e+01
  8.686868686868687e-01,  1.521175247568819e+01
  8.888888888888888e-01,  1.544637855849515e+01
  9.090909090909091e-01,  1.568082175220509e+01
  9.292929292929293e-01,  1.591564982380340e+01
  9.494949494949495e-01,  1.615034046163531e+01
  9.696969696969697e-01,  1.638488973948064e+01
