---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_2.UpdData = 3
Main.Study.Output_tricps_LH_2.FileName = "triceps_LH_2_data.txt"
Main.Study.Output_tricps_LH_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_2.Values = 
Main.Study.Output_tricps_LH_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm"}
Main.Study.Output_tricps_LH_2.Format = 0
Main.Study.Output_tricps_LH_2.SepSign = ","
Main.Study.Output_tricps_LH_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_2.LineSepSign = ""
Main.Study.Output_tricps_LH_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
  0.000000000000000e+00,  1.210054683872311e-13
  2.020202020202020e-02,  2.135779225084714e-13
  4.040404040404041e-02,  2.145319205172230e-13
  6.060606060606061e-02,  1.924979710050514e-13
  8.080808080808081e-02,  1.845257357640622e-13
  1.010101010101010e-01,  1.536755052820078e-13
  1.212121212121212e-01,  2.087992702980228e-13
  1.414141414141414e-01,  2.190426593952303e-13
  1.616161616161616e-01,  2.171867432606818e-13
  1.818181818181818e-01,  2.262022763870692e-13
  2.020202020202020e-01,  2.601029433110734e-13
  2.222222222222222e-01,  3.134942177495029e-13
  2.424242424242424e-01,  1.697215244847013e-12
  2.626262626262627e-01,  2.959100142287915e-13
  2.828282828282828e-01,  3.785336298578720e-13
  3.030303030303030e-01,  4.487030456972581e-13
  3.232323232323233e-01,  6.372739897554660e-13
  3.434343434343434e-01,  1.050511384249557e-12
  3.636363636363636e-01,  4.104180460831631e-12
  3.838383838383838e-01,  7.384036990342450e-01
  4.040404040404040e-01,  1.669201579612478e+00
  4.242424242424243e-01,  2.481530248078591e+00
