---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 3
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  1.450596212930817e-14
  2.020202020202020e-02,  2.454813116351504e-14
  4.040404040404041e-02,  2.354646790754755e-14
  6.060606060606061e-02,  2.008787485949218e-14
  8.080808080808081e-02,  1.822050853728966e-14
  1.010101010101010e-01,  1.428284546518171e-14
  1.212121212121212e-01,  1.815575243024426e-14
  1.414141414141414e-01,  1.769652331224472e-14
  1.616161616161616e-01,  1.617145609103274e-14
  1.818181818181818e-01,  1.537617004795133e-14
  2.020202020202020e-01,  1.595574112732610e-14
  2.222222222222222e-01,  1.710811678534652e-14
  2.424242424242424e-01,  8.085596069594669e-14
  2.626262626262627e-01,  1.200839408267941e-14
  2.828282828282828e-01,  1.260904809928307e-14
  3.030303030303030e-01,  1.165154611001485e-14
  3.232323232323233e-01,  1.181493788810785e-14
  3.434343434343434e-01,  1.127499561534572e-14
  3.636363636363636e-01,  1.189323436495595e-14
  3.838383838383838e-01,  1.437226371689102e-14
  4.040404040404040e-01,  1.648006540135397e-14
  4.242424242424243e-01,  1.640806666403908e-14
  4.444444444444444e-01,  1.586486225468242e-14
  4.646464646464646e-01,  1.517915523784955e-14
  4.848484848484849e-01,  1.461919958889482e-14
  5.050505050505051e-01,  1.389353139192548e-14
