---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_ME_2.UpdData = 2
Main.Study.Output_tricps_ME_2.FileName = "triceps_ME_2_data.txt"
Main.Study.Output_tricps_ME_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_ME_2.NumberFormat.Width = 23
Main.Study.Output_tricps_ME_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_ME_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_ME_2.Values = 
Main.Study.Output_tricps_ME_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm"}
Main.Study.Output_tricps_ME_2.Format = 0
Main.Study.Output_tricps_ME_2.SepSign = ","
Main.Study.Output_tricps_ME_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_ME_2.LineSepSign = ""
Main.Study.Output_tricps_ME_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_ME_2.Header.LinePrefix = ""
Main.Study.Output_tricps_ME_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_ME_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_ME_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm
  0.000000000000000e+00,  2.633291515805254e+01
  2.020202020202020e-02,  2.698544197629039e+01
  4.040404040404041e-02,  2.764037681595070e+01
  6.060606060606061e-02,  2.827683857212669e+01
  8.080808080808081e-02,  2.889643530711425e+01
  1.010101010101010e-01,  2.950916581949439e+01
  1.212121212121212e-01,  3.011789700904206e+01
  1.414141414141414e-01,  3.072127304094808e+01
  1.616161616161616e-01,  3.131846733709051e+01
  1.818181818181818e-01,  3.190995882805293e+01
  2.020202020202020e-01,  3.251750791883769e+01
  2.222222222222222e-01,  3.315663273459543e+01
  2.424242424242424e-01,  3.379459702609486e+01
  2.626262626262627e-01,  3.439930648376436e+01
  2.828282828282828e-01,  3.497097929040681e+01
  3.030303030303030e-01,  3.556202343318525e+01
  3.232323232323233e-01,  3.615583896364875e+01
  3.434343434343434e-01,  3.671932596566627e+01
  3.636363636363636e-01,  3.726056812574690e+01
  3.838383838383838e-01,  3.785134049559790e+01
  4.040404040404040e-01,  3.842704958288279e+01
  4.242424242424243e-01,  3.896049604309039e+01
  4.444444444444444e-01,  3.956225334389052e+01
  4.646464646464646e-01,  4.023480279749035e+01
  4.848484848484849e-01,  4.090879952624891e+01
  5.050505050505051e-01,  4.158421870087795e+01
  5.252525252525253e-01,  4.226195072554289e+01
  5.454545454545454e-01,  4.293904288033586e+01
  5.656565656565656e-01,  4.360310373626838e+01
  5.858585858585859e-01,  4.424705133527444e+01
  6.060606060606061e-01,  4.488996192705854e+01
  6.262626262626263e-01,  4.552703817357741e+01
  6.464646464646465e-01,  4.616414394167105e+01
  6.666666666666666e-01,  4.673341838353476e+01
  6.868686868686869e-01,  4.720959385644045e+01
  7.070707070707071e-01,  4.772574936720927e+01
  7.272727272727273e-01,  4.820029488374684e+01
  7.474747474747475e-01,  4.863592660917054e+01
  7.676767676767676e-01,  4.908333028954724e+01
  7.878787878787878e-01,  4.955372403946095e+01
  8.080808080808081e-01,  5.002885439070135e+01
  8.282828282828283e-01,  5.045514441922971e+01
  8.484848484848485e-01,  5.088246785132504e+01
  8.686868686868687e-01,  5.131354819494210e+01
  8.888888888888888e-01,  5.174759903888236e+01
  9.090909090909091e-01,  5.218390864320220e+01
  9.292929292929293e-01,  5.262237645482773e+01
  9.494949494949495e-01,  5.306220300969500e+01
  9.696969696969697e-01,  5.350314878184940e+01
  9.898989898989899e-01,  5.394503524540995e+01
  1.010101010101010e+00,  5.438778268249958e+01
  1.030303030303030e+00,  5.483109240407711e+01
  1.050505050505051e+00,  5.527475292237371e+01
  1.070707070707071e+00,  5.571858044422546e+01
  1.090909090909091e+00,  5.616241938156682e+01
  1.111111111111111e+00,  5.660612697214052e+01
  1.131313131313131e+00,  5.704956701508802e+01
  1.151515151515152e+00,  5.749261777179511e+01
