---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 2
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  1.029990630287237e+01
  2.020202020202020e-02,  1.055640712586738e+01
  4.040404040404041e-02,  1.081380320570485e+01
  6.060606060606061e-02,  1.106409147696759e+01
  8.080808080808081e-02,  1.130779214322420e+01
  1.010101010101010e-01,  1.155132802155549e+01
  1.212121212121212e-01,  1.179143459611697e+01
  1.414141414141414e-01,  1.202944032309449e+01
  1.616161616161616e-01,  1.226565041831894e+01
  1.818181818181818e-01,  1.249904155036950e+01
  2.020202020202020e-01,  1.273871473625453e+01
  2.222222222222222e-01,  1.299074600094973e+01
  2.424242424242424e-01,  1.324230981300043e+01
  2.626262626262627e-01,  1.348082596514933e+01
  2.828282828282828e-01,  1.370637320926524e+01
  3.030303030303030e-01,  1.393096803581344e+01
  3.232323232323233e-01,  1.416461289598133e+01
  3.434343434343434e-01,  1.438635699062729e+01
  3.636363636363636e-01,  1.459936838986238e+01
  3.838383838383838e-01,  1.483176871089636e+01
  4.040404040404040e-01,  1.506926937786533e+01
  4.242424242424243e-01,  1.527839513595210e+01
  4.444444444444444e-01,  1.551545823899073e+01
  4.646464646464646e-01,  1.578025169432551e+01
  4.848484848484849e-01,  1.604557979400206e+01
  5.050505050505051e-01,  1.631143101301729e+01
  5.252525252525253e-01,  1.657815288777396e+01
  5.454545454545454e-01,  1.684458543784542e+01
  5.656565656565656e-01,  1.710586561531828e+01
  5.858585858585859e-01,  1.735921265212773e+01
  6.060606060606061e-01,  1.761210841964978e+01
  6.262626262626263e-01,  1.786266915127475e+01
  6.464646464646465e-01,  1.811319397994392e+01
  6.666666666666666e-01,  1.833705459178767e+01
  6.868686868686869e-01,  1.852433311287950e+01
  7.070707070707071e-01,  1.872724553470979e+01
  7.272727272727273e-01,  1.891377610991862e+01
  7.474747474747475e-01,  1.908498137510927e+01
  7.676767676767676e-01,  1.926074977468481e+01
  7.878787878787878e-01,  1.944548307403263e+01
  8.080808080808081e-01,  1.963201798067942e+01
  8.282828282828283e-01,  1.979932957399850e+01
  8.484848484848485e-01,  1.996698850546615e+01
  8.686868686868687e-01,  2.013606310760420e+01
  8.888888888888888e-01,  2.030624435755129e+01
  9.090909090909091e-01,  2.047725252803173e+01
  9.292929292929293e-01,  2.064904771895163e+01
  9.494949494949495e-01,  2.082131577335463e+01
  9.696969696969697e-01,  2.099396226708627e+01
