---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.286516055823244e+00
  2.020202020202020e-02,  1.290089840114977e+00
  4.040404040404041e-02,  1.293668939562038e+00
  6.060606060606061e-02,  1.297253381728287e+00
  8.080808080808081e-02,  1.300843194504274e+00
  1.010101010101010e-01,  1.304438406093865e+00
  1.212121212121212e-01,  1.308039045017374e+00
  1.414141414141414e-01,  1.311645140114776e+00
  1.616161616161616e-01,  1.315256720548978e+00
  1.818181818181818e-01,  1.318873815809155e+00
  2.020202020202020e-01,  1.322496455714160e+00
  2.222222222222222e-01,  1.326124670415997e+00
  2.424242424242424e-01,  1.329758490403371e+00
  2.626262626262627e-01,  1.333397946505296e+00
  2.828282828282828e-01,  1.337043069894791e+00
  3.030303030303030e-01,  1.340693892092642e+00
  3.232323232323233e-01,  1.344350444971236e+00
  3.434343434343434e-01,  1.348012760758479e+00
  3.636363636363636e-01,  1.351680872041786e+00
  3.838383838383838e-01,  1.355354811772161e+00
  4.040404040404040e-01,  1.359034613268333e+00
  4.242424242424243e-01,  1.362720310221011e+00
  4.444444444444444e-01,  1.366411936697186e+00
  4.646464646464646e-01,  1.370109527144550e+00
  4.848484848484849e-01,  1.373813116395979e+00
  5.050505050505051e-01,  1.377522739674115e+00
  5.252525252525253e-01,  1.381238432596047e+00
  5.454545454545454e-01,  1.384960231178062e+00
  5.656565656565656e-01,  1.388688171840514e+00
  5.858585858585859e-01,  1.392422291412776e+00
  6.060606060606061e-01,  1.396162627138295e+00
  6.262626262626263e-01,  1.399909216679743e+00
  6.464646464646465e-01,  1.403662098124277e+00
  6.666666666666666e-01,  1.407421309988896e+00
  6.868686868686869e-01,  1.411186891225915e+00
  7.070707070707071e-01,  1.414958881228533e+00
  7.272727272727273e-01,  1.418737319836524e+00
  7.474747474747475e-01,  1.422522247342043e+00
  7.676767676767676e-01,  1.426313704495536e+00
  7.878787878787878e-01,  1.430111732511778e+00
  8.080808080808081e-01,  1.433916373076031e+00
  8.282828282828283e-01,  1.437727668350325e+00
  8.484848484848485e-01,  1.441545660979858e+00
  8.686868686868687e-01,  1.445370394099543e+00
  8.888888888888888e-01,  1.449201911340667e+00
  9.090909090909091e-01,  1.453040256837697e+00
  9.292929292929293e-01,  1.456885475235221e+00
  9.494949494949495e-01,  1.460737611695029e+00
  9.696969696969697e-01,  1.464596711903344e+00
  9.898989898989899e-01,  1.468462822078188e+00
  1.010101010101010e+00,  1.472335988976913e+00
  1.030303030303030e+00,  1.476216259903879e+00
  1.050505050505051e+00,  1.480103682718293e+00
  1.070707070707071e+00,  1.483998305842206e+00
  1.090909090909091e+00,  1.487900178268680e+00
  1.111111111111111e+00,  1.491809349570120e+00
  1.131313131313131e+00,  1.495725869906788e+00
  1.151515151515152e+00,  1.499649790035479e+00
  1.171717171717172e+00,  1.503581161318401e+00
  1.191919191919192e+00,  1.507520035732216e+00
  1.212121212121212e+00,  1.511466465877297e+00
  1.232323232323232e+00,  1.515420504987158e+00
  1.252525252525253e+00,  1.519382206938104e+00
  1.272727272727273e+00,  1.523351626259068e+00
  1.292929292929293e+00,  1.527328818141675e+00
  1.313131313131313e+00,  1.531313838450508e+00
  1.333333333333333e+00,  1.535306743733606e+00
  1.353535353535354e+00,  1.539307591233178e+00
  1.373737373737374e+00,  1.543316438896557e+00
  1.393939393939394e+00,  1.547333345387393e+00
  1.414141414141414e+00,  1.551358370097081e+00
  1.434343434343434e+00,  1.555391573156452e+00
  1.454545454545455e+00,  1.559433015447710e+00
  1.474747474747475e+00,  1.563482758616640e+00
  1.494949494949495e+00,  1.567540865085082e+00
  1.515151515151515e+00,  1.571607398063693e+00
  1.535353535353535e+00,  1.575682421564972e+00
  1.555555555555556e+00,  1.579766000416605e+00
  1.575757575757576e+00,  1.583858200275094e+00
  1.595959595959596e+00,  1.587959087639692e+00
  1.616161616161616e+00,  1.592068729866669e+00
  1.636363636363636e+00,  1.596187195183893e+00
  1.656565656565657e+00,  1.600314552705745e+00
  1.676767676767677e+00,  1.604450872448385e+00
  1.696969696969697e+00,  1.608596225345366e+00
  1.717171717171717e+00,  1.612750683263611e+00
  1.737373737373737e+00,  1.616914319019763e+00
  1.757575757575758e+00,  1.621087206396922e+00
  1.777777777777778e+00,  1.625269420161770e+00
  1.797979797979798e+00,  1.629461036082110e+00
  1.818181818181818e+00,  1.633662130944813e+00
  1.838383838383838e+00,  1.637872782574202e+00
  1.858585858585859e+00,  1.642093069850874e+00
  1.878787878787879e+00,  1.646323072730970e+00
  1.898989898989899e+00,  1.650562872265924e+00
  1.919191919191919e+00,  1.654812550622693e+00
  1.939393939393939e+00,  1.659072191104461e+00
  1.959595959595960e+00,  1.663341878171890e+00
  1.979797979797980e+00,  1.667621697464859e+00
  2.000000000000000e+00,  1.671911735824765e+00
