---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_longum.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
  0.000000000000000e+00,  9.865531652998316e+00
  2.020202020202020e-02,  9.860027221958360e+00
  4.040404040404041e-02,  9.849888645525770e+00
  6.060606060606061e-02,  9.879455014483506e+00
  8.080808080808081e-02,  9.931303445621404e+00
  1.010101010101010e-01,  9.982545814395214e+00
  1.212121212121212e-01,  1.003329895102254e+01
  1.414141414141414e-01,  1.008382886449905e+01
  1.616161616161616e-01,  1.013409896543959e+01
  1.818181818181818e-01,  1.018456781510996e+01
  2.020202020202020e-01,  1.023896068201005e+01
  2.222222222222222e-01,  1.029320922869807e+01
  2.424242424242424e-01,  1.034957967291683e+01
  2.626262626262627e-01,  1.040076379935929e+01
  2.828282828282828e-01,  1.044841586511932e+01
  3.030303030303030e-01,  1.049096649114559e+01
  3.232323232323233e-01,  1.053282495330936e+01
  3.434343434343434e-01,  1.056919595846196e+01
  3.636363636363636e-01,  1.059759973718344e+01
  3.838383838383838e-01,  1.062906133918902e+01
  4.040404040404040e-01,  1.066354407499324e+01
  4.242424242424243e-01,  1.069613370602792e+01
  4.444444444444444e-01,  1.073554691242767e+01
  4.646464646464646e-01,  1.078199493037868e+01
  4.848484848484849e-01,  1.082923068058853e+01
  5.050505050505051e-01,  1.087863713798211e+01
