---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  1.908740335762920e-14
  2.020202020202020e-02,  1.916231361299368e-14
  4.040404040404041e-02,  1.984732600118677e-14
  6.060606060606061e-02,  1.953422332535389e-14
  8.080808080808081e-02,  1.933652823400788e-14
  1.010101010101010e-01,  1.886251907016580e-14
  1.212121212121212e-01,  1.554519341635506e-14
  1.414141414141414e-01,  1.973474900222253e-14
  1.616161616161616e-01,  1.464752622499125e-14
  1.818181818181818e-01,  3.538937591787591e-14
  2.020202020202020e-01,  1.873804369693318e-14
  2.222222222222222e-01,  1.776077330045330e-14
  2.424242424242424e-01,  1.620285979482703e-14
  2.626262626262627e-01,  3.278678701866994e-14
  2.828282828282828e-01,  1.635722010442723e-14
  3.030303030303030e-01,  3.157378877699198e-14
  3.232323232323233e-01,  1.386310189544776e-14
  3.434343434343434e-01,  1.477580732469580e-14
  3.636363636363636e-01,  1.543304970677353e-14
  3.838383838383838e-01,  2.094233816716991e-14
  4.040404040404040e-01,  2.370166424091112e-14
  4.242424242424243e-01,  1.885466699789036e-14
  4.444444444444444e-01,  1.215234542010029e-14
  4.646464646464646e-01,  3.285961128557465e-14
  4.848484848484849e-01,  1.669097149427395e-14
  5.050505050505051e-01,  4.003696454685490e-14
