---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_1.UpdData = 2
Main.Study.Output_tricps_LH_1.FileName = "triceps_LH_1_data.txt"
Main.Study.Output_tricps_LH_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_1.Values = 
Main.Study.Output_tricps_LH_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm"}
Main.Study.Output_tricps_LH_1.Format = 0
Main.Study.Output_tricps_LH_1.SepSign = ","
Main.Study.Output_tricps_LH_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_1.LineSepSign = ""
Main.Study.Output_tricps_LH_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
  0.000000000000000e+00,  1.299136773621770e+01
  2.020202020202020e-02,  1.315117593408863e+01
  4.040404040404041e-02,  1.331968374859374e+01
  6.060606060606061e-02,  1.349722018116293e+01
  8.080808080808081e-02,  1.367867219424680e+01
  1.010101010101010e-01,  1.386289513790334e+01
  1.212121212121212e-01,  1.405078654192901e+01
  1.414141414141414e-01,  1.424052116211706e+01
  1.616161616161616e-01,  1.443166565980533e+01
  1.818181818181818e-01,  1.462289364550683e+01
  2.020202020202020e-01,  1.482068968250647e+01
  2.222222222222222e-01,  1.502725095249909e+01
  2.424242424242424e-01,  1.523310318026436e+01
  2.626262626262627e-01,  1.543775190848035e+01
  2.828282828282828e-01,  1.563750885170745e+01
  3.030303030303030e-01,  1.585064396891032e+01
  3.232323232323233e-01,  1.606911686668242e+01
  3.434343434343434e-01,  1.629942704974098e+01
  3.636363636363636e-01,  1.656124384644224e+01
  3.838383838383838e-01,  1.684315424057833e+01
  4.040404040404040e-01,  1.711753963962149e+01
  4.242424242424243e-01,  1.737269579890684e+01
  4.444444444444444e-01,  1.765763989942175e+01
  4.646464646464646e-01,  1.797349926004154e+01
  4.848484848484849e-01,  1.829109904523764e+01
  5.050505050505051e-01,  1.861001582168839e+01
  5.252525252525253e-01,  1.893117841095996e+01
  5.454545454545454e-01,  1.925313367724529e+01
  5.656565656565656e-01,  1.957141782827374e+01
  5.858585858585859e-01,  1.988449243813338e+01
  6.060606060606061e-01,  2.019520140385024e+01
  6.262626262626263e-01,  2.049763772959878e+01
  6.464646464646465e-01,  2.080027863923297e+01
  6.666666666666666e-01,  2.106933346893691e+01
  6.868686868686869e-01,  2.129162396935835e+01
  7.070707070707071e-01,  2.153413212837333e+01
  7.272727272727273e-01,  2.175564129020777e+01
  7.474747474747475e-01,  2.195702644751089e+01
  7.676767676767676e-01,  2.216525105383682e+01
  7.878787878787878e-01,  2.238519641135074e+01
  8.080808080808081e-01,  2.260881084924647e+01
