---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.286516055823244e+00
  2.020202020202020e-02,  1.283307321817137e+00
  4.040404040404041e-02,  1.280104654440402e+00
  6.060606060606061e-02,  1.276908040073203e+00
  8.080808080808081e-02,  1.273717465421929e+00
  1.010101010101010e-01,  1.270532917504387e+00
  1.212121212121212e-01,  1.267354383648350e+00
  1.414141414141414e-01,  1.264181851490138e+00
  1.616161616161616e-01,  1.261015308973255e+00
  1.818181818181818e-01,  1.257854744347068e+00
  2.020202020202020e-01,  1.254700146165512e+00
  2.222222222222222e-01,  1.251551503285867e+00
  2.424242424242424e-01,  1.248408804867549e+00
  2.626262626262627e-01,  1.245272040370959e+00
  2.828282828282828e-01,  1.242141199556372e+00
  3.030303030303030e-01,  1.239016272482855e+00
  3.232323232323233e-01,  1.235897249507238e+00
  3.434343434343434e-01,  1.232784121283116e+00
  3.636363636363636e-01,  1.229676878759894e+00
  3.838383838383838e-01,  1.226575513181869e+00
  4.040404040404040e-01,  1.223480016087355e+00
  4.242424242424243e-01,  1.220390379307831e+00
  4.444444444444444e-01,  1.217306594967148e+00
  4.646464646464646e-01,  1.214228655480753e+00
  4.848484848484849e-01,  1.211156553554961e+00
  5.050505050505051e-01,  1.208090282186260e+00
  5.252525252525253e-01,  1.205029834660652e+00
  5.454545454545454e-01,  1.201975204553022e+00
  5.656565656565656e-01,  1.198926385726560e+00
  5.858585858585859e-01,  1.195883372332192e+00
  6.060606060606061e-01,  1.192846158808075e+00
  6.262626262626263e-01,  1.189814739879094e+00
  6.464646464646465e-01,  1.186789110556418e+00
  6.666666666666666e-01,  1.183769266137078e+00
  6.868686868686869e-01,  1.180755202203574e+00
  7.070707070707071e-01,  1.177746914623531e+00
  7.272727272727273e-01,  1.174744399549360e+00
  7.474747474747475e-01,  1.171747653417981e+00
  7.676767676767676e-01,  1.168756672950553e+00
  7.878787878787878e-01,  1.165771455152252e+00
  8.080808080808081e-01,  1.162791997312068e+00
  8.282828282828283e-01,  1.159818297002642e+00
  8.484848484848485e-01,  1.156850352080124e+00
  8.686868686868687e-01,  1.153888160684074e+00
  8.888888888888888e-01,  1.150931721237376e+00
  9.090909090909091e-01,  1.147981032446197e+00
  9.292929292929293e-01,  1.145036093299963e+00
  9.494949494949495e-01,  1.142096903071374e+00
  9.696969696969697e-01,  1.139163461316444e+00
  9.898989898989899e-01,  1.136235767874561e+00
  1.010101010101010e+00,  1.133313822868590e+00
  1.030303030303030e+00,  1.130397626704992e+00
  1.050505050505051e+00,  1.127487180073982e+00
  1.070707070707071e+00,  1.124582483949696e+00
  1.090909090909091e+00,  1.121683539590407e+00
  1.111111111111111e+00,  1.118790348538753e+00
  1.131313131313131e+00,  1.115902912621992e+00
  1.151515151515152e+00,  1.113021233952300e+00
  1.171717171717172e+00,  1.110145314927066e+00
  1.191919191919192e+00,  1.107275158229240e+00
  1.212121212121212e+00,  1.104410766827695e+00
  1.232323232323232e+00,  1.101552143977612e+00
  1.252525252525253e+00,  1.098699293220894e+00
  1.272727272727273e+00,  1.095852218386605e+00
  1.292929292929293e+00,  1.093010923591436e+00
  1.313131313131313e+00,  1.090175413240186e+00
  1.333333333333333e+00,  1.087345692026275e+00
  1.353535353535354e+00,  1.084521764932284e+00
  1.373737373737374e+00,  1.081703637230511e+00
  1.393939393939394e+00,  1.078891314483548e+00
  1.414141414141414e+00,  1.076084802544897e+00
  1.434343434343434e+00,  1.073284107559587e+00
  1.454545454545455e+00,  1.070489235964835e+00
  1.474747474747475e+00,  1.067700194490709e+00
  1.494949494949495e+00,  1.064916990160834e+00
  1.515151515151515e+00,  1.062139630293101e+00
  1.535353535353535e+00,  1.059368122500409e+00
  1.555555555555556e+00,  1.056602474691424e+00
  1.575757575757576e+00,  1.053842695071360e+00
  1.595959595959596e+00,  1.051088792142785e+00
  1.616161616161616e+00,  1.048340774706435e+00
  1.636363636363636e+00,  1.045598651862060e+00
  1.656565656565657e+00,  1.042862433009293e+00
  1.676767676767677e+00,  1.040132127848521e+00
  1.696969696969697e+00,  1.037407746381791e+00
  1.717171717171717e+00,  1.034689298913733e+00
  1.737373737373737e+00,  1.031976796052494e+00
  1.757575757575758e+00,  1.029270248710697e+00
  1.777777777777778e+00,  1.026569668106418e+00
  1.797979797979798e+00,  1.023875065764175e+00
  1.818181818181818e+00,  1.021186453515941e+00
  1.838383838383838e+00,  1.018503843502171e+00
  1.858585858585859e+00,  1.015827248172846e+00
  1.878787878787879e+00,  1.013156680288531e+00
  1.898989898989899e+00,  1.010492152921454e+00
  1.919191919191919e+00,  1.007833679456597e+00
  1.939393939393939e+00,  1.005181273592801e+00
  1.959595959595960e+00,  1.002534949343893e+00
  1.979797979797980e+00,  9.998947210398142e-01
  2.000000000000000e+00,  9.972606033277768e-01
