---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_longum.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
  0.000000000000000e+00,  1.167634823204131e+01
  2.020202020202020e-02,  1.171469220895378e+01
  4.040404040404041e-02,  1.180137788810984e+01
  6.060606060606061e-02,  1.191080561810417e+01
  8.080808080808081e-02,  1.202918490310450e+01
  1.010101010101010e-01,  1.215306855216662e+01
  1.212121212121212e-01,  1.228277880975555e+01
  1.414141414141414e-01,  1.237385824083036e+01
  1.616161616161616e-01,  1.247854322545155e+01
  1.818181818181818e-01,  1.259614304729899e+01
  2.020202020202020e-01,  1.272035202038196e+01
  2.222222222222222e-01,  1.285180542116064e+01
  2.424242424242424e-01,  1.299216015255450e+01
  2.626262626262627e-01,  1.314053267458182e+01
  2.828282828282828e-01,  1.329643315010875e+01
  3.030303030303030e-01,  1.345945143802958e+01
  3.232323232323233e-01,  1.362922225537621e+01
  3.434343434343434e-01,  1.380064757145283e+01
  3.636363636363636e-01,  1.397883997322716e+01
  3.838383838383838e-01,  1.416350631199844e+01
  4.040404040404040e-01,  1.435415478443520e+01
  4.242424242424243e-01,  1.455120997390259e+01
  4.444444444444444e-01,  1.475487687665870e+01
  4.646464646464646e-01,  1.496083432872638e+01
  4.848484848484849e-01,  1.517191689912550e+01
  5.050505050505051e-01,  1.538787061221875e+01
