---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_2.UpdData = 2
Main.Study.Output_tricps_LA_2.FileName = "triceps_LA_2_data.txt"
Main.Study.Output_tricps_LA_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_2.Values = 
Main.Study.Output_tricps_LA_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm"}
Main.Study.Output_tricps_LA_2.Format = 0
Main.Study.Output_tricps_LA_2.SepSign = ","
Main.Study.Output_tricps_LA_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_2.LineSepSign = ""
Main.Study.Output_tricps_LA_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
  0.000000000000000e+00,  1.585232297741265e-09
  2.020202020202020e-02,  6.776336567482190e-11
  4.040404040404041e-02,  6.717216916812320e-12
  6.060606060606061e-02,  4.453726043030315e-12
  8.080808080808081e-02,  2.733104195026943e-12
  1.010101010101010e-01,  2.250816603851980e-12
  1.212121212121212e-01,  1.900093844002637e-12
  1.414141414141414e-01,  1.032096458507316e-12
  1.616161616161616e-01,  1.159627149298235e-12
  1.818181818181818e-01,  7.042757120653176e-13
  2.020202020202020e-01,  5.500255934445782e-13
  2.222222222222222e-01,  4.660659131488686e-13
  2.424242424242424e-01,  4.098601084999185e-13
  2.626262626262627e-01,  3.545410486566229e-13
  2.828282828282828e-01,  3.046239961978195e-13
  3.030303030303030e-01,  2.639139408999187e-13
  3.232323232323233e-01,  4.019875880952169e-13
  3.434343434343434e-01,  2.041488034263377e-13
  3.636363636363636e-01,  1.879246979733984e-13
  3.838383838383838e-01,  1.733561286663312e-13
  4.040404040404040e-01,  1.599455876109886e-13
  4.242424242424243e-01,  1.604013725407607e-13
