---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 2
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  1.585692418711522e-09
  2.020202020202020e-02,  6.784867394821287e-11
  4.040404040404041e-02,  6.725674661322226e-12
  6.060606060606061e-02,  4.458739000328229e-12
  8.080808080808081e-02,  2.735814495812779e-12
  1.010101010101010e-01,  2.252746139669532e-12
  1.212121212121212e-01,  1.901466741786272e-12
  1.414141414141414e-01,  1.032702680169062e-12
  1.616161616161616e-01,  1.160151027820699e-12
  1.818181818181818e-01,  7.044980766966048e-13
  2.020202020202020e-01,  5.501242042658114e-13
  2.222222222222222e-01,  4.660856807644196e-13
  2.424242424242424e-01,  4.098212237783711e-13
  2.626262626262627e-01,  3.544585915603570e-13
  2.828282828282828e-01,  3.045110761265467e-13
  3.030303030303030e-01,  2.637795537906345e-13
  3.232323232323233e-01,  4.017270366228306e-13
  3.434343434343434e-01,  2.039880397319528e-13
  3.636363636363636e-01,  1.877504523905195e-13
  3.838383838383838e-01,  1.731710997529892e-13
  4.040404040404040e-01,  1.597523968537520e-13
  4.242424242424243e-01,  1.601850291658903e-13
  4.444444444444444e-01,  1.465519571820210e-13
  4.646464646464646e-01,  1.352668945857732e-13
  4.848484848484849e-01,  1.248727963845231e-13
  5.050505050505051e-01,  1.152699257189540e-13
  5.252525252525253e-01,  1.046822615401493e-13
  5.454545454545454e-01,  6.927367842098713e-14
  5.656565656565656e-01,  8.819528277119414e-14
  5.858585858585859e-01,  9.308853758508633e-14
  6.060606060606061e-01,  5.617984489536921e-14
  6.262626262626263e-01,  5.601372897560228e-14
  6.464646464646465e-01,  5.575639343073841e-14
  6.666666666666666e-01,  5.497819569999776e-14
  6.868686868686869e-01,  5.423236057275145e-14
  7.070707070707071e-01,  5.278489387031126e-14
  7.272727272727273e-01,  5.466203459605931e-14
  7.474747474747475e-01,  5.370716397621171e-14
  7.676767676767676e-01,  5.205997659752813e-14
  7.878787878787878e-01,  5.062278482498220e-14
  8.080808080808081e-01,  4.906682297331923e-14
  8.282828282828283e-01,  4.748367289799527e-14
  8.484848484848485e-01,  4.579537993229314e-14
  8.686868686868687e-01,  4.379839944507727e-14
  8.888888888888888e-01,  4.176913496168845e-14
  9.090909090909091e-01,  3.910057038468284e-14
  9.292929292929293e-01,  3.702015248343013e-14
  9.494949494949495e-01,  3.599125169742209e-14
  9.696969696969697e-01,  3.628014094093161e-14
