---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_2.UpdData = 2
Main.Study.Output_tricps_LH_2.FileName = "triceps_LH_2_data.txt"
Main.Study.Output_tricps_LH_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_2.Values = 
Main.Study.Output_tricps_LH_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm"}
Main.Study.Output_tricps_LH_2.Format = 0
Main.Study.Output_tricps_LH_2.SepSign = ","
Main.Study.Output_tricps_LH_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_2.LineSepSign = ""
Main.Study.Output_tricps_LH_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
  0.000000000000000e+00,  1.149056292370535e-13
  2.020202020202020e-02,  3.586375379725634e-13
  4.040404040404041e-02,  1.166972275254756e-13
  6.060606060606061e-02,  1.211021738325129e-13
  8.080808080808081e-02,  1.083799003629119e-13
  1.010101010101010e-01,  1.233361275450297e-13
  1.212121212121212e-01,  1.368477074807677e-13
  1.414141414141414e-01,  9.654291060924733e-14
  1.616161616161616e-01,  1.372923073071816e-13
  1.818181818181818e-01,  1.021868092644777e-13
  2.020202020202020e-01,  9.503691247829936e-14
  2.222222222222222e-01,  9.375629317530135e-14
  2.424242424242424e-01,  9.424663124321756e-14
  2.626262626262627e-01,  9.176362694053950e-14
  2.828282828282828e-01,  8.758753656469034e-14
  3.030303030303030e-01,  8.335316273422606e-14
  3.232323232323233e-01,  1.381092987685691e-13
  3.434343434343434e-01,  7.564562187266802e-14
  3.636363636363636e-01,  7.454998198987501e-14
  3.838383838383838e-01,  7.314928761091443e-14
  4.040404040404040e-01,  7.137664325397658e-14
  4.242424242424243e-01,  7.533177046945625e-14
