---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_1.UpdData = 2
Main.Study.Output_tricps_LH_1.FileName = "triceps_LH_1_data.txt"
Main.Study.Output_tricps_LH_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_1.Values = 
Main.Study.Output_tricps_LH_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm"}
Main.Study.Output_tricps_LH_1.Format = 0
Main.Study.Output_tricps_LH_1.SepSign = ","
Main.Study.Output_tricps_LH_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_1.LineSepSign = ""
Main.Study.Output_tricps_LH_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
  0.000000000000000e+00,  3.034594553671312e+01
  2.020202020202020e-02,  3.019742499514933e+01
  4.040404040404041e-02,  3.004363511455006e+01
  6.060606060606061e-02,  2.989309035950362e+01
  8.080808080808081e-02,  2.973718724162622e+01
  1.010101010101010e-01,  2.958083698784471e+01
  1.212121212121212e-01,  2.942490720515777e+01
  1.414141414141414e-01,  2.926641668317645e+01
  1.616161616161616e-01,  2.910533677516894e+01
  1.818181818181818e-01,  2.893540202825290e+01
  2.020202020202020e-01,  2.876059162779355e+01
  2.222222222222222e-01,  2.858386009458497e+01
  2.424242424242424e-01,  2.840529937369255e+01
  2.626262626262627e-01,  2.822714323900308e+01
  2.828282828282828e-01,  2.804936260003249e+01
  3.030303030303030e-01,  2.786738155646800e+01
  3.232323232323233e-01,  2.768862221369810e+01
  3.434343434343434e-01,  2.750664489470658e+01
  3.636363636363636e-01,  2.731988605786236e+01
  3.838383838383838e-01,  2.713072984479724e+01
  4.040404040404040e-01,  2.692744297310832e+01
  4.242424242424243e-01,  2.671034021425752e+01
  4.444444444444444e-01,  2.649773234157309e+01
  4.646464646464646e-01,  2.629232770344598e+01
  4.848484848484849e-01,  2.609892870467829e+01
  5.050505050505051e-01,  2.591544755656843e+01
  5.252525252525253e-01,  2.573042809539909e+01
  5.454545454545454e-01,  2.554263275544839e+01
  5.656565656565656e-01,  2.535142152819810e+01
  5.858585858585859e-01,  2.504888268467085e+01
  6.060606060606061e-01,  2.471583162076514e+01
  6.262626262626263e-01,  2.439248762609471e+01
  6.464646464646465e-01,  2.410931117181980e+01
  6.666666666666666e-01,  2.381706376694274e+01
  6.868686868686869e-01,  2.355137694577472e+01
  7.070707070707071e-01,  2.328145338074724e+01
  7.272727272727273e-01,  2.301327955011014e+01
  7.474747474747475e-01,  2.275792033599299e+01
  7.676767676767676e-01,  2.250802696432394e+01
  7.878787878787878e-01,  2.226288602133438e+01
  8.080808080808081e-01,  2.201855395041542e+01
