---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_ME_2.UpdData = 2
Main.Study.Output_tricps_ME_2.FileName = "triceps_ME_2_data.txt"
Main.Study.Output_tricps_ME_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_ME_2.NumberFormat.Width = 23
Main.Study.Output_tricps_ME_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_ME_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_ME_2.Values = 
Main.Study.Output_tricps_ME_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm"}
Main.Study.Output_tricps_ME_2.Format = 0
Main.Study.Output_tricps_ME_2.SepSign = ","
Main.Study.Output_tricps_ME_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_ME_2.LineSepSign = ""
Main.Study.Output_tricps_ME_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_ME_2.Header.LinePrefix = ""
Main.Study.Output_tricps_ME_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_ME_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_ME_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm
  0.000000000000000e+00,  6.847869505283947e+01
  2.020202020202020e-02,  6.802193678699564e+01
  4.040404040404041e-02,  6.757558530742419e+01
  6.060606060606061e-02,  6.712217842801607e+01
  8.080808080808081e-02,  6.667613367762307e+01
  1.010101010101010e-01,  6.622068935769170e+01
  1.212121212121212e-01,  6.576301418076962e+01
  1.414141414141414e-01,  6.530583304913604e+01
  1.616161616161616e-01,  6.485571593714370e+01
  1.818181818181818e-01,  6.439910009430855e+01
  2.020202020202020e-01,  6.394205478202051e+01
  2.222222222222222e-01,  6.349009067202877e+01
  2.424242424242424e-01,  6.303546288954515e+01
  2.626262626262627e-01,  6.258428348122319e+01
  2.828282828282828e-01,  6.213438087154825e+01
  3.030303030303030e-01,  6.167563262674786e+01
  3.232323232323233e-01,  6.122079399317799e+01
  3.434343434343434e-01,  6.076189028527881e+01
  3.636363636363636e-01,  6.030195503080821e+01
  3.838383838383838e-01,  5.984232827224646e+01
  4.040404040404040e-01,  5.937080813236671e+01
  4.242424242424243e-01,  5.887156340357475e+01
  4.444444444444444e-01,  5.839711014617120e+01
  4.646464646464646e-01,  5.794728417233952e+01
  4.848484848484849e-01,  5.752968383267842e+01
  5.050505050505051e-01,  5.713910049512382e+01
  5.252525252525253e-01,  5.675039601486898e+01
  5.454545454545454e-01,  5.635977100695124e+01
  5.656565656565656e-01,  5.596862029472812e+01
  5.858585858585859e-01,  5.540477598684468e+01
  6.060606060606061e-01,  5.480079389242901e+01
  6.262626262626263e-01,  5.423543855407006e+01
  6.464646464646465e-01,  5.376407006383787e+01
  6.666666666666666e-01,  5.327900344068649e+01
  6.868686868686869e-01,  5.280751760566145e+01
  7.070707070707071e-01,  5.232043684018142e+01
  7.272727272727273e-01,  5.184803539041660e+01
  7.474747474747475e-01,  5.140091968161982e+01
  7.676767676767676e-01,  5.096277288866217e+01
  7.878787878787878e-01,  5.053411321236480e+01
  8.080808080808081e-01,  5.010788773108958e+01
  8.282828282828283e-01,  4.969667017897441e+01
  8.484848484848485e-01,  4.930185005979186e+01
  8.686868686868687e-01,  4.890002858092427e+01
  8.888888888888888e-01,  4.851294955376552e+01
  9.090909090909091e-01,  4.813894378287661e+01
  9.292929292929293e-01,  4.778130993451840e+01
  9.494949494949495e-01,  4.738674383546279e+01
  9.696969696969697e-01,  4.698422496273131e+01
  9.898989898989899e-01,  4.656960140338710e+01
  1.010101010101010e+00,  4.616450942917577e+01
  1.030303030303030e+00,  4.577153886714240e+01
  1.050505050505051e+00,  4.536162784797291e+01
  1.070707070707071e+00,  4.496020717687999e+01
  1.090909090909091e+00,  4.457143718994676e+01
  1.111111111111111e+00,  4.419460488286450e+01
  1.131313131313131e+00,  4.384440934390458e+01
  1.151515151515152e+00,  4.352198524078543e+01
