---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
  5.252525252525253e-01,  9.735955718557397e+00
  5.454545454545454e-01,  9.972571652334834e+00
  5.656565656565656e-01,  1.020491071573367e+01
  5.858585858585859e-01,  1.039029568642395e+01
  6.060606060606061e-01,  1.057910114313264e+01
  6.262626262626263e-01,  1.071842154142341e+01
  6.464646464646465e-01,  1.074678887611559e+01
  6.666666666666666e-01,  1.077396163274469e+01
  6.868686868686869e-01,  1.080904313610222e+01
  7.070707070707071e-01,  1.083842967726429e+01
  7.272727272727273e-01,  1.087376199383235e+01
  7.474747474747475e-01,  1.092296004480788e+01
  7.676767676767676e-01,  1.095179362049109e+01
  7.878787878787878e-01,  1.098550792587859e+01
  8.080808080808081e-01,  1.102368509419093e+01
  8.282828282828283e-01,  1.106862467156624e+01
  8.484848484848485e-01,  1.112077719666646e+01
  8.686868686868687e-01,  1.113212223367623e+01
  8.888888888888888e-01,  1.114447411460687e+01
  9.090909090909091e-01,  1.115900440628767e+01
  9.292929292929293e-01,  1.117658494585530e+01
  9.494949494949495e-01,  1.118722653054929e+01
  9.696969696969697e-01,  1.119578594146742e+01
  9.898989898989899e-01,  1.120420360535812e+01
  1.010101010101010e+00,  1.121463529515457e+01
  1.030303030303030e+00,  1.122607775499115e+01
  1.050505050505051e+00,  1.123045784239345e+01
  1.070707070707071e+00,  1.123504425421265e+01
  1.090909090909091e+00,  1.124189799282464e+01
  1.111111111111111e+00,  1.125049415464078e+01
  1.131313131313131e+00,  1.126196769971982e+01
  1.151515151515152e+00,  1.127648703236508e+01
  1.171717171717172e+00,  1.129129469218583e+01
  1.191919191919192e+00,  1.130018775180924e+01
  1.212121212121212e+00,  1.128040462361977e+01
  1.232323232323232e+00,  1.125767383129234e+01
  1.252525252525253e+00,  1.123510307607017e+01
  1.272727272727273e+00,  1.121172636963626e+01
  1.292929292929293e+00,  1.117906495656032e+01
  1.313131313131313e+00,  1.114912159986677e+01
  1.333333333333333e+00,  1.112128900794668e+01
  1.353535353535354e+00,  1.109593408125288e+01
  1.373737373737374e+00,  1.106506587427295e+01
  1.393939393939394e+00,  1.103551647586110e+01
  1.414141414141414e+00,  1.100728133133980e+01
  1.434343434343434e+00,  1.098182042053318e+01
  1.454545454545455e+00,  1.094661375834238e+01
  1.474747474747475e+00,  1.090953224606959e+01
  1.494949494949495e+00,  1.087232516708140e+01
  1.515151515151515e+00,  1.083926326523578e+01
  1.535353535353535e+00,  1.080117928776503e+01
  1.555555555555556e+00,  1.076341970286278e+01
  1.575757575757576e+00,  1.072588515681378e+01
  1.595959595959596e+00,  1.069080340840004e+01
  1.616161616161616e+00,  1.065476298385030e+01
  1.636363636363636e+00,  1.061906957945813e+01
  1.656565656565657e+00,  1.058195993073810e+01
  1.676767676767677e+00,  1.054845355100473e+01
  1.696969696969697e+00,  1.051121197905226e+01
  1.717171717171717e+00,  1.047560128438031e+01
  1.737373737373737e+00,  1.044086017850019e+01
  1.757575757575758e+00,  1.040655362538858e+01
  1.777777777777778e+00,  1.037581683505523e+01
  1.797979797979798e+00,  1.034497093274525e+01
  1.818181818181818e+00,  1.031450181339547e+01
  1.838383838383838e+00,  1.029696140646396e+01
  1.858585858585859e+00,  1.028436497595881e+01
  1.878787878787879e+00,  1.027149766058858e+01
  1.898989898989899e+00,  1.025829830166366e+01
  1.919191919191919e+00,  1.024523514250194e+01
  1.939393939393939e+00,  1.023280484955040e+01
  1.959595959595960e+00,  1.021985883127911e+01
  1.979797979797980e+00,  1.020350932396767e+01
  2.000000000000000e+00,  1.018308324741579e+01
