---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  6.516313183049120e+00
  2.020202020202020e-02,  6.362206222103710e+00
  4.040404040404041e-02,  6.202351622039830e+00
  6.060606060606061e-02,  6.069987225393844e+00
  8.080808080808081e-02,  5.918991503381987e+00
  1.010101010101010e-01,  5.778958868205446e+00
  1.212121212121212e-01,  5.650231196848334e+00
  1.414141414141414e-01,  5.523152304923271e+00
  1.616161616161616e-01,  5.393652664841208e+00
  1.818181818181818e-01,  5.258065770872103e+00
  2.020202020202020e-01,  5.119263525280708e+00
  2.222222222222222e-01,  4.988675656288536e+00
  2.424242424242424e-01,  4.832975672129155e+00
  2.626262626262627e-01,  4.687473383358191e+00
  2.828282828282828e-01,  4.533711598608417e+00
  3.030303030303030e-01,  4.335530524824474e+00
  3.232323232323233e-01,  4.117670517016345e+00
  3.434343434343434e-01,  3.896373675247638e+00
  3.636363636363636e-01,  3.668118764346051e+00
  3.838383838383838e-01,  3.442774653760836e+00
  4.040404040404040e-01,  3.216649913052637e+00
  4.242424242424243e-01,  2.994239549930874e+00
  4.444444444444444e-01,  2.752044866293223e+00
  4.646464646464646e-01,  2.494897169960854e+00
  4.848484848484849e-01,  2.224834848706969e+00
  5.050505050505051e-01,  1.942854436432386e+00
