---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.508607648947916e+00
  2.020202020202020e-02,  1.505961983878776e+00
  4.040404040404041e-02,  1.503326505962769e+00
  6.060606060606061e-02,  1.500699365617682e+00
  8.080808080808081e-02,  1.498080551227309e+00
  1.010101010101010e-01,  1.495470051490903e+00
  1.212121212121212e-01,  1.492867855420163e+00
  1.414141414141414e-01,  1.490273952336277e+00
  1.616161616161616e-01,  1.487688331866991e+00
  1.818181818181818e-01,  1.485110983943732e+00
  2.020202020202020e-01,  1.482541898798759e+00
  2.222222222222222e-01,  1.479981066962362e+00
  2.424242424242424e-01,  1.477428479260097e+00
  2.626262626262627e-01,  1.474884126810054e+00
  2.828282828282828e-01,  1.472348001020172e+00
  3.030303030303030e-01,  1.469820093585575e+00
  3.232323232323233e-01,  1.467300396485955e+00
  3.434343434343434e-01,  1.464788901982982e+00
  3.636363636363636e-01,  1.462285602617750e+00
  3.838383838383838e-01,  1.459790491208257e+00
  4.040404040404040e-01,  1.457303560846912e+00
  4.242424242424243e-01,  1.454824804898071e+00
  4.444444444444444e-01,  1.452354216995617e+00
  4.646464646464646e-01,  1.449891791040548e+00
  4.848484848484849e-01,  1.447437521198615e+00
  5.050505050505051e-01,  1.444991401897967e+00
  5.252525252525253e-01,  1.442553427826845e+00
  5.454545454545454e-01,  1.440123593931282e+00
  5.656565656565656e-01,  1.437701895412844e+00
  5.858585858585859e-01,  1.435288327726384e+00
  6.060606060606061e-01,  1.432882886577832e+00
  6.262626262626263e-01,  1.430485567922003e+00
  6.464646464646465e-01,  1.428096367960425e+00
  6.666666666666666e-01,  1.425715283139194e+00
  6.868686868686869e-01,  1.423342310146853e+00
  7.070707070707071e-01,  1.420977445912287e+00
  7.272727272727273e-01,  1.418620687602643e+00
  7.474747474747475e-01,  1.416272032621264e+00
  7.676767676767676e-01,  1.413931478605652e+00
  7.878787878787878e-01,  1.411599023425445e+00
  8.080808080808081e-01,  1.409274665180409e+00
  8.282828282828283e-01,  1.406958402198455e+00
  8.484848484848485e-01,  1.404650233033669e+00
  8.686868686868687e-01,  1.402350156464361e+00
  8.888888888888888e-01,  1.400058171491130e+00
  9.090909090909091e-01,  1.397774277334938e+00
  9.292929292929293e-01,  1.395498473435219e+00
  9.494949494949495e-01,  1.393230759447981e+00
  9.696969696969697e-01,  1.390971135243929e+00
  9.898989898989899e-01,  1.388719600906613e+00
  1.010101010101010e+00,  1.386476156730574e+00
  1.030303030303030e+00,  1.384240803219515e+00
  1.050505050505051e+00,  1.382013541084475e+00
  1.070707070707071e+00,  1.379794371242025e+00
  1.090909090909091e+00,  1.377583294812466e+00
  1.111111111111111e+00,  1.375380313118046e+00
  1.131313131313131e+00,  1.373185427681187e+00
  1.151515151515152e+00,  1.370998640222713e+00
  1.171717171717172e+00,  1.368819952660103e+00
  1.191919191919192e+00,  1.366649367105743e+00
  1.212121212121212e+00,  1.364486885865190e+00
  1.232323232323232e+00,  1.362332511435450e+00
  1.252525252525253e+00,  1.360186246503251e+00
  1.272727272727273e+00,  1.358048093943341e+00
  1.292929292929293e+00,  1.355918056816785e+00
  1.313131313131313e+00,  1.353796138369265e+00
  1.333333333333333e+00,  1.351682342029399e+00
  1.353535353535354e+00,  1.349576671407054e+00
  1.373737373737374e+00,  1.347479130291675e+00
  1.393939393939394e+00,  1.345389722650617e+00
  1.414141414141414e+00,  1.343308452627477e+00
  1.434343434343434e+00,  1.341235324540442e+00
  1.454545454545455e+00,  1.339170342880634e+00
  1.474747474747475e+00,  1.337113512310459e+00
  1.494949494949495e+00,  1.335064837661970e+00
  1.515151515151515e+00,  1.333024323935217e+00
  1.535353535353535e+00,  1.330991976296627e+00
  1.555555555555556e+00,  1.328967800077353e+00
  1.575757575757576e+00,  1.326951800771657e+00
  1.595959595959596e+00,  1.324943984035282e+00
  1.616161616161616e+00,  1.322944355683824e+00
  1.636363636363636e+00,  1.320952921691110e+00
  1.656565656565657e+00,  1.318969688187588e+00
  1.676767676767677e+00,  1.316994661458696e+00
  1.696969696969697e+00,  1.315027847943254e+00
  1.717171717171717e+00,  1.313069254231844e+00
  1.737373737373737e+00,  1.311118887065202e+00
  1.757575757575758e+00,  1.309176753332596e+00
  1.777777777777778e+00,  1.307242860070222e+00
  1.797979797979798e+00,  1.305317214459581e+00
  1.818181818181818e+00,  1.303399823825877e+00
  1.838383838383838e+00,  1.301490695636395e+00
  1.858585858585859e+00,  1.299589837498891e+00
  1.878787878787879e+00,  1.297697257159976e+00
  1.898989898989899e+00,  1.295812962503503e+00
  1.919191919191919e+00,  1.293936961548951e+00
  1.939393939393939e+00,  1.292069262449802e+00
  1.959595959595960e+00,  1.290209873491923e+00
  1.979797979797980e+00,  1.288358803091953e+00
  2.000000000000000e+00,  1.286516059795668e+00
