---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_2.UpdData = 2
Main.Study.Output_tricps_LH_2.FileName = "triceps_LH_2_data.txt"
Main.Study.Output_tricps_LH_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_2.Values = 
Main.Study.Output_tricps_LH_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm"}
Main.Study.Output_tricps_LH_2.Format = 0
Main.Study.Output_tricps_LH_2.SepSign = ","
Main.Study.Output_tricps_LH_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_2.LineSepSign = ""
Main.Study.Output_tricps_LH_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
  0.000000000000000e+00,  2.911289248803049e+01
  2.020202020202020e-02,  2.896902253612230e+01
  4.040404040404041e-02,  2.881796867769581e+01
  6.060606060606061e-02,  2.867632836819553e+01
  8.080808080808081e-02,  2.852383244451718e+01
  1.010101010101010e-01,  2.837099195820016e+01
  1.212121212121212e-01,  2.822097680143097e+01
  1.414141414141414e-01,  2.806833529546342e+01
  1.616161616161616e-01,  2.791208996874567e+01
  1.818181818181818e-01,  2.774459371900574e+01
  2.020202020202020e-01,  2.756884907908168e+01
  2.222222222222222e-01,  2.739172189001623e+01
  2.424242424242424e-01,  2.720731616285465e+01
  2.626262626262627e-01,  2.702532120033838e+01
  2.828282828282828e-01,  2.684220271401705e+01
  3.030303030303030e-01,  2.664510900799210e+01
  3.232323232323233e-01,  2.644613192090397e+01
  3.434343434343434e-01,  2.624322290000196e+01
  3.636363636363636e-01,  2.603582050463075e+01
  3.838383838383838e-01,  2.582592936739108e+01
  4.040404040404040e-01,  2.560601290785197e+01
  4.242424242424243e-01,  2.537489793642437e+01
