---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_ME_2.UpdData = 2
Main.Study.Output_tricps_ME_2.FileName = "triceps_ME_2_data.txt"
Main.Study.Output_tricps_ME_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_ME_2.NumberFormat.Width = 23
Main.Study.Output_tricps_ME_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_ME_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_ME_2.Values = 
Main.Study.Output_tricps_ME_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm"}
Main.Study.Output_tricps_ME_2.Format = 0
Main.Study.Output_tricps_ME_2.SepSign = ","
Main.Study.Output_tricps_ME_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_ME_2.LineSepSign = ""
Main.Study.Output_tricps_ME_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_ME_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_ME_2.Header.LinePrefix = ""
Main.Study.Output_tricps_ME_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_ME_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_ME_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_2.Fm
  0.000000000000000e+00,  2.877278097716108e+01
  2.020202020202020e-02,  2.851333330728718e+01
  4.040404040404041e-02,  2.834802221772070e+01
  6.060606060606061e-02,  2.823149173146712e+01
  8.080808080808081e-02,  2.814710552973333e+01
  1.010101010101010e-01,  2.811348458744094e+01
  1.212121212121212e-01,  2.785357643093093e+01
  1.414141414141414e-01,  2.757115895215053e+01
  1.616161616161616e-01,  2.732636949781879e+01
  1.818181818181818e-01,  2.713412769148483e+01
  2.020202020202020e-01,  2.692341340874442e+01
  2.222222222222222e-01,  2.663812505849698e+01
  2.424242424242424e-01,  2.637708587866198e+01
  2.626262626262627e-01,  2.618814373621705e+01
  2.828282828282828e-01,  2.602047192779843e+01
  3.030303030303030e-01,  2.587997984424979e+01
  3.232323232323233e-01,  2.575281355475726e+01
  3.434343434343434e-01,  2.564505668085632e+01
  3.636363636363636e-01,  2.537344918788206e+01
  3.838383838383838e-01,  2.508090365199442e+01
  4.040404040404040e-01,  2.484024073188849e+01
  4.242424242424243e-01,  2.471113765427447e+01
  4.444444444444444e-01,  2.460459147650656e+01
  4.646464646464646e-01,  2.451343234568738e+01
  4.848484848484849e-01,  2.444396372965613e+01
  5.050505050505051e-01,  2.436263359598964e+01
  5.252525252525253e-01,  2.432663483954185e+01
  5.454545454545454e-01,  2.431213215852104e+01
  5.656565656565656e-01,  2.431349368866039e+01
  5.858585858585859e-01,  2.435902726835500e+01
  6.060606060606061e-01,  2.445603024300736e+01
  6.262626262626263e-01,  2.457334939418243e+01
  6.464646464646465e-01,  2.467723750719644e+01
  6.666666666666666e-01,  2.473155360408824e+01
  6.868686868686869e-01,  2.482578461197503e+01
  7.070707070707071e-01,  2.497106467289871e+01
  7.272727272727273e-01,  2.517519992720770e+01
  7.474747474747475e-01,  2.545604921275976e+01
  7.676767676767676e-01,  2.588098668141921e+01
  7.878787878787878e-01,  2.609335710114140e+01
  8.080808080808081e-01,  2.615387775261976e+01
  8.282828282828283e-01,  2.620570379821842e+01
  8.484848484848485e-01,  2.629973155121064e+01
  8.686868686868687e-01,  2.639932068239549e+01
  8.888888888888888e-01,  2.643538420978747e+01
  9.090909090909091e-01,  2.643175406370044e+01
  9.292929292929293e-01,  2.642225055284382e+01
  9.494949494949495e-01,  2.654318805451558e+01
  9.696969696969697e-01,  2.661231062349471e+01
  9.898989898989899e-01,  2.674591836666729e+01
  1.010101010101010e+00,  2.686825796582975e+01
  1.030303030303030e+00,  2.707146427314916e+01
  1.050505050505051e+00,  2.709820851174159e+01
  1.070707070707071e+00,  2.706279835161429e+01
  1.090909090909091e+00,  2.703337332069592e+01
  1.111111111111111e+00,  2.701362119929704e+01
  1.131313131313131e+00,  2.700289695397760e+01
  1.151515151515152e+00,  2.699331687351541e+01
