---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  2.230803330727518e-14
  2.020202020202020e-02,  9.263447654206346e-14
  4.040404040404041e-02,  1.702600116685282e-13
  6.060606060606061e-02,  2.199381799581393e-14
  8.080808080808081e-02,  3.057946007606174e-14
  1.010101010101010e-01,  4.556899465587814e-14
  1.212121212121212e-01,  1.850408558584134e-14
  1.414141414141414e-01,  1.988764596291882e-14
  1.616161616161616e-01,  2.064174595146719e-14
  1.818181818181818e-01,  2.118600696943230e-14
  2.020202020202020e-01,  6.307759345032133e-14
  2.222222222222222e-01,  1.976564475247949e-14
  2.424242424242424e-01,  1.944478714690426e-14
  2.626262626262627e-01,  1.915554462030243e-14
  2.828282828282828e-01,  1.866172170967980e-14
  3.030303030303030e-01,  1.828739261921095e-14
  3.232323232323233e-01,  1.815110727299807e-14
  3.434343434343434e-01,  1.769038612798168e-14
  3.636363636363636e-01,  1.840470025498640e-14
  3.838383838383838e-01,  1.806863943484180e-14
  4.040404040404040e-01,  1.770444872933878e-14
  4.242424242424243e-01,  5.064672315410698e-14
  4.444444444444444e-01,  1.650543271633484e-14
  4.646464646464646e-01,  4.839346359944635e-14
  4.848484848484849e-01,  1.528512890962177e-14
  5.050505050505051e-01,  1.343353619736854e-14
