---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_2.UpdData = 2
Main.Study.Output_tricps_LH_2.FileName = "triceps_LH_2_data.txt"
Main.Study.Output_tricps_LH_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_2.Values = 
Main.Study.Output_tricps_LH_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm"}
Main.Study.Output_tricps_LH_2.Format = 0
Main.Study.Output_tricps_LH_2.SepSign = ","
Main.Study.Output_tricps_LH_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_2.LineSepSign = ""
Main.Study.Output_tricps_LH_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
  0.000000000000000e+00,  4.775063398498514e+00
  2.020202020202020e-02,  4.489357545211063e+00
  4.040404040404041e-02,  4.292875663544663e+00
  6.060606060606061e-02,  4.128043996747901e+00
  8.080808080808081e-02,  3.974242849954350e+00
  1.010101010101010e-01,  3.802217559137299e+00
  1.212121212121212e-01,  3.832983469798064e+00
  1.414141414141414e-01,  4.056650354465710e+00
  1.616161616161616e-01,  4.296010624318652e+00
  1.818181818181818e-01,  4.554512460086404e+00
  2.020202020202020e-01,  4.818178465641421e+00
  2.222222222222222e-01,  5.075883369302963e+00
  2.424242424242424e-01,  5.350190654183903e+00
  2.626262626262627e-01,  5.730698245441969e+00
  2.828282828282828e-01,  6.101844789504316e+00
  3.030303030303030e-01,  6.462666843791830e+00
  3.232323232323233e-01,  6.812852842262657e+00
  3.434343434343434e-01,  7.137176615848126e+00
  3.636363636363636e-01,  7.455910699390125e+00
  3.838383838383838e-01,  7.755150330564220e+00
  4.040404040404040e-01,  8.104480626570654e+00
  4.242424242424243e-01,  8.560081073602284e+00
