---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.286516055823244e+00
  2.020202020202020e-02,  1.284681648301813e+00
  4.040404040404041e-02,  1.282855585377791e+00
  6.060606060606061e-02,  1.281037875953396e+00
  8.080808080808081e-02,  1.279228529074694e+00
  1.010101010101010e-01,  1.277427553908750e+00
  1.212121212121212e-01,  1.275634959741969e+00
  1.414141414141414e-01,  1.273850755978474e+00
  1.616161616161616e-01,  1.272074952138447e+00
  1.818181818181818e-01,  1.270307557856485e+00
  2.020202020202020e-01,  1.268548582879951e+00
  2.222222222222222e-01,  1.266798037067308e+00
  2.424242424242424e-01,  1.265055930386466e+00
  2.626262626262627e-01,  1.263322272913119e+00
  2.828282828282828e-01,  1.261597074829068e+00
  3.030303030303030e-01,  1.259880346420555e+00
  3.232323232323233e-01,  1.258172098076586e+00
  3.434343434343434e-01,  1.256472340287238e+00
  3.636363636363636e-01,  1.254781083641988e+00
  3.838383838383838e-01,  1.253098338828009e+00
  4.040404040404040e-01,  1.251424116628478e+00
  4.242424242424243e-01,  1.249758427920877e+00
  4.444444444444444e-01,  1.248101283675280e+00
  4.646464646464646e-01,  1.246452694952645e+00
  4.848484848484849e-01,  1.244812672903098e+00
  5.050505050505051e-01,  1.243181228764207e+00
  5.252525252525253e-01,  1.241558373859256e+00
  5.454545454545454e-01,  1.239944119595514e+00
  5.656565656565656e-01,  1.238338477462491e+00
  5.858585858585859e-01,  1.236741459030196e+00
  6.060606060606061e-01,  1.235153075947388e+00
  6.262626262626263e-01,  1.233573339939818e+00
  6.464646464646465e-01,  1.232002262808467e+00
  6.666666666666666e-01,  1.230439856427784e+00
  6.868686868686869e-01,  1.228886132743903e+00
  7.070707070707071e-01,  1.227341103772873e+00
  7.272727272727273e-01,  1.225804781598872e+00
  7.474747474747475e-01,  1.224277178372408e+00
  7.676767676767676e-01,  1.222758306308531e+00
  7.878787878787878e-01,  1.221248177685031e+00
  8.080808080808081e-01,  1.219746804840620e+00
  8.282828282828283e-01,  1.218254200173128e+00
  8.484848484848485e-01,  1.216770376137678e+00
  8.686868686868687e-01,  1.215295345244863e+00
  8.888888888888888e-01,  1.213829120058908e+00
  9.090909090909091e-01,  1.212371713195842e+00
  9.292929292929293e-01,  1.210923137321642e+00
  9.494949494949495e-01,  1.209483405150400e+00
  9.696969696969697e-01,  1.208052529442453e+00
  9.898989898989899e-01,  1.206630523002530e+00
  1.010101010101010e+00,  1.205217398677888e+00
  1.030303030303030e+00,  1.203813169356435e+00
  1.050505050505051e+00,  1.202417847964860e+00
  1.070707070707071e+00,  1.201031447466740e+00
  1.090909090909091e+00,  1.199653980860667e+00
  1.111111111111111e+00,  1.198285461178343e+00
  1.131313131313131e+00,  1.196925901482686e+00
  1.151515151515152e+00,  1.195575314865932e+00
  1.171717171717172e+00,  1.194233714447718e+00
  1.191919191919192e+00,  1.192901113373180e+00
  1.212121212121212e+00,  1.191577524811026e+00
  1.232323232323232e+00,  1.190262961951622e+00
  1.252525252525253e+00,  1.188957438005059e+00
  1.272727272727273e+00,  1.187660966199229e+00
  1.292929292929293e+00,  1.186373559777884e+00
  1.313131313131313e+00,  1.185095231998701e+00
  1.333333333333333e+00,  1.183825996131338e+00
  1.353535353535354e+00,  1.182565865455488e+00
  1.373737373737374e+00,  1.181314853258927e+00
  1.393939393939394e+00,  1.180072972835564e+00
  1.414141414141414e+00,  1.178840237483481e+00
  1.434343434343434e+00,  1.177616660502974e+00
  1.454545454545455e+00,  1.176402255194592e+00
  1.474747474747475e+00,  1.175197034857165e+00
  1.494949494949495e+00,  1.174001012785844e+00
  1.515151515151515e+00,  1.172814202270127e+00
  1.535353535353535e+00,  1.171636616591887e+00
  1.555555555555556e+00,  1.170468269023392e+00
  1.575757575757576e+00,  1.169309172825339e+00
  1.595959595959596e+00,  1.168159341244868e+00
  1.616161616161616e+00,  1.167018787513583e+00
  1.636363636363636e+00,  1.165887524845579e+00
  1.656565656565657e+00,  1.164765566435451e+00
  1.676767676767677e+00,  1.163652925456323e+00
  1.696969696969697e+00,  1.162549615057853e+00
  1.717171717171717e+00,  1.161455648364266e+00
  1.737373737373737e+00,  1.160371038472358e+00
  1.757575757575758e+00,  1.159295798449525e+00
  1.777777777777778e+00,  1.158229941331774e+00
  1.797979797979798e+00,  1.157173480121747e+00
  1.818181818181818e+00,  1.156126427786746e+00
  1.838383838383838e+00,  1.155088797256745e+00
  1.858585858585859e+00,  1.154060601422425e+00
  1.878787878787879e+00,  1.153041853133194e+00
  1.898989898989899e+00,  1.152032565195219e+00
  1.919191919191919e+00,  1.151032750369454e+00
  1.939393939393939e+00,  1.150042421369679e+00
  1.959595959595960e+00,  1.149061590860531e+00
  1.979797979797980e+00,  1.148090271455553e+00
  2.000000000000000e+00,  1.147128475715227e+00
