---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_ME_1.UpdData = 2
Main.Study.Output_tricps_ME_1.FileName = "triceps_ME_1_data.txt"
Main.Study.Output_tricps_ME_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_ME_1.NumberFormat.Width = 23
Main.Study.Output_tricps_ME_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_ME_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_ME_1.Values = 
Main.Study.Output_tricps_ME_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm"}
Main.Study.Output_tricps_ME_1.Format = 0
Main.Study.Output_tricps_ME_1.SepSign = ","
Main.Study.Output_tricps_ME_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_ME_1.LineSepSign = ""
Main.Study.Output_tricps_ME_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_ME_1.Header.LinePrefix = ""
Main.Study.Output_tricps_ME_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_ME_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_ME_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm
  0.000000000000000e+00,  2.910250820315708e+01
  2.020202020202020e-02,  2.884143098642476e+01
  4.040404040404041e-02,  2.867553022482625e+01
  6.060606060606061e-02,  2.855895052206799e+01
  8.080808080808081e-02,  2.847486757322372e+01
  1.010101010101010e-01,  2.844213375312330e+01
  1.212121212121212e-01,  2.818043905816222e+01
  1.414141414141414e-01,  2.789584866803426e+01
  1.616161616161616e-01,  2.764856293572018e+01
  1.818181818181818e-01,  2.745407083716253e+01
  2.020202020202020e-01,  2.724086259297476e+01
  2.222222222222222e-01,  2.695220547674239e+01
  2.424242424242424e-01,  2.668806769447546e+01
  2.626262626262627e-01,  2.649686584159591e+01
  2.828282828282828e-01,  2.632717470547276e+01
  3.030303030303030e-01,  2.618497360436715e+01
  3.232323232323233e-01,  2.605624547802342e+01
  3.434343434343434e-01,  2.594714574057734e+01
  3.636363636363636e-01,  2.567225624402034e+01
  3.838383838383838e-01,  2.537617400689036e+01
  4.040404040404040e-01,  2.513257550319089e+01
  4.242424242424243e-01,  2.500184387233279e+01
  4.444444444444444e-01,  2.489392575129326e+01
  4.646464646464646e-01,  2.480156693442830e+01
  4.848484848484849e-01,  2.473114488992502e+01
  5.050505050505051e-01,  2.464871338533461e+01
  5.252525252525253e-01,  2.461213691608749e+01
  5.454545454545454e-01,  2.459729984191456e+01
  5.656565656565656e-01,  2.459850392292274e+01
  5.858585858585859e-01,  2.464438833856695e+01
  6.060606060606061e-01,  2.474233488205696e+01
  6.262626262626263e-01,  2.486082461838001e+01
  6.464646464646465e-01,  2.496571525823389e+01
  6.666666666666666e-01,  2.502044396020437e+01
  6.868686868686869e-01,  2.511554345679056e+01
  7.070707070707071e-01,  2.526227657705587e+01
  7.272727272727273e-01,  2.546853884554391e+01
  7.474747474747475e-01,  2.575239507151601e+01
  7.676767676767676e-01,  2.618200039531367e+01
  7.878787878787878e-01,  2.639655038309017e+01
  8.080808080808081e-01,  2.645747407902394e+01
  8.282828282828283e-01,  2.650959195475152e+01
  8.484848484848485e-01,  2.660439024569575e+01
  8.686868686868687e-01,  2.670480308855754e+01
  8.888888888888888e-01,  2.674094472237048e+01
  9.090909090909091e-01,  2.673692472562479e+01
  9.292929292929293e-01,  2.672695508971069e+01
  9.494949494949495e-01,  2.684892063556997e+01
  9.696969696969697e-01,  2.691846329668794e+01
  9.898989898989899e-01,  2.705322165387824e+01
  1.010101010101010e+00,  2.717657030827448e+01
  1.030303030303030e+00,  2.738170044533443e+01
  1.050505050505051e+00,  2.740833455341171e+01
  1.070707070707071e+00,  2.737209492573236e+01
  1.090909090909091e+00,  2.734190181594119e+01
  1.111111111111111e+00,  2.732148488368873e+01
  1.131313131313131e+00,  2.731019141194398e+01
  1.151515151515152e+00,  2.730004778025288e+01
  1.171717171717172e+00,  2.729904816559662e+01
  1.191919191919192e+00,  2.731146463343700e+01
  1.212121212121212e+00,  2.733985311623075e+01
  1.232323232323232e+00,  2.738631186391892e+01
  1.252525252525253e+00,  2.745618507603070e+01
  1.272727272727273e+00,  2.753315583446295e+01
  1.292929292929293e+00,  2.762413388349647e+01
  1.313131313131313e+00,  2.772667248604161e+01
  1.333333333333333e+00,  2.784237911314862e+01
  1.353535353535354e+00,  2.797130774526302e+01
  1.373737373737374e+00,  2.811021559542893e+01
  1.393939393939394e+00,  2.825819886777564e+01
  1.414141414141414e+00,  2.841974028588178e+01
  1.434343434343434e+00,  2.859549452691459e+01
  1.454545454545455e+00,  2.878286163599753e+01
  1.474747474747475e+00,  2.898499300209111e+01
  1.494949494949495e+00,  2.920098483645002e+01
  1.515151515151515e+00,  2.943027185181690e+01
  1.535353535353535e+00,  2.967123474476343e+01
  1.555555555555556e+00,  2.992608206951518e+01
  1.575757575757576e+00,  3.019488629141119e+01
  1.595959595959596e+00,  3.047813097172749e+01
  1.616161616161616e+00,  3.077590243992739e+01
  1.636363636363636e+00,  3.107865103497691e+01
  1.656565656565657e+00,  3.138611616218483e+01
  1.676767676767677e+00,  3.170783034186504e+01
  1.696969696969697e+00,  3.204277875764078e+01
  1.717171717171717e+00,  3.239053931303330e+01
  1.737373737373737e+00,  3.275425079681059e+01
  1.757575757575758e+00,  3.313369681785966e+01
  1.777777777777778e+00,  3.352672763688378e+01
  1.797979797979798e+00,  3.393285469129250e+01
  1.818181818181818e+00,  3.435114339507188e+01
  1.838383838383838e+00,  3.478186072366750e+01
  1.858585858585859e+00,  3.522556113083834e+01
  1.878787878787879e+00,  3.572545824559840e+01
  1.898989898989899e+00,  3.626492999800478e+01
  1.919191919191919e+00,  3.681777250578349e+01
  1.939393939393939e+00,  3.737761649985791e+01
  1.959595959595960e+00,  3.794813148648526e+01
  1.979797979797980e+00,  3.852830567759338e+01
  2.000000000000000e+00,  3.911419913450113e+01
