---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_1.UpdData = 2
Main.Study.Output_tricps_LA_1.FileName = "triceps_LA_1_data.txt"
Main.Study.Output_tricps_LA_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_1.Values = 
Main.Study.Output_tricps_LA_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm"}
Main.Study.Output_tricps_LA_1.Format = 0
Main.Study.Output_tricps_LA_1.SepSign = ","
Main.Study.Output_tricps_LA_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_1.LineSepSign = ""
Main.Study.Output_tricps_LA_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_1.Fm
  0.000000000000000e+00,  1.357239797558220e-13
  2.020202020202020e-02,  2.392888253859916e-14
  4.040404040404041e-02,  1.468702558064038e-14
  6.060606060606061e-02,  2.376557243016750e-14
  8.080808080808081e-02,  2.590597161599934e-14
  1.010101010101010e-01,  2.282785722707686e-14
  1.212121212121212e-01,  2.414156620169190e-14
  1.414141414141414e-01,  2.220328307242649e-14
  1.616161616161616e-01,  2.195283191526283e-14
  1.818181818181818e-01,  2.225230579986185e-14
  2.020202020202020e-01,  2.205158227388165e-14
  2.222222222222222e-01,  1.952687250649010e-14
  2.424242424242424e-01,  1.492177183829839e-14
  2.626262626262627e-01,  1.404523862957573e-14
  2.828282828282828e-01,  9.417311565802159e-14
  3.030303030303030e-01,  1.953189337430194e-14
  3.232323232323233e-01,  2.297264402161192e-14
  3.434343434343434e-01,  2.501488855552325e-14
  3.636363636363636e-01,  6.161400183251375e-14
  3.838383838383838e-01,  6.072557874728280e-14
  4.040404040404040e-01,  2.774286515940355e-14
  4.242424242424243e-01,  2.893963300241353e-14
  4.444444444444444e-01,  2.141240943583875e-14
  4.646464646464646e-01,  2.799576029435513e-14
  4.848484848484849e-01,  3.628926540654822e-14
  5.050505050505051e-01,  4.003518690198842e-14
  5.252525252525253e-01,  2.455212933539325e-14
  5.454545454545454e-01,  3.577619544263672e-14
  5.656565656565656e-01,  2.774253497522196e-14
  5.858585858585859e-01,  3.087492673853671e-14
  6.060606060606061e-01,  3.729031631668871e-14
  6.262626262626263e-01,  2.941563742648243e-14
  6.464646464646465e-01,  3.583439366448174e-14
  6.666666666666666e-01,  4.276943249935013e-14
  6.868686868686869e-01,  3.655148910393711e-14
  7.070707070707071e-01,  3.663204798137942e-14
  7.272727272727273e-01,  4.947667043649860e-14
  7.474747474747475e-01,  4.620677414542841e-14
  7.676767676767676e-01,  4.920512564862312e-14
  7.878787878787878e-01,  5.467511450165865e-14
  8.080808080808081e-01,  9.983960358942670e-14
  8.282828282828283e-01,  1.082885639400242e-13
  8.484848484848485e-01,  1.153153677312958e-13
  8.686868686868687e-01,  6.990031155157071e-14
  8.888888888888888e-01,  7.284777697276916e-14
  9.090909090909091e-01,  1.220137562564358e-13
  9.292929292929293e-01,  1.151010698672144e-13
  9.494949494949495e-01,  1.007520884891326e-13
  9.696969696969697e-01,  9.134277136029252e-14
