---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LA_2.UpdData = 2
Main.Study.Output_tricps_LA_2.FileName = "triceps_LA_2_data.txt"
Main.Study.Output_tricps_LA_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LA_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LA_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LA_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LA_2.Values = 
Main.Study.Output_tricps_LA_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm"}
Main.Study.Output_tricps_LA_2.Format = 0
Main.Study.Output_tricps_LA_2.SepSign = ","
Main.Study.Output_tricps_LA_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LA_2.LineSepSign = ""
Main.Study.Output_tricps_LA_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LA_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LA_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LA_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LA_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LA_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LA_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LA_2.Fm
  0.000000000000000e+00,  1.357104995741988e-13
  2.020202020202020e-02,  2.393337105911752e-14
  4.040404040404041e-02,  1.469387377678802e-14
  6.060606060606061e-02,  2.378306616834206e-14
  8.080808080808081e-02,  2.588084431774785e-14
  1.010101010101010e-01,  2.281015207489827e-14
  1.212121212121212e-01,  2.412744070128836e-14
  1.414141414141414e-01,  2.219442631070958e-14
  1.616161616161616e-01,  2.194807146118165e-14
  1.818181818181818e-01,  2.230083525290241e-14
  2.020202020202020e-01,  2.210438876214438e-14
  2.222222222222222e-01,  1.957766841673844e-14
  2.424242424242424e-01,  1.496356805251869e-14
  2.626262626262627e-01,  1.408728910421364e-14
  2.828282828282828e-01,  9.447260873716899e-14
  3.030303030303030e-01,  1.959752292455556e-14
  3.232323232323233e-01,  2.305382354731414e-14
  3.434343434343434e-01,  2.510747563872345e-14
  3.636363636363636e-01,  6.185200906791986e-14
  3.838383838383838e-01,  6.096961610578977e-14
  4.040404040404040e-01,  2.785852170856348e-14
  4.242424242424243e-01,  2.906446621745597e-14
