---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  4.827517162949079e-01
  2.020202020202020e-02,  4.785284559654434e-01
  4.040404040404041e-02,  2.305911883167225e-01
  6.060606060606061e-02,  1.037002577040689e-11
  8.080808080808081e-02,  2.503185288304982e-12
  1.010101010101010e-01,  1.275486747281095e-12
  1.212121212121212e-01,  9.709746462001489e-13
  1.414141414141414e-01,  7.133274544088741e-13
  1.616161616161616e-01,  4.414771574797280e-13
  1.818181818181818e-01,  3.050187277020425e-13
  2.020202020202020e-01,  2.259401317357757e-13
  2.222222222222222e-01,  1.579211367885105e-13
  2.424242424242424e-01,  9.869426101720784e-14
  2.626262626262627e-01,  7.788810035576492e-14
  2.828282828282828e-01,  4.459637508906168e-13
  3.030303030303030e-01,  8.010087216400947e-14
  3.232323232323233e-01,  8.249521374104276e-14
  3.434343434343434e-01,  7.935994867094550e-14
  3.636363636363636e-01,  1.739586057412239e-13
  3.838383838383838e-01,  1.535266858670370e-13
  4.040404040404040e-01,  6.312324031706400e-14
  4.242424242424243e-01,  5.951902690100848e-14
  4.444444444444444e-01,  3.996446105466658e-14
  4.646464646464646e-01,  4.758967406174744e-14
  4.848484848484849e-01,  5.634542139919980e-14
  5.050505050505051e-01,  5.688965081314613e-14
